County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Dickinson,"2,417","5,831","4,481",76,"12,805",153,250,389,8,800,"13,605"
Dubuque,"25,697","16,050","22,544",502,"64,793","1,383",898,"1,726",38,"4,045","68,838"
Emmet,"1,677","1,856","2,679",28,"6,240",84,109,243,2,438,"6,678"
Fayette,"3,339","3,986","4,338",61,"11,724",170,114,263,5,552,"12,276"
Floyd,"2,782","2,652","4,761",44,"10,239",202,136,376,7,721,"10,960"
Franklin,"1,192","2,965","2,116",32,"6,305",55,96,136,0,287,"6,592"
Fremont,"1,009","2,335","1,376",26,"4,746",79,127,156,1,363,"5,109"
Greene,"1,634","2,339","2,190",44,"6,207",58,85,145,5,293,"6,500"
Grundy,"1,404","3,920","3,109",45,"8,478",55,136,163,4,358,"8,836"
Guthrie,"1,600","2,837","2,990",50,"7,477",59,96,198,2,355,"7,832"
Hamilton,"2,290","3,895","3,457",60,"9,702",95,114,253,2,464,"10,166"
Hancock,"1,377","3,308","2,684",33,"7,402",77,98,181,2,358,"7,760"
Hardin,"2,458","4,601","3,773",70,"10,902",123,201,241,1,566,"11,468"
Harrison,"2,036","3,797","2,603",69,"8,505",45,92,86,1,224,"8,729"
Henry,"2,611","4,974","4,802",69,"12,456",234,261,531,4,"1,030","13,486"
Howard,"1,618","1,498","2,665",22,"5,803",79,56,185,1,321,"6,124"
Humboldt,"1,185","2,672","2,305",32,"6,194",64,110,170,3,347,"6,541"
Ida,762,"2,175","1,691",25,"4,653",29,57,93,0,179,"4,832"
Iowa,"2,522","4,057","4,830",78,"11,487",118,156,271,4,549,"12,036"
Jackson,"4,777","3,081","5,983",35,"13,876",192,140,367,3,702,"14,578"
Jasper,"7,988","7,457","9,077",126,"24,648",302,259,528,2,"1,091","25,739"
Jefferson,"4,143","3,171","2,938",102,"10,354",283,134,319,10,746,"11,100"
Johnson,"44,477","18,059","31,554",933,"95,023","4,269","1,831","3,941",138,"10,179","105,202"
Jones,"3,040","3,937","5,982",39,"12,998",122,133,334,7,596,"13,594"
Keokuk,"1,746","2,376","2,256",22,"6,400",92,93,137,2,324,"6,724"
Kossuth,"2,947","3,451","4,276",39,"10,713",88,125,239,4,456,"11,169"
Lee,"8,628","4,517","8,112",140,"21,397",478,268,823,21,"1,590","22,987"
Linn,"51,903","37,581","53,250","1,640","144,374","2,286","1,658","2,733",118,"6,795","151,169"
Louisa,"1,635","2,386","2,657",32,"6,710",78,73,170,3,324,"7,034"
Lucas,"1,219","2,290","1,989",22,"5,520",65,99,158,1,323,"5,843"
Lyon,773,"5,675","1,541",18,"8,007",63,158,141,4,366,"8,373"
Madison,"2,595","4,293","3,897",83,"10,868",131,228,321,3,683,"11,551"
Mahaska,"2,392","6,905","4,217",104,"13,618",209,299,461,6,975,"14,593"
Marion,"5,011","9,667","7,599",123,"22,400",303,421,604,10,"1,338","23,738"
Marshall,"7,104","7,207","8,547",169,"23,027",404,347,737,11,"1,499","24,526"
Mills,"1,983","5,140","3,048",114,"10,285",41,57,86,3,187,"10,472"
Mitchell,"1,576","2,506","2,728",29,"6,839",64,67,141,2,274,"7,113"
Monona,"1,561","2,058","2,105",39,"5,763",92,125,217,4,438,"6,201"
Monroe,"1,415","1,731","1,558",20,"4,724",45,62,110,1,218,"4,942"
Montgomery,"1,066","3,477","2,257",34,"6,834",71,152,204,6,433,"7,267"
Muscatine,"7,790","7,821","10,497",167,"26,275",467,425,831,14,"1,737","28,012"
O'Brien,"1,116","5,639","2,412",44,"9,211",95,178,191,4,468,"9,679"
Osceola,451,"2,459","1,107",13,"4,030",20,74,70,1,165,"4,195"
Page,"1,507","4,878","2,904",57,"9,346",137,245,338,5,725,"10,071"
Palo Alto,"1,839","1,887","2,250",29,"6,005",74,49,132,3,258,"6,263"
Plymouth,"2,984","8,309","5,408",98,"16,799",153,326,315,8,802,"17,601"
Pocahontas,922,"1,993","1,826",31,"4,772",77,67,142,3,289,"5,061"
Polk,"116,271","81,623","90,094","3,238","291,226","5,466","3,769","5,328",207,"14,770","305,996"
Pottawattamie,"15,304","21,045","20,030",631,"57,010","1,553","1,476","2,335",93,"5,457","62,467"
Poweshiek,"4,140","3,703","5,034",69,"12,946",267,137,386,7,797,"13,743"
Ringgold,834,"1,478",757,8,"3,077",31,57,53,1,142,"3,219"
Sac,"1,230","3,222","2,377",26,"6,855",60,83,143,1,287,"7,142"
Scott,"35,330","30,819","47,182",920,"114,251","3,382","2,381","5,051",118,"10,932","125,183"
Shelby,"1,717","3,574","2,648",33,"7,972",70,121,147,3,341,"8,313"
Sioux,"1,764","15,345","4,131",73,"21,313",102,381,248,11,742,"22,055"
Story,"20,323","17,358","24,122",857,"62,660","2,000","1,451","2,771",116,"6,338","68,998"
Tama,"2,976","3,303","4,750",53,"11,082",125,99,272,1,497,"11,579"
Taylor,667,"1,854","1,207",25,"3,753",32,48,80,2,162,"3,915"
Union,"1,665","2,694","3,151",46,"7,556",108,128,323,2,561,"8,117"
Van Buren,908,"1,989","1,729",26,"4,652",54,71,119,3,247,"4,899"
Wapello,"7,907","5,327","6,813",107,"20,154",482,287,695,8,"1,472","21,626"
Warren,"9,841","11,563","12,079",247,"33,730",474,572,856,22,"1,924","35,654"
Washington,"3,070","5,777","5,215",120,"14,182",154,239,371,10,774,"14,956"
Wayne,902,"1,451","1,176",20,"3,549",23,57,59,3,142,"3,691"
Webster,"7,474","7,006","9,022",170,"23,672",466,348,791,7,"1,612","25,284"
Winnebago,"1,479","2,739","3,012",35,"7,265",92,119,256,2,469,"7,734"
Winneshiek,"4,216","4,321","5,513",59,"14,109",281,155,455,11,902,"15,011"
Woodbury,"17,694","19,829","19,692",447,"57,662","1,394","1,214","1,880",37,"4,525","62,187"
Worth,"1,330","1,900","2,090",21,"5,341",53,50,102,1,206,"5,547"
Wright,"1,735","3,373","2,538",40,"7,686",90,131,194,2,417,"8,103"
Totals,"620,306","643,367","723,257","15,990","2,002,920","38,174","31,692","57,351","1,431","128,648","2,131,568"
