County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Davis,"1,652","1,727","1,393",19,"4,791",80,77,123,3,283,"5,074"
Decatur,"1,294","1,770","1,390",31,"4,485",135,95,177,4,411,"4,896"
Delaware,"2,264","4,322","4,737",49,"11,372",83,99,214,6,402,"11,774"
Des Moines,"10,121","6,650","9,051",177,"25,999",602,315,777,18,"1,712","27,711"
Dickinson,"2,419","5,844","4,497",76,"12,836",144,236,368,7,755,"13,591"
Dubuque,"25,709","16,076","22,610",502,"64,897","1,339",846,"1,693",37,"3,915","68,812"
Emmet,"1,677","1,853","2,685",27,"6,242",85,108,238,2,433,"6,675"
Fayette,"3,327","3,981","4,347",61,"11,716",170,111,255,5,541,"12,257"
Floyd,"2,792","2,656","4,776",44,"10,268",197,129,368,7,701,"10,969"
Franklin,"1,191","2,964","2,126",31,"6,312",49,90,136,0,275,"6,587"
Fremont,"1,004","2,330","1,374",28,"4,736",77,128,156,1,362,"5,098"
Greene,"1,632","2,337","2,200",43,"6,212",56,82,141,6,285,"6,497"
Grundy,"1,405","3,931","3,130",45,"8,511",51,125,157,4,337,"8,848"
Guthrie,"1,597","2,836","3,006",52,"7,491",57,96,196,2,351,"7,842"
Hamilton,"2,287","3,889","3,472",60,"9,708",91,114,251,2,458,"10,166"
Hancock,"1,377","3,302","2,683",33,"7,395",73,91,179,2,345,"7,740"
Hardin,"2,458","4,612","3,823",70,"10,963",113,184,226,1,524,"11,487"
Harrison,"2,035","3,799","2,615",69,"8,518",42,87,83,1,213,"8,731"
Henry,"2,621","4,987","4,837",68,"12,513",223,248,518,4,993,"13,506"
Howard,"1,618","1,498","2,672",22,"5,810",76,49,180,0,305,"6,115"
Humboldt,"1,175","2,665","2,308",32,"6,180",61,103,161,3,328,"6,508"
Ida,761,"2,172","1,700",25,"4,658",29,57,92,0,178,"4,836"
Iowa,"2,518","4,057","4,842",77,"11,494",117,155,270,5,547,"12,041"
Jackson,"4,766","3,076","6,027",35,"13,904",184,133,360,2,679,"14,583"
Jasper,"7,979","7,472","9,144",127,"24,722",287,241,506,2,"1,036","25,758"
Jefferson,"4,137","3,166","2,943",102,"10,348",279,125,313,10,727,"11,075"
Johnson,"44,465","18,064","31,671",933,"95,133","4,163","1,751","3,826",132,"9,872","105,005"
Jones,"3,031","3,930","6,006",40,"13,007",116,118,326,7,567,"13,574"
Keokuk,"1,749","2,374","2,261",21,"6,405",82,83,133,2,300,"6,705"
Kossuth,"2,933","3,448","4,284",39,"10,704",85,121,235,4,445,"11,149"
Lee,"8,611","4,520","8,158",139,"21,428",460,256,800,21,"1,537","22,965"
Linn,"51,883","37,613","53,459","1,646","144,601","2,191","1,533","2,646",115,"6,485","151,086"
Louisa,"1,631","2,382","2,663",33,"6,709",78,63,161,3,305,"7,014"
Lucas,"1,214","2,287","1,992",22,"5,515",61,92,153,1,307,"5,822"
Lyon,772,"5,688","1,542",18,"8,020",63,156,138,4,361,"8,381"
Madison,"2,591","4,290","3,908",84,"10,873",126,214,315,2,657,"11,530"
Mahaska,"2,386","6,903","4,249",103,"13,641",208,279,448,6,941,"14,582"
Marion,"5,004","9,674","7,644",122,"22,444",301,418,602,10,"1,331","23,775"
Marshall,"7,084","7,196","8,572",173,"23,025",384,319,720,10,"1,433","24,458"
Mills,"1,977","5,147","3,058",113,"10,295",41,53,84,4,182,"10,477"
Mitchell,"1,577","2,502","2,728",29,"6,836",61,57,134,2,254,"7,090"
Monona,"1,562","2,067","2,120",38,"5,787",88,111,204,4,407,"6,194"
Monroe,"1,413","1,733","1,560",20,"4,726",43,58,107,1,209,"4,935"
Montgomery,"1,063","3,471","2,267",34,"6,835",70,151,199,6,426,"7,261"
Muscatine,"7,793","7,820","10,546",168,"26,327",463,405,819,14,"1,701","28,028"
O'Brien,"1,114","5,635","2,417",44,"9,210",96,178,189,4,467,"9,677"
Osceola,450,"2,457","1,106",13,"4,026",19,70,66,1,156,"4,182"
Page,"1,504","4,869","2,914",56,"9,343",130,240,332,5,707,"10,050"
Palo Alto,"1,838","1,891","2,252",29,"6,010",70,48,124,3,245,"6,255"
Plymouth,"2,985","8,310","5,425",98,"16,818",153,324,316,8,801,"17,619"
Pocahontas,917,"2,000","1,833",31,"4,781",77,64,142,3,286,"5,067"
Polk,"116,060","81,542","90,754","3,222","291,578","5,296","3,550","5,154",206,"14,206","305,784"
Pottawattamie,"15,300","21,034","20,084",638,"57,056","1,514","1,428","2,307",91,"5,340","62,396"
Poweshiek,"4,139","3,710","5,054",69,"12,972",255,127,367,6,755,"13,727"
Ringgold,828,"1,480",757,8,"3,073",31,50,50,1,132,"3,205"
Sac,"1,225","3,216","2,388",26,"6,855",57,78,137,1,273,"7,128"
Scott,"35,314","30,820","47,386",922,"114,442","3,331","2,247","4,935",115,"10,628","125,070"
Shelby,"1,712","3,573","2,664",33,"7,982",65,107,142,3,317,"8,299"
Sioux,"1,767","15,371","4,150",73,"21,361",97,350,241,11,699,"22,060"
Story,"20,321","17,380","24,172",858,"62,731","1,951","1,384","2,702",115,"6,152","68,883"
Tama,"2,969","3,300","4,767",53,"11,089",120,95,262,1,478,"11,567"
Taylor,665,"1,856","1,209",24,"3,754",31,43,79,2,155,"3,909"
Union,"1,661","2,693","3,162",46,"7,562",105,118,316,2,541,"8,103"
Van Buren,899,"1,986","1,741",27,"4,653",52,69,113,3,237,"4,890"
Wapello,"7,892","5,340","6,845",105,"20,182",471,277,683,8,"1,439","21,621"
Warren,"9,827","11,564","12,124",247,"33,762",457,533,847,23,"1,860","35,622"
Washington,"3,064","5,770","5,260",121,"14,215",147,226,359,10,742,"14,957"
Wayne,902,"1,447","1,172",20,"3,541",22,52,52,3,129,"3,670"
Webster,"7,459","7,006","9,076",169,"23,710",449,318,775,7,"1,549","25,259"
Winnebago,"1,481","2,735","3,028",35,"7,279",91,118,254,2,465,"7,744"
Winneshiek,"4,215","4,307","5,519",59,"14,100",266,142,438,11,857,"14,957"
Woodbury,"17,654","19,823","19,804",446,"57,727","1,380","1,175","1,856",38,"4,449","62,176"
Worth,"1,329","1,903","2,093",21,"5,346",53,50,105,1,209,"5,555"
Wright,"1,740","3,375","2,554",40,"7,709",88,123,185,2,398,"8,107"
Totals,"619,782","643,447","726,226","15,997","2,005,452","36,970","30,015","55,838","1,398","124,221","2,129,673"
