County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Pocahontas,946,"2,010","1,854",33,"4,843",56,49,113,1,219,"5,062"
Polk,"117,988","82,994","91,395","3,301","295,678","3,918","2,486","3,665",147,"10,216","305,894"
Pottawattamie,"15,574","21,368","20,378",648,"57,968","1,284","1,137","1,954",71,"4,446","62,414"
Poweshiek,"4,205","3,757","5,131",71,"13,164",213,87,288,5,593,"13,757"
Ringgold,844,"1,495",775,8,"3,122",22,41,34,0,97,"3,219"
Sac,"1,243","3,245","2,391",27,"6,906",49,60,123,0,232,"7,138"
Scott,"35,968","31,416","48,132",939,"116,455","2,766","1,784","3,942",91,"8,583","125,038"
Shelby,"1,745","3,617","2,686",33,"8,081",49,69,100,3,221,"8,302"
Sioux,"1,795","15,458","4,205",75,"21,533",69,242,160,8,479,"22,012"
Story,"20,771","17,744","24,643",888,"64,046","1,556","1,060","2,212",83,"4,911","68,957"
Tama,"3,009","3,350","4,828",54,"11,241",96,61,197,0,354,"11,595"
Taylor,678,"1,874","1,225",26,"3,803",23,29,65,1,118,"3,921"
Union,"1,700","2,733","3,209",47,"7,689",80,92,245,1,418,"8,107"
Van Buren,929,"2,021","1,749",26,"4,725",41,47,87,3,178,"4,903"
Wapello,"7,995","5,396","6,894",109,"20,394",411,209,587,5,"1,212","21,606"
Warren,"9,994","11,732","12,264",254,"34,244",338,404,647,13,"1,402","35,646"
Washington,"3,108","5,846","5,269",124,"14,347",116,177,298,5,596,"14,943"
Wayne,909,"1,467","1,197",22,"3,595",20,42,39,1,102,"3,697"
Webster,"7,609","7,156","9,218",174,"24,157",351,208,578,4,"1,141","25,298"
Winnebago,"1,492","2,783","3,061",36,"7,372",80,86,194,1,361,"7,733"
Winneshiek,"4,267","4,365","5,573",63,"14,268",231,112,387,8,738,"15,006"
Woodbury,"17,939","20,089","19,964",449,"58,441","1,166",974,"1,530",33,"3,703","62,144"
Worth,"1,331","1,905","2,083",21,"5,340",53,46,102,1,202,"5,542"
Wright,"1,759","3,416","2,589",41,"7,805",70,96,143,1,310,"8,115"
Totals,"630,018","652,823","735,055","16,382","2,034,278","29,326","22,497","43,778",998,"96,599","2,130,877"
