County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Floyd,"3,150","2,605","4,753",11,"10,519",169,127,313,4,613,"11,132"
Franklin,"1,260","3,115","2,289",5,"6,669",96,108,264,1,469,"7,138"
Fremont,"1,153","1,999","1,622",6,"4,780",185,305,418,1,909,"5,689"
Greene,"1,825","2,124","2,265",8,"6,222",126,134,287,2,549,"6,771"
Grundy,"1,428","4,051","2,979",13,"8,471",71,154,253,4,482,"8,953"
Guthrie,"1,775","2,699","2,824",17,"7,315",133,158,323,1,615,"7,930"
Hamilton,"2,585","3,530","3,764",15,"9,894",208,231,501,1,941,"10,835"
Hancock,"1,486","3,235","2,767",4,"7,492",122,141,261,1,525,"8,017"
Hardin,"2,535","4,634","3,826",15,"11,010",319,275,584,0,"1,178","12,188"
Harrison,"2,092","3,584","2,190",22,"7,888",34,32,37,0,103,"7,991"
Henry,"2,795","5,211","4,837",17,"12,860",336,295,605,2,"1,238","14,098"
Howard,"1,801","1,419","2,536",4,"5,760",117,78,267,0,462,"6,222"
Humboldt,"1,297","2,645","2,391",1,"6,334",122,134,338,1,595,"6,929"
Ida,853,"2,202","1,773",8,"4,836",58,126,202,0,386,"5,222"
Iowa,"2,648","3,840","4,764",10,"11,262",185,209,433,1,828,"12,090"
Jackson,"5,363","2,813","5,512",16,"13,704",380,175,659,2,"1,216","14,920"
Jasper,"8,203","7,066","7,998",29,"23,296","1,016",738,"1,579",4,"3,337","26,633"
Jefferson,"3,363","3,425","3,344",63,"10,195",426,298,755,9,"1,488","11,683"
Johnson,"38,430","18,246","30,842",461,"87,979","8,020","3,607","8,749",111,"20,487","108,466"
Jones,"3,356","3,719","5,833",16,"12,924",191,159,478,0,828,"13,752"
Keokuk,"2,087","2,294","2,297",3,"6,681",158,102,288,1,549,"7,230"
Kossuth,"3,320","3,400","4,217",8,"10,945",173,148,469,1,791,"11,736"
Lee,"9,731","4,018","7,998",41,"21,788",734,337,"1,018",1,"2,090","23,878"
Linn,"49,483","37,859","51,638",484,"139,464","4,941","2,978","5,780",38,"13,737","153,201"
Louisa,"1,694","2,379","2,437",8,"6,518",257,152,488,0,897,"7,415"
Lucas,"1,343","2,213","1,918",3,"5,477",126,134,296,0,556,"6,033"
Lyon,856,"5,390","1,633",3,"7,882",109,224,266,0,599,"8,481"
Madison,"2,746","3,933","3,716",18,"10,413",216,262,464,0,942,"11,355"
Mahaska,"2,974","5,944","4,875",28,"13,821",404,419,786,3,"1,612","15,433"
Marion,"5,294","9,114","7,493",28,"21,929",722,741,"1,228",2,"2,693","24,622"
Marshall,"7,115","7,479","8,979",22,"23,595",735,584,"1,155",2,"2,476","26,071"
Mills,"1,874","4,802","2,966",20,"9,662",210,312,468,1,991,"10,653"
Mitchell,"1,741","2,485","2,687",11,"6,924",111,106,203,0,420,"7,344"
Monona,"1,940","1,849","2,327",6,"6,122",145,142,224,1,512,"6,634"
Monroe,"1,668","1,497","1,527",6,"4,698",97,72,145,2,316,"5,014"
Montgomery,982,"3,756","2,033",5,"6,776",158,293,422,0,873,"7,649"
Muscatine,"7,568","8,017","10,342",38,"25,965",849,773,"1,517",1,"3,140","29,105"
O'Brien,"1,303","5,334","2,668",11,"9,316",167,274,444,0,885,"10,201"
Osceola,503,"2,546","1,068",4,"4,121",62,146,242,0,450,"4,571"
Page,"1,519","4,228","3,266",9,"9,022",248,354,760,4,"1,366","10,388"
Palo Alto,"2,283","1,569","2,126",6,"5,984",199,123,337,0,659,"6,643"
Plymouth,"3,101","7,750","5,439",23,"16,313",317,450,660,3,"1,430","17,743"
Pocahontas,"1,080","1,690","2,235",17,"5,022",101,116,322,0,539,"5,561"
Polk,"101,457","81,490","80,788",903,"264,638","6,046","3,934","6,433",66,"16,479","281,117"
Pottawattamie,"15,560","20,756","18,938",160,"55,414","2,074","1,546","2,819",18,"6,457","61,871"
Poweshiek,"3,576","3,703","5,062",28,"12,369","1,200",162,688,4,"2,054","14,423"
Ringgold,884,"1,476",724,2,"3,086",32,37,60,0,129,"3,215"
Sac,"1,301","3,084","2,512",4,"6,901",134,192,401,0,727,"7,628"
Scott,"34,971","30,613","45,158",292,"111,034","4,978","2,958","7,568",27,"15,531","126,565"
Shelby,"1,794","3,625","2,484",6,"7,909",275,250,628,0,"1,153","9,062"
Sioux,"1,633","14,451","3,921",19,"20,024",129,523,406,2,"1,060","21,084"
Story,"15,915","15,759","20,571",281,"52,526","3,401","2,333","5,099",87,"10,920","63,446"
Tama,"3,245","3,323","4,587",10,"11,165",248,176,601,0,"1,025","12,190"
Taylor,727,"1,861","1,187",6,"3,781",94,125,273,1,493,"4,274"
Union,"1,699","2,778","3,119",11,"7,607",90,97,225,0,412,"8,019"
Van Buren,"1,004","2,158","1,517",10,"4,689",84,144,228,0,456,"5,145"
Wapello,"8,990","5,053","6,916",31,"20,990",778,400,893,4,"2,075","23,065"
Warren,"9,453","10,745","10,825",51,"31,074",697,651,"1,150",6,"2,504","33,578"
Washington,"2,924","5,642","5,107",41,"13,714",215,274,519,4,"1,012","14,726"
Wayne,973,"1,350","1,123",3,"3,449",96,95,154,0,345,"3,794"
Webster,"8,505","6,440","8,293",34,"23,272",772,531,"1,180",5,"2,488","25,760"
Winnebago,"1,527","2,942","2,749",5,"7,223",161,150,344,0,655,"7,878"
Winneshiek,"3,523","4,366","5,173",20,"13,082",843,306,910,7,"2,066","15,148"
Woodbury,"18,217","18,895","18,570",130,"55,812","1,964","1,401","2,503",12,"5,880","61,692"
Worth,"1,476","1,719","1,998",3,"5,196",137,91,252,1,481,"5,677"
Wright,"1,879","3,478","2,632",11,"8,000",139,196,322,0,657,"8,657"
Totals,"603,376","620,446","698,359","4,604","1,926,785","62,131","43,828","93,634",534,"200,127","2,126,912"
