County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Fremont,"1,015","2,732","1,122",34,"4,903",90,145,180,6,421,"5,324"
Greene,"1,687","2,614","2,079",41,"6,421",54,79,159,5,297,"6,718"
Grundy,"1,718","4,382","2,671",50,"8,821",50,125,142,3,320,"9,141"
Guthrie,"1,782","3,188","2,833",55,"7,858",61,100,189,4,354,"8,212"
Hamilton,"2,483","4,477","2,925",61,"9,946",89,120,246,2,457,"10,403"
Hancock,"1,554","3,709","2,376",46,"7,685",68,93,172,3,336,"8,021"
Hardin,"2,756","5,173","3,453",74,"11,456",135,167,257,4,563,"12,019"
Harrison,"2,108","4,798","2,428",83,"9,417",30,66,61,3,160,"9,577"
Henry,"2,980","5,494","4,392",94,"12,960",214,278,543,8,"1,043","14,003"
Howard,"1,670","1,817","2,588",35,"6,110",83,67,189,1,340,"6,450"
Humboldt,"1,222","2,991","2,207",35,"6,455",58,91,145,3,297,"6,752"
Ida,828,"2,440","1,588",23,"4,879",28,56,85,2,171,"5,050"
Iowa,"2,796","4,890","4,208",93,"11,987",128,160,259,4,551,"12,538"
Jackson,"5,121","4,220","4,921",54,"14,316",177,114,377,2,670,"14,986"
Jasper,"8,375","8,749","8,623",160,"25,907",258,234,470,2,964,"26,871"
Jefferson,"4,539","3,617","2,851",101,"11,108",301,122,326,11,760,"11,868"
Johnson,"52,582","18,539","28,688",925,"100,734","6,324","2,753","5,923",209,"15,209","115,943"
Jones,"3,381","4,749","5,447",62,"13,639",105,122,317,4,548,"14,187"
Keokuk,"1,668","2,847","2,173",31,"6,719",70,71,138,1,280,"6,999"
Kossuth,"2,675","4,770","3,499",36,"10,980",97,143,281,4,525,"11,505"
Lee,"8,585","6,022","7,466",176,"22,249",522,292,940,21,"1,775","24,024"
Linn,"60,850","42,341","49,936","1,743","154,870","2,616","1,813","3,141",134,"7,704","162,574"
Louisa,"1,760","2,836","2,431",36,"7,063",75,67,183,2,327,"7,390"
Lucas,"1,267","2,584","1,860",36,"5,747",67,94,145,2,308,"6,055"
Lyon,815,"6,292","1,232",22,"8,361",64,153,134,4,355,"8,716"
Madison,"2,861","4,964","3,729",89,"11,643",143,232,307,6,688,"12,331"
Mahaska,"2,710","7,225","4,170",110,"14,215",224,270,453,7,954,"15,169"
Marion,"5,472","10,742","7,117",161,"23,492",339,475,663,10,"1,487","24,979"
Marshall,"8,064","8,011","7,595",177,"23,847",407,348,766,13,"1,534","25,381"
Mills,"2,107","5,680","2,749",126,"10,662",79,136,143,7,365,"11,027"
Mitchell,"1,751","2,773","2,575",50,"7,149",87,92,172,3,354,"7,503"
Monona,"1,567","2,520","1,827",44,"5,958",105,115,207,7,434,"6,392"
Monroe,"1,367","2,177","1,482",35,"5,061",50,62,127,3,242,"5,303"
Montgomery,"1,251","3,788","2,023",48,"7,110",78,150,210,5,443,"7,553"
Muscatine,"8,815","8,980","9,892",254,"27,941",470,397,876,17,"1,760","29,701"
O'Brien,"1,313","5,947","2,192",59,"9,511",98,192,193,5,488,"9,999"
Osceola,503,"2,607","1,051",16,"4,177",24,63,83,1,171,"4,348"
Page,"1,780","5,301","2,503",69,"9,653",149,299,439,5,892,"10,545"
Palo Alto,"1,857","2,352","1,955",33,"6,197",77,58,148,2,285,"6,482"
Plymouth,"3,212","9,168","5,049",108,"17,537",150,300,334,10,794,"18,331"
Pocahontas,907,"2,393","1,535",39,"4,874",68,65,161,2,296,"5,170"
Polk,"135,478","88,596","89,587","3,417","317,078","6,530","3,974","6,080",259,"16,843","333,921"
Pottawattamie,"17,443","23,993","18,819",750,"61,005","1,640","1,553","2,529",102,"5,824","66,829"
Poweshiek,"4,603","4,113","4,745",75,"13,536",559,123,412,9,"1,103","14,639"
Ringgold,609,"2,029",594,13,"3,245",23,49,54,0,126,"3,371"
Sac,"1,236","3,640","2,036",24,"6,936",59,91,155,1,306,"7,242"
Scott,"41,731","34,322","44,238","1,151","121,442","4,021","2,619","5,871",147,"12,658","134,100"
Shelby,"1,829","4,054","2,403",46,"8,332",94,135,181,6,416,"8,748"
Sioux,"2,139","16,234","3,991",96,"22,460",123,505,274,12,914,"23,374"
Story,"24,523","18,271","22,970",872,"66,636","2,356","1,579","3,135",140,"7,210","73,846"
Tama,"3,221","3,767","4,334",73,"11,395",117,93,279,2,491,"11,886"
Taylor,666,"2,163","1,157",31,"4,017",32,52,85,2,171,"4,188"
Union,"1,727","3,428","2,760",47,"7,962",109,119,341,2,571,"8,533"
Van Buren,872,"2,515","1,415",29,"4,831",55,73,106,5,239,"5,070"
Wapello,"7,666","6,343","6,757",149,"20,915",516,273,755,8,"1,552","22,467"
Warren,"11,162","13,745","11,438",301,"36,646",478,558,833,27,"1,896","38,542"
Washington,"3,630","6,117","5,046",118,"14,911",169,241,376,18,804,"15,715"
Wayne,889,"1,742","1,153",22,"3,806",29,59,75,2,165,"3,971"
Webster,"7,729","8,058","8,361",207,"24,355",532,391,905,11,"1,839","26,194"
Winnebago,"1,803","3,044","2,702",51,"7,600",105,138,312,2,557,"8,157"
Winneshiek,"4,900","4,823","4,828",72,"14,623",414,186,605,11,"1,216","15,839"
Woodbury,"19,230","23,212","18,101",472,"61,015","1,614","1,346","2,207",55,"5,222","66,237"
Worth,"1,426","2,075","1,923",27,"5,451",71,71,174,1,317,"5,768"
Wright,"1,891","3,626","2,383",43,"7,943",86,128,185,2,401,"8,344"
Totals,"701,737","728,039","675,384","18,057","2,123,217","44,054","33,634","63,710","1,707","143,105","2,266,322"
