County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Jefferson,"3,361","3,414","3,344",65,"10,184",421,295,754,9,"1,479","11,663"
Johnson,"38,683","18,322","31,300",502,"88,807","7,968","3,583","8,699",109,"20,359","109,166"
Jones,"3,337","3,699","5,834",16,"12,886",189,158,476,0,823,"13,709"
Keokuk,"2,082","2,294","2,305",3,"6,684",158,102,285,1,546,"7,230"
Kossuth,"3,312","3,389","4,231",9,"10,941",171,147,469,1,788,"11,729"
Lee,"9,710","4,014","8,035",42,"21,801",721,332,"1,011",1,"2,065","23,866"
Linn,"44,961","35,543","47,040",434,"127,978","9,282","5,257","10,657",109,"25,305","153,283"
Louisa,"1,690","2,379","2,448",8,"6,525",254,145,487,0,886,"7,411"
Lucas,"1,344","2,219","1,930",3,"5,496",126,133,293,0,552,"6,048"
Lyon,858,"5,399","1,652",3,"7,912",109,221,261,0,591,"8,503"
Madison,"2,746","3,933","3,737",19,"10,435",214,259,463,0,936,"11,371"
Mahaska,"2,959","5,928","4,877",30,"13,794",403,413,784,3,"1,603","15,397"
Marion,"5,301","9,123","7,525",30,"21,979",718,736,"1,225",2,"2,681","24,660"
Marshall,"7,108","7,480","9,016",23,"23,627",730,576,"1,145",2,"2,453","26,080"
Mills,"1,876","4,816","2,999",21,"9,712",207,308,467,1,983,"10,695"
Mitchell,"1,743","2,466","2,692",11,"6,912",111,105,202,0,418,"7,330"
Monona,"1,940","1,856","2,330",6,"6,132",144,142,223,1,510,"6,642"
Monroe,"1,655","1,496","1,532",6,"4,689",97,71,144,2,314,"5,003"
Montgomery,987,"3,744","2,049",5,"6,785",157,291,418,0,866,"7,651"
Muscatine,"7,583","8,044","10,426",39,"26,092",842,767,"1,508",1,"3,118","29,210"
O'Brien,"1,299","5,328","2,673",11,"9,311",167,274,444,0,885,"10,196"
Osceola,503,"2,539","1,069",4,"4,115",61,145,241,0,447,"4,562"
Page,"1,518","4,231","3,288",11,"9,048",245,355,755,4,"1,359","10,407"
Palo Alto,"2,276","1,574","2,136",6,"5,992",196,123,332,0,651,"6,643"
Plymouth,"3,097","7,750","5,446",24,"16,317",313,445,653,3,"1,414","17,731"
Pocahontas,"1,069","1,686","2,234",17,"5,006",98,116,322,0,536,"5,542"
Polk,"101,677","81,541","82,049",991,"266,258","5,906","3,883","6,325",69,"16,183","282,441"
Pottawattamie,"15,525","20,752","19,036",167,"55,480","2,067","1,540","2,800",18,"6,425","61,905"
Poweshiek,"3,619","3,695","5,111",31,"12,456","1,196",158,683,4,"2,041","14,497"
Ringgold,873,"1,475",726,2,"3,076",32,37,59,0,128,"3,204"
Sac,"1,304","3,082","2,514",4,"6,904",132,192,399,0,723,"7,627"
Scott,"34,920","30,600","45,242",315,"111,077","5,066","3,001","7,664",29,"15,760","126,837"
Shelby,"1,792","3,580","2,556",6,"7,934",275,248,624,0,"1,147","9,081"
Sioux,"1,629","14,434","3,935",20,"20,018",129,516,412,2,"1,059","21,077"
Story,"15,846","15,697","20,773",296,"52,612","3,434","2,356","5,170",91,"11,051","63,663"
Tama,"3,235","3,310","4,590",10,"11,145",245,173,595,0,"1,013","12,158"
Taylor,727,"1,855","1,193",7,"3,782",95,124,272,1,492,"4,274"
Union,"1,685","2,761","3,133",12,"7,591",89,96,224,0,409,"8,000"
Van Buren,997,"2,151","1,518",10,"4,676",81,142,226,0,449,"5,125"
Wapello,"8,966","5,055","6,943",34,"20,998",769,398,886,4,"2,057","23,055"
Warren,"9,446","10,742","10,866",55,"31,109",691,648,"1,151",6,"2,496","33,605"
Washington,"2,930","5,641","5,119",41,"13,731",212,268,516,4,"1,000","14,731"
Wayne,968,"1,352","1,122",3,"3,445",96,94,152,0,342,"3,787"
Webster,"8,474","6,439","8,331",34,"23,278",770,525,"1,177",5,"2,477","25,755"
Winnebago,"1,527","2,925","2,756",5,"7,213",161,149,341,0,651,"7,864"
Winneshiek,"3,524","4,367","5,192",20,"13,103",839,304,907,7,"2,057","15,160"
Woodbury,"18,199","18,868","18,640",133,"55,840","1,956","1,390","2,505",12,"5,863","61,703"
Worth,"1,473","1,720","2,007",3,"5,203",135,89,249,1,474,"5,677"
Wright,"1,864","3,453","2,631",12,"7,960",138,192,321,0,651,"8,611"
Totals,"598,623","617,751","697,799","4,795","1,918,968","66,196","45,864","98,262",618,"210,940","2,129,908"
