County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Tama,"3,013","3,379",27,"4,738",7,"11,164",148,84,1,307,0,540,"11,704"
Taylor,667,"1,879",20,"1,240",0,"3,806",27,50,1,70,0,148,"3,954"
Union,"1,641","2,700",21,"3,263",5,"7,630",90,113,0,300,0,503,"8,133"
Van Buren,948,"2,063",11,"1,611",9,"4,642",47,58,4,109,1,219,"4,861"
Wapello,"8,023","5,399",63,"6,864",37,"20,386",572,267,3,802,0,"1,644","22,030"
Warren,"9,451","11,570",145,"11,700",23,"32,889",469,525,7,857,3,"1,861","34,750"
Washington,"2,923","6,094",69,"5,038",28,"14,152",138,189,4,370,1,702,"14,854"
Wayne,907,"1,438",10,"1,235",2,"3,592",31,49,1,57,0,138,"3,730"
Webster,"7,619","6,807",82,"8,595",45,"23,148",501,314,3,835,1,"1,654","24,802"
Winnebago,"1,482","2,812",20,"2,935",7,"7,256",139,116,1,277,0,533,"7,789"
Winneshiek,"3,938","4,394",28,"5,224",21,"13,605",275,134,3,443,3,858,"14,463"
Woodbury,"17,503","20,163",216,"19,106",79,"57,067","1,445","1,101",21,"1,910",8,"4,485","61,552"
Worth,"1,322","1,957",5,"2,032",1,"5,317",104,77,2,217,0,400,"5,717"
Wright,"1,792","3,388",23,"2,636",7,"7,846",103,119,2,214,1,439,"8,285"
Totals,"606,133","653,582","9,341","710,085","2,920","1,982,061","42,967","30,883",795,"63,942",277,"138,864","2,120,925"
