County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Clayton,"3,217","3,489",40,"4,649",4,"11,399",181,157,0,307,2,647,"12,046"
Clinton,"9,375","7,483",77,"13,734",38,"30,707",701,371,9,"1,186",8,"2,275","32,982"
Crawford,"2,423","3,230",19,"3,736",9,"9,417",152,159,2,300,0,613,"10,030"
Dallas,"12,349","19,186",305,"21,813",54,"53,707","1,017","1,569",33,"2,300",5,"4,924","58,631"
Davis,"1,604","1,714",8,"1,458",3,"4,787",86,91,1,148,2,328,"5,115"
Decatur,"1,269","1,715",23,"1,379",8,"4,394",161,114,3,192,1,471,"4,865"
Delaware,"2,233","4,313",24,"4,717",9,"11,296",111,110,2,242,1,466,"11,762"
Des Moines,"10,063","6,530",110,"8,961",36,"25,700",844,418,13,"1,067",5,"2,347","28,047"
Dickinson,"2,328","5,469",52,"4,688",7,"12,544",173,281,3,421,3,881,"13,425"
Dubuque,"24,670","15,982",288,"22,529",85,"63,554","1,691","1,007",31,"2,024",19,"4,772","68,326"
Emmet,"1,684","1,796",11,"2,737",2,"6,230",113,121,1,312,1,548,"6,778"
Fayette,"3,236","3,992",36,"4,281",12,"11,557",177,119,2,275,2,575,"12,132"
Floyd,"2,818","2,650",27,"4,759",10,"10,264",240,138,6,422,1,807,"11,071"
Franklin,"1,130","3,043",14,"2,089",3,"6,279",76,105,0,186,1,368,"6,647"
Fremont,969,"2,189",11,"1,456",7,"4,632",90,123,0,180,0,393,"5,025"
Greene,"1,567","2,381",24,"2,258",5,"6,235",74,102,5,184,1,366,"6,601"
Grundy,"1,348","3,957",20,"3,177",6,"8,508",62,150,3,222,2,439,"8,947"
Guthrie,"1,588","2,738",35,"3,122",3,"7,486",63,97,1,192,0,353,"7,839"
Hamilton,"2,208","3,878",33,"3,516",11,"9,646",128,138,2,312,0,580,"10,226"
Hancock,"1,377","3,250",11,"2,762",9,"7,409",76,100,3,248,0,427,"7,836"
Hardin,"2,408","4,554",46,"3,913",11,"10,932",145,221,3,309,1,679,"11,611"
Harrison,"2,010","3,682",36,"2,634",13,"8,375",43,84,1,104,1,233,"8,608"
Henry,"2,515","4,919",47,"4,875",9,"12,365",293,304,3,660,1,"1,261","13,626"
Howard,"1,642","1,424",14,"2,675",1,"5,756",96,66,0,227,0,389,"6,145"
Humboldt,"1,149","2,608",15,"2,429",3,"6,204",71,106,2,202,0,381,"6,585"
Ida,747,"2,183",15,"1,699",3,"4,647",41,74,0,120,0,235,"4,882"
Iowa,"2,481","3,863",45,"4,929",8,"11,326",129,180,0,329,0,638,"11,964"
Jackson,"4,711","3,092",25,"5,852",7,"13,687",240,148,2,482,1,873,"14,560"
Jasper,"7,932","7,269",64,"8,944",21,"24,230",391,313,2,658,1,"1,365","25,595"
Jefferson,"3,801","3,223",44,"3,015",43,"10,126",328,159,9,401,10,907,"11,033"
Johnson,"40,840","18,023",618,"29,749",208,"89,438","7,002","3,206",132,"7,435",61,"17,836","107,274"
Jones,"2,993","3,739",21,"6,106",7,"12,866",132,127,6,408,1,674,"13,540"
Keokuk,"1,764","2,351",12,"2,251",5,"6,383",124,102,0,199,0,425,"6,808"
Kossuth,"2,871","3,452",24,"4,366",9,"10,722",146,156,1,345,0,648,"11,370"
Lee,"8,726","4,368",89,"8,143",22,"21,348",623,316,12,"1,041",3,"1,995","23,343"
Linn,"48,901","37,795","1,081","52,335",322,"140,434","3,552","2,137",103,"4,335",32,"10,159","150,593"
Louisa,"1,579","2,415",15,"2,679",5,"6,693",104,106,1,239,1,451,"7,144"
Lucas,"1,202","2,267",12,"1,989",3,"5,473",74,118,2,206,1,401,"5,874"
Lyon,810,"5,435",12,"1,676",1,"7,934",95,215,2,194,1,507,"8,441"
Madison,"2,540","4,220",39,"3,844",9,"10,652",149,255,4,366,0,774,"11,426"
Mahaska,"2,361","6,726",68,"4,362",14,"13,531",299,323,6,533,1,"1,162","14,693"
Marion,"5,022","9,267",74,"7,782",18,"22,163",333,514,8,716,1,"1,572","23,735"
Marshall,"6,714","7,220",70,"8,807",24,"22,835",516,370,8,855,1,"1,750","24,585"
Mills,"1,873","4,914",67,"2,996",19,"9,869",93,135,4,144,2,378,"10,247"
Mitchell,"1,584","2,500",10,"2,753",5,"6,852",77,84,1,179,0,341,"7,193"
Monona,"1,608","2,028",15,"2,218",7,"5,876",73,84,2,142,1,302,"6,178"
Monroe,"1,439","1,653",12,"1,572",0,"4,676",82,80,1,130,1,294,"4,970"
Montgomery,989,"3,509",14,"2,251",5,"6,768",69,162,4,226,1,462,"7,230"
Muscatine,"7,631","7,885",90,"10,391",40,"26,037",621,460,10,"1,112",3,"2,206","28,243"
O'Brien,"1,120","5,657",26,"2,419",9,"9,231",106,198,5,225,1,535,"9,766"
Osceola,445,"2,472",4,"1,117",5,"4,043",24,74,0,86,1,185,"4,228"
Page,"1,412","4,987",25,"2,847",10,"9,281",136,254,7,372,0,769,"10,050"
Palo Alto,"1,898","1,756",16,"2,333",5,"6,008",86,50,0,142,0,278,"6,286"
Plymouth,"2,952","8,282",59,"5,366",24,"16,683",164,339,5,362,1,871,"17,554"
Pocahontas,892,"1,994",16,"1,861",4,"4,767",74,69,3,182,0,328,"5,095"
Polk,"106,940","82,350","2,082","88,414",519,"280,305","7,916","5,102",221,"7,968",61,"21,268","301,573"
Pottawattamie,"14,790","20,642",412,"19,726",120,"55,690","2,462","2,194",63,"3,766",21,"8,506","64,196"
Poweshiek,"3,941","3,675",45,"4,888",12,"12,561",722,161,9,700,4,"1,596","14,157"
Ringgold,790,"1,466",5,765,0,"3,026",48,68,0,73,0,189,"3,215"
Sac,"1,211","3,111",18,"2,438",6,"6,784",73,102,0,208,0,383,"7,167"
Scott,"34,079","30,874",631,"46,886",186,"112,656","3,928","2,706",92,"5,774",26,"12,526","125,182"
Shelby,"1,670","3,528",18,"2,658",3,"7,877",78,119,5,170,0,372,"8,249"
Sioux,"1,667","15,292",44,"4,100",16,"21,119",132,488,8,340,3,971,"22,090"
Story,"18,165","17,257",540,"22,831",156,"58,949","2,585","1,814",106,"3,686",30,"8,221","67,170"
Tama,"2,906","3,306",28,"4,802",9,"11,051",163,99,1,363,0,626,"11,677"
Taylor,637,"1,838",21,"1,221",0,"3,717",35,67,2,94,0,198,"3,915"
Union,"1,588","2,631",23,"3,287",6,"7,535",105,151,1,352,1,610,"8,145"
Van Buren,919,"1,991",16,"1,677",10,"4,613",54,73,4,134,0,265,"4,878"
Wapello,"7,781","5,236",65,"6,882",37,"20,001",637,351,7,931,0,"1,926","21,927"
Warren,"9,192","11,336",153,"11,843",25,"32,549",589,666,16,"1,055",3,"2,329","34,878"
Washington,"2,861","5,928",71,"5,114",26,"14,000",172,270,6,455,1,904,"14,904"
Wayne,871,"1,394",9,"1,224",1,"3,499",35,66,1,75,1,178,"3,677"
Webster,"7,555","6,905",97,"9,404",46,"24,007",490,305,3,812,2,"1,612","25,619"
Winnebago,"1,438","2,753",22,"2,978",7,"7,198",156,142,1,326,0,625,"7,823"
Winneshiek,"3,949","4,333",33,"5,319",23,"13,657",317,156,4,515,4,996,"14,653"
Woodbury,"17,068","19,734",222,"19,358",73,"56,455","1,656","1,313",29,"2,225",12,"5,235","61,690"
Worth,"1,279","1,915",6,"2,014",1,"5,215",122,99,2,253,0,476,"5,691"
Wright,"1,735","3,305",25,"2,628",8,"7,701",128,152,2,254,1,537,"8,238"
Totals,"590,036","638,566","9,669","718,875","2,862","1,960,008","51,138","38,699","1,176","75,713",392,"167,118","2,127,126"
