County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Des Moines,"10,060","6,638","9,008",176,"25,882",641,327,843,21,"1,832","27,714"
Dickinson,"2,387","5,818","4,429",76,"12,710",155,251,417,7,830,"13,540"
Dubuque,"25,563","16,041","22,520",502,"64,626","1,433",892,"1,833",38,"4,196","68,822"
Emmet,"1,675","1,852","2,687",27,"6,241",84,105,233,2,424,"6,665"
Fayette,"3,323","3,979","4,364",60,"11,726",168,107,246,5,526,"12,252"
Floyd,"2,764","2,655","4,755",43,"10,217",212,130,393,7,742,"10,959"
Franklin,"1,187","2,958","2,132",31,"6,308",47,89,133,0,269,"6,577"
Fremont,"1,000","2,326","1,370",27,"4,723",81,126,162,2,371,"5,094"
Greene,"1,626","2,330","2,204",44,"6,204",55,80,139,6,280,"6,484"
Grundy,"1,403","3,932","3,132",45,"8,512",51,125,157,4,337,"8,849"
Guthrie,"1,588","2,832","3,023",53,"7,496",57,96,190,2,345,"7,841"
Hamilton,"2,283","3,878","3,467",58,"9,686",96,113,260,2,471,"10,157"
Hancock,"1,374","3,290","2,670",35,"7,369",76,92,190,2,360,"7,729"
Hardin,"2,438","4,599","3,818",69,"10,924",130,191,238,2,561,"11,485"
Harrison,"2,035","3,809","2,644",73,"8,561",38,74,76,1,189,"8,750"
Henry,"2,599","4,970","4,816",70,"12,455",245,269,559,4,"1,077","13,532"
Howard,"1,598","1,489","2,649",23,"5,759",81,54,206,0,341,"6,100"
Humboldt,"1,172","2,663","2,310",33,"6,178",63,94,165,3,325,"6,503"
Ida,754,"2,168","1,692",25,"4,639",30,57,100,1,188,"4,827"
Iowa,"2,507","4,046","4,828",77,"11,458",123,160,283,5,571,"12,029"
Jackson,"4,754","3,077","6,033",35,"13,899",192,136,382,2,712,"14,611"
Jasper,"7,978","7,478","9,185",125,"24,766",281,232,501,3,"1,017","25,783"
Jefferson,"4,102","3,158","2,927",100,"10,287",303,128,336,10,777,"11,064"
Johnson,"44,243","17,926","31,575",922,"94,666","4,306","1,845","3,984",142,"10,277","104,943"
Jones,"3,011","3,911","5,991",40,"12,953",122,121,353,7,603,"13,556"
Keokuk,"1,742","2,369","2,250",21,"6,382",84,84,145,2,315,"6,697"
Kossuth,"2,922","3,446","4,291",39,"10,698",86,124,241,4,455,"11,153"
Lee,"8,547","4,512","8,091",142,"21,292",511,269,895,22,"1,697","22,989"
Linn,"51,657","37,545","53,500","1,651","144,353","2,324","1,570","2,793",116,"6,803","151,156"
Louisa,"1,621","2,383","2,660",33,"6,697",79,67,173,3,322,"7,019"
Lucas,"1,216","2,292","2,001",22,"5,531",61,88,148,1,298,"5,829"
Lyon,768,"5,672","1,539",18,"7,997",66,154,138,4,362,"8,359"
Madison,"2,579","4,273","3,875",84,"10,811",134,225,339,2,700,"11,511"
Mahaska,"2,388","6,899","4,266",102,"13,655",203,270,445,6,924,"14,579"
Marion,"4,997","9,674","7,678",122,"22,471",291,402,574,9,"1,276","23,747"
Marshall,"7,080","7,190","8,601",175,"23,046",379,314,706,10,"1,409","24,455"
Mills,"1,974","5,139","3,054",115,"10,282",41,55,84,3,183,"10,465"
Mitchell,"1,577","2,495","2,725",30,"6,827",58,53,129,2,242,"7,069"
Monona,"1,558","2,064","2,116",38,"5,776",89,114,210,4,417,"6,193"
Monroe,"1,411","1,733","1,562",20,"4,726",41,58,107,1,207,"4,933"
Montgomery,"1,055","3,463","2,249",34,"6,801",74,143,216,5,438,"7,239"
Muscatine,"7,798","7,822","10,595",168,"26,383",445,377,791,14,"1,627","28,010"
O'Brien,"1,116","5,637","2,427",45,"9,225",95,175,185,4,459,"9,684"
Osceola,447,"2,452","1,090",13,"4,002",21,69,79,1,170,"4,172"
Page,"1,498","4,862","2,925",58,"9,343",133,234,339,5,711,"10,054"
Palo Alto,"1,820","1,882","2,221",29,"5,952",82,55,150,1,288,"6,240"
Plymouth,"2,976","8,297","5,406",95,"16,774",154,319,328,10,811,"17,585"
Pocahontas,905,"1,988","1,826",31,"4,750",81,65,155,2,303,"5,053"
Polk,"115,338","81,238","90,861","3,193","290,630","5,783","3,653","5,563",228,"15,227","305,857"
Pottawattamie,"15,298","21,067","20,160",651,"57,176","1,511","1,412","2,301",91,"5,315","62,491"
Poweshiek,"4,134","3,716","5,079",68,"12,997",248,123,351,6,728,"13,725"
Ringgold,824,"1,478",748,7,"3,057",33,47,59,1,140,"3,197"
Sac,"1,214","3,203","2,356",24,"6,797",65,89,170,2,326,"7,123"
Scott,"35,242","30,783","47,531",918,"114,474","3,345","2,209","4,957",112,"10,623","125,097"
Shelby,"1,693","3,543","2,634",33,"7,903",80,127,174,3,384,"8,287"
Sioux,"1,762","15,307","4,149",70,"21,288",99,414,248,12,773,"22,061"
Story,"20,307","17,368","24,257",861,"62,793","1,921","1,357","2,663",117,"6,058","68,851"
Tama,"2,955","3,292","4,744",55,"11,046",129,97,289,1,516,"11,562"
Taylor,658,"1,840","1,201",24,"3,723",35,51,90,2,178,"3,901"
Union,"1,660","2,694","3,163",46,"7,563",104,114,309,2,529,"8,092"
Van Buren,887,"1,976","1,738",27,"4,628",60,79,119,3,261,"4,889"
Wapello,"7,793","5,312","6,755",104,"19,964",555,296,773,9,"1,633","21,597"
Warren,"9,760","11,533","12,099",249,"33,641",495,551,899,23,"1,968","35,609"
Washington,"3,047","5,747","5,251",114,"14,159",164,233,391,15,803,"14,962"
Wayne,894,"1,441","1,164",20,"3,519",27,51,59,3,140,"3,659"
Webster,"7,349","6,971","8,978",169,"23,467",531,350,899,7,"1,787","25,254"
Winnebago,"1,472","2,729","3,017",34,"7,252",91,112,267,3,473,"7,725"
Winneshiek,"4,210","4,304","5,529",59,"14,102",262,139,433,11,845,"14,947"
Woodbury,"17,542","19,777","19,748",444,"57,511","1,445","1,196","1,987",42,"4,670","62,181"
Worth,"1,322","1,899","2,086",20,"5,327",56,53,114,1,224,"5,551"
Wright,"1,733","3,357","2,527",40,"7,657",96,135,205,2,438,"8,095"
Totals,"616,811","642,064","725,664","15,958","2,000,497","38,583","30,438","58,228","1,455","128,704","2,129,201"
