County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Hardin,"2,545","4,628","3,975",16,"11,164",302,244,561,0,"1,107","12,271"
Harrison,"2,110","3,607","2,326",30,"8,073",32,30,35,0,97,"8,170"
Henry,"2,778","5,159","4,969",22,"12,928",330,274,574,2,"1,180","14,108"
Howard,"1,781","1,427","2,625",4,"5,837",110,65,260,0,435,"6,272"
Humboldt,"1,284","2,627","2,435",4,"6,350",113,120,325,1,559,"6,909"
Ida,857,"2,186","1,803",10,"4,856",55,110,194,0,359,"5,215"
Iowa,"2,642","3,843","4,957",23,"11,465",164,194,410,1,769,"12,234"
Jackson,"5,347","2,825","5,673",19,"13,864",358,164,627,2,"1,151","15,015"
Jasper,"8,228","7,179","8,421",38,"23,866",890,627,"1,458",2,"2,977","26,843"
Jefferson,"3,433","3,434","3,437",77,"10,381",396,266,719,8,"1,389","11,770"
Johnson,"39,203","18,440","32,958",587,"91,188","7,783","3,567","8,746",111,"20,207","111,395"
Jones,"3,317","3,709","5,954",17,"12,997",182,144,444,0,770,"13,767"
Keokuk,"2,050","2,271","2,343",5,"6,669",159,91,276,1,527,"7,196"
Kossuth,"3,285","3,393","4,318",10,"11,006",159,140,449,1,749,"11,755"
Lee,"9,602","4,079","8,228",47,"21,956",685,311,971,1,"1,968","23,924"
Linn,"46,511","36,681","49,876",612,"133,680","7,610","4,076","8,987",90,"20,763","154,443"
Louisa,"1,674","2,383","2,508",10,"6,575",244,139,473,0,856,"7,431"
Lucas,"1,340","2,216","2,020",7,"5,583",114,119,273,0,506,"6,089"
Lyon,856,"5,406","1,685",4,"7,951",106,198,250,0,554,"8,505"
Madison,"2,767","3,988","3,807",21,"10,583",204,228,430,0,862,"11,445"
Mahaska,"2,971","5,967","4,965",45,"13,948",376,379,742,3,"1,500","15,448"
Marion,"5,252","9,183","7,763",41,"22,239",687,689,"1,171",2,"2,549","24,788"
Marshall,"7,111","7,468","9,203",33,"23,815",691,550,"1,114",2,"2,357","26,172"
Mills,"1,912","4,848","3,074",26,"9,860",191,280,448,1,920,"10,780"
Mitchell,"1,755","2,455","2,747",10,"6,967",108,97,191,0,396,"7,363"
Monona,"1,941","1,872","2,400",6,"6,219",128,135,214,1,478,"6,697"
Monroe,"1,658","1,529","1,586",7,"4,780",93,66,139,2,300,"5,080"
Montgomery,"1,002","3,751","2,124",6,"6,883",148,270,400,0,818,"7,701"
Muscatine,"7,587","8,029","10,546",47,"26,209",810,745,"1,454",0,"3,009","29,218"
O'Brien,"1,296","5,339","2,697",13,"9,345",155,257,432,0,844,"10,189"
Osceola,499,"2,535","1,096",4,"4,134",57,135,230,0,422,"4,556"
Page,"1,532","4,256","3,396",12,"9,196",226,324,719,4,"1,273","10,469"
Palo Alto,"2,245","1,621","2,184",9,"6,059",176,107,316,0,599,"6,658"
Plymouth,"3,136","7,779","5,520",29,"16,464",288,406,631,3,"1,328","17,792"
Pocahontas,"1,068","1,684","2,253",16,"5,021",94,109,314,0,517,"5,538"
Polk,"103,269","82,669","85,209","1,288","272,435","5,432","3,439","5,965",65,"14,901","287,336"
Pottawattamie,"15,559","20,780","19,469",197,"56,005","1,996","1,470","2,701",17,"6,184","62,189"
Poweshiek,"3,745","3,688","5,313",44,"12,790","1,174",145,656,4,"1,979","14,769"
Ringgold,861,"1,476",755,2,"3,094",27,35,51,0,113,"3,207"
Sac,"1,306","3,091","2,559",5,"6,961",123,174,380,0,677,"7,638"
Scott,"35,249","30,877","46,281",440,"112,847","4,877","2,843","7,397",28,"15,145","127,992"
Shelby,"1,794","3,602","2,628",9,"8,033",261,231,588,0,"1,080","9,113"
Sioux,"1,661","14,579","4,038",25,"20,303",121,465,398,2,986,"21,289"
Story,"16,085","16,224","22,611",355,"55,275","3,233","2,146","4,953",88,"10,420","65,695"
Tama,"3,205","3,309","4,703",17,"11,234",234,157,580,0,971,"12,205"
Taylor,725,"1,856","1,244",7,"3,832",92,115,261,1,469,"4,301"
Union,"1,685","2,768","3,183",11,"7,647",85,83,202,0,370,"8,017"
Van Buren,"1,000","2,143","1,561",14,"4,718",81,130,212,0,423,"5,141"
Wapello,"8,909","5,092","7,118",41,"21,160",725,362,831,4,"1,922","23,082"
Warren,"9,511","10,926","11,207",64,"31,708",631,594,"1,083",7,"2,315","34,023"
Washington,"2,945","5,662","5,275",45,"13,927",199,242,498,4,943,"14,870"
Wayne,973,"1,366","1,181",3,"3,523",82,87,143,0,312,"3,835"
Webster,"8,418","6,477","8,544",49,"23,488",732,495,"1,134",5,"2,366","25,854"
Winnebago,"1,534","2,910","2,841",7,"7,292",150,138,326,0,614,"7,906"
Winneshiek,"3,570","4,365","5,390",24,"13,349",813,296,887,7,"2,003","15,352"
Woodbury,"18,298","19,069","19,120",148,"56,635","1,897","1,302","2,448",14,"5,661","62,296"
Worth,"1,481","1,723","2,078",4,"5,286",128,81,243,1,453,"5,739"
Wright,"1,873","3,448","2,664",11,"7,996",130,183,305,0,618,"8,614"
Totals,"603,469","623,465","720,281","6,036","1,953,251","61,800","41,829","93,299",588,"197,516","2,150,767"
