County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Story,"20,625","17,343","24,879",850,"63,697","2,266","1,592","3,273",144,"7,275","70,972"
Tama,"2,907","3,310","4,766",52,"11,035",128,102,320,2,552,"11,587"
Taylor,656,"1,838","1,223",24,"3,741",33,49,83,2,167,"3,908"
Union,"1,645","2,698","3,245",48,"7,636",112,122,336,3,573,"8,209"
Van Buren,843,"1,955","1,819",28,"4,645",58,80,120,5,263,"4,908"
Wapello,"7,629","5,365","6,969",108,"20,071",553,301,804,12,"1,670","21,741"
Warren,"9,768","11,652","12,568",257,"34,245",520,559,925,29,"2,033","36,278"
Washington,"3,049","5,733","5,455",120,"14,357",180,244,421,15,860,"15,217"
Wayne,882,"1,436","1,174",24,"3,516",27,61,68,3,159,"3,675"
Webster,"7,275","6,972","9,204",176,"23,627",559,388,953,7,"1,907","25,534"
Winnebago,"1,447","2,729","3,103",36,"7,315",105,121,302,2,530,"7,845"
Winneshiek,"4,053","4,211","5,430",63,"13,757",421,189,606,12,"1,228","14,985"
Woodbury,"17,378","19,657","20,352",442,"57,829","1,587","1,309","2,193",47,"5,136","62,965"
Worth,"1,279","1,860","2,045",21,"5,205",73,68,171,1,313,"5,518"
Wright,"1,715","3,328","2,599",39,"7,681",93,133,200,3,429,"8,110"
Totals,"614,519","639,969","746,492","16,225","2,017,205","43,672","33,225","64,646","1,657","143,200","2,160,405"
