County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Fremont,"1,025","2,282",12,"1,551",7,"4,877",41,47,0,80,0,168,"5,045"
Greene,"1,588","2,396",24,"2,181",5,"6,194",57,68,3,155,0,283,"6,477"
Grundy,"1,368","4,062",19,"3,060",7,"8,516",56,101,4,188,0,349,"8,865"
Guthrie,"1,666","2,821",32,"2,974",2,"7,495",121,170,2,311,0,604,"8,099"
Hamilton,"2,317","4,010",31,"3,420",9,"9,787",99,101,2,253,0,455,"10,242"
Hancock,"1,442","3,292",11,"2,749",7,"7,501",59,82,2,201,0,344,"7,845"
Hardin,"2,490","4,672",40,"3,879",10,"11,091",106,150,2,244,1,503,"11,594"
Harrison,"2,085","3,807",35,"2,641",14,"8,582",32,57,1,73,1,164,"8,746"
Henry,"2,642","5,063",44,"4,824",10,"12,583",269,242,2,571,1,"1,085","13,668"
Howard,"1,698","1,470",14,"2,650",1,"5,833",76,46,0,181,0,303,"6,136"
Humboldt,"1,187","2,659",13,"2,408",1,"6,268",63,76,2,158,0,299,"6,567"
Ida,787,"2,244",14,"1,677",3,"4,725",25,53,0,99,0,177,"4,902"
Iowa,"2,615","3,904",40,"4,824",5,"11,388",97,132,0,270,0,499,"11,887"
Jackson,"4,920","3,169",25,"5,611",8,"13,733",198,118,2,405,1,724,"14,457"
Jasper,"8,286","7,356",61,"8,573",16,"24,292",300,224,2,517,1,"1,044","25,336"
Jefferson,"3,873","3,357",45,"3,023",46,"10,344",248,121,7,316,7,699,"11,043"
Johnson,"43,015","19,143",637,"29,302",223,"92,320","5,139","2,501",83,"6,056",47,"13,826","106,146"
Jones,"3,144","3,791",21,"5,997",7,"12,960",107,86,2,322,1,518,"13,478"
Keokuk,"1,864","2,400",13,"2,246",4,"6,527",106,69,0,164,0,339,"6,866"
Kossuth,"3,000","3,517",21,"4,290",8,"10,836",118,126,1,309,0,554,"11,390"
Lee,"9,039","4,451",83,"7,968",26,"21,567",620,295,11,942,0,"1,868","23,435"
Linn,"50,119","38,607",954,"50,688",313,"140,681","2,754","1,535",63,"3,501",18,"7,871","148,552"
Louisa,"1,627","2,485",15,"2,590",5,"6,722",138,122,0,310,1,571,"7,293"
Lucas,"1,258","2,277",13,"1,982",2,"5,532",58,104,0,165,1,328,"5,860"
Lyon,849,"5,460",11,"1,653",2,"7,975",98,192,2,190,0,482,"8,457"
Madison,"2,637","4,315",36,"3,714",10,"10,712",126,186,3,292,1,608,"11,320"
Mahaska,"2,493","6,882",54,"4,303",13,"13,745",296,266,4,540,0,"1,106","14,851"
Marion,"5,190","9,534",68,"7,635",19,"22,446",262,361,7,548,0,"1,178","23,624"
Marshall,"7,069","7,486",64,"8,799",24,"23,442",361,267,4,644,0,"1,276","24,718"
Mills,"1,972","5,045",52,"3,012",18,"10,099",151,219,3,335,1,709,"10,808"
Mitchell,"1,629","2,534",7,"2,739",5,"6,914",95,89,1,195,0,380,"7,294"
Monona,"1,691","2,056",14,"2,217",6,"5,984",57,57,1,97,0,212,"6,196"
Monroe,"1,497","1,725",10,"1,558",0,"4,790",63,55,1,98,1,218,"5,008"
Montgomery,"1,018","3,618",14,"2,167",7,"6,824",50,112,1,171,0,334,"7,158"
Muscatine,"7,896","8,109",80,"10,170",42,"26,297",857,741,5,"1,512",0,"3,115","29,412"
O'Brien,"1,162","5,731",25,"2,389",8,"9,315",82,149,3,178,1,413,"9,728"
Osceola,461,"2,512",3,"1,127",4,"4,107",29,83,0,104,1,217,"4,324"
Page,"1,476","5,172",25,"2,827",11,"9,511",78,144,5,213,0,440,"9,951"
Palo Alto,"1,977","1,796",17,"2,263",3,"6,056",71,32,0,95,0,198,"6,254"
Plymouth,"3,015","8,352",52,"5,374",25,"16,818",140,238,2,287,0,667,"17,485"
Pocahontas,928,"2,047",14,"1,886",4,"4,879",81,91,2,218,0,392,"5,271"
Polk,"110,779","86,209","1,986","85,609",543,"285,126","5,919","3,455",108,"5,899",32,"15,413","300,539"
Pottawattamie,"15,366","21,189",362,"19,672",113,"56,702","2,018","1,735",32,"3,076",14,"6,875","63,577"
Poweshiek,"4,064","3,703",41,"4,786",10,"12,604",624,129,7,597,4,"1,361","13,965"
Ringgold,820,"1,540",6,780,0,"3,146",36,35,0,58,0,129,"3,275"
Sac,"1,242","3,132",11,"2,450",5,"6,840",57,94,0,185,0,336,"7,176"
Scott,"35,896","32,300",613,"45,548",176,"114,533","2,872","1,843",54,"4,250",17,"9,036","123,569"
Shelby,"1,753","3,622",21,"2,710",3,"8,109",34,79,1,86,1,201,"8,310"
Sioux,"1,707","15,435",49,"3,956",20,"21,167",116,475,3,321,0,915,"22,082"
Story,"19,311","18,267",549,"23,398",159,"61,684","1,761","1,293",55,"2,647",18,"5,774","67,458"
Tama,"3,057","3,389",27,"4,676",7,"11,156",140,86,1,307,0,534,"11,690"
Taylor,675,"1,883",21,"1,237",0,"3,816",48,83,1,120,0,252,"4,068"
Union,"1,667","2,738",22,"3,252",5,"7,684",80,94,0,262,0,436,"8,120"
Van Buren,961,"2,088",11,"1,585",9,"4,654",41,45,4,101,1,192,"4,846"
Wapello,"8,138","5,427",61,"6,834",38,"20,498",539,248,3,764,1,"1,555","22,053"
Warren,"9,550","11,657",148,"11,539",22,"32,916",438,464,8,804,3,"1,717","34,633"
Washington,"2,963","6,159",68,"4,947",28,"14,165",133,170,3,350,1,657,"14,822"
Wayne,915,"1,446",10,"1,242",2,"3,615",37,65,1,70,0,173,"3,788"
Webster,"7,687","6,825",80,"8,509",37,"23,138",485,296,3,798,1,"1,583","24,721"
Winnebago,"1,493","2,836",19,"2,915",5,"7,268",157,119,1,309,0,586,"7,854"
Winneshiek,"3,983","4,427",27,"5,209",22,"13,668",245,127,3,429,2,806,"14,474"
Woodbury,"17,730","20,369",211,"19,010",80,"57,400","1,367","1,040",19,"1,801",8,"4,235","61,635"
Worth,"1,342","1,958",5,"2,011",1,"5,317",97,74,2,211,0,384,"5,701"
Wright,"1,816","3,414",23,"2,609",8,"7,870",101,113,3,208,1,426,"8,296"
Totals,"613,469","658,223","9,131","704,193","2,890","1,987,906","40,337","29,180",682,"61,030",245,"131,474","2,119,380"
