County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Linn,"49,539","37,845","51,326",462,"139,172","5,024","3,020","5,856",38,"13,938","153,110"
Louisa,"1,709","2,405","2,468",7,"6,589",242,147,455,0,844,"7,433"
Lucas,"1,341","2,208","1,906",3,"5,458",128,139,300,0,567,"6,025"
Lyon,854,"5,399","1,623",3,"7,879",109,226,268,0,603,"8,482"
Madison,"2,746","3,932","3,687",17,"10,382",220,268,465,0,953,"11,335"
Mahaska,"2,982","5,955","4,852",28,"13,817",408,423,792,3,"1,626","15,443"
Marion,"5,295","9,112","7,461",28,"21,896",730,753,"1,239",2,"2,724","24,620"
Marshall,"7,122","7,500","8,919",21,"23,562",742,592,"1,162",2,"2,498","26,060"
Mills,"1,868","4,797","2,946",19,"9,630",212,316,474,1,"1,003","10,633"
Mitchell,"1,744","2,484","2,677",11,"6,916",112,108,206,0,426,"7,342"
Monona,"1,947","1,850","2,316",6,"6,119",148,141,224,1,514,"6,633"
Monroe,"1,677","1,497","1,513",6,"4,693",98,72,146,2,318,"5,011"
Montgomery,976,"3,763","2,023",5,"6,767",158,294,427,0,879,"7,646"
Muscatine,"7,553","8,056","10,210",36,"25,855",867,797,"1,534",1,"3,199","29,054"
O'Brien,"1,301","5,335","2,663",10,"9,309",171,277,451,0,899,"10,208"
Osceola,495,"2,561","1,048",4,"4,108",62,148,246,0,456,"4,564"
Page,"1,517","4,217","3,246",8,"8,988",250,356,768,3,"1,377","10,365"
Palo Alto,"2,294","1,560","2,103",5,"5,962",202,124,343,0,669,"6,631"
Plymouth,"3,102","7,747","5,423",22,"16,294",321,457,662,3,"1,443","17,737"
Pocahontas,"1,071","1,688","2,215",16,"4,990",103,117,326,0,546,"5,536"
Polk,"101,315","80,685","80,474",867,"263,341","6,120","4,025","6,494",66,"16,705","280,046"
Pottawattamie,"15,547","20,754","18,801",150,"55,252","2,095","1,564","2,843",18,"6,520","61,772"
Poweshiek,"3,585","3,706","5,039",28,"12,358","1,221",164,694,5,"2,084","14,442"
Ringgold,884,"1,479",723,2,"3,088",32,38,60,0,130,"3,218"
Sac,"1,301","3,092","2,510",4,"6,907",136,196,404,0,736,"7,643"
Scott,"34,911","30,556","44,850",264,"110,581","5,035","2,987","7,651",27,"15,700","126,281"
Shelby,"1,824","3,534","2,550",7,"7,915",276,252,629,0,"1,157","9,072"
Sioux,"1,626","14,441","3,889",19,"19,975",134,528,406,2,"1,070","21,045"
Story,"15,923","15,748","20,490",263,"52,424","3,450","2,372","5,166",87,"11,075","63,499"
Tama,"3,257","3,328","4,551",10,"11,146",249,178,604,0,"1,031","12,177"
Taylor,732,"1,866","1,185",6,"3,789",96,126,274,1,497,"4,286"
Union,"1,694","2,787","3,089",11,"7,581",90,97,226,0,413,"7,994"
Van Buren,"1,006","2,161","1,505",10,"4,682",84,145,229,0,458,"5,140"
Wapello,"9,032","5,065","6,883",30,"21,010",781,402,900,4,"2,087","23,097"
Warren,"9,460","10,735","10,784",46,"31,025",696,657,"1,142",6,"2,501","33,526"
Washington,"2,925","5,645","5,081",37,"13,688",223,278,519,4,"1,024","14,712"
Wayne,974,"1,351","1,123",3,"3,451",97,96,154,0,347,"3,798"
Webster,"8,539","6,439","8,260",31,"23,269",779,538,"1,181",5,"2,503","25,772"
Winnebago,"1,528","2,943","2,732",5,"7,208",161,151,348,0,660,"7,868"
Winneshiek,"3,517","4,374","5,146",19,"13,056",847,307,911,7,"2,072","15,128"
Woodbury,"18,223","18,906","18,462",121,"55,712","1,986","1,409","2,509",12,"5,916","61,628"
Worth,"1,475","1,722","1,983",2,"5,182",137,91,254,1,483,"5,665"
Wright,"1,925","3,526","2,655",9,"8,115",147,205,327,0,679,"8,794"
Totals,"603,518","619,710","694,783","4,364","1,922,375","62,861","44,390","94,400",536,"202,187","2,124,562"
