County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Franklin,"1,138","3,036",16,"2,086",3,"6,279",74,103,0,180,1,358,"6,637"
Fremont,975,"2,212",11,"1,453",7,"4,658",90,121,0,178,0,389,"5,047"
Greene,"1,584","2,377",26,"2,243",5,"6,235",69,100,5,183,1,358,"6,593"
Grundy,"1,363","3,976",26,"3,175",7,"8,547",60,147,3,219,2,431,"8,978"
Guthrie,"1,587","2,788",39,"3,105",3,"7,522",63,99,1,191,0,354,"7,876"
Hamilton,"2,230","3,890",37,"3,504",11,"9,672",128,136,2,304,0,570,"10,242"
Hancock,"1,373","3,255",13,"2,774",9,"7,424",75,101,3,244,0,423,"7,847"
Hardin,"2,425","4,571",49,"3,888",11,"10,944",146,221,3,306,1,677,"11,621"
Harrison,"2,009","3,689",38,"2,618",11,"8,365",42,85,1,102,2,232,"8,597"
Henry,"2,563","4,949",48,"4,859",7,"12,426",285,295,3,657,1,"1,241","13,667"
Howard,"1,641","1,423",15,"2,674",1,"5,754",94,66,0,225,0,385,"6,139"
Humboldt,"1,157","2,620",16,"2,426",3,"6,222",68,105,2,200,0,375,"6,597"
Ida,753,"2,185",15,"1,704",3,"4,660",40,74,0,120,0,234,"4,894"
Iowa,"2,489","3,871",52,"4,929",10,"11,351",127,179,0,325,0,631,"11,982"
Jackson,"4,708","3,086",29,"5,871",7,"13,701",239,147,2,475,1,864,"14,565"
Jasper,"7,982","7,273",73,"8,956",23,"24,307",385,311,2,649,1,"1,348","25,655"
Jefferson,"3,933","3,195",47,"2,945",38,"10,158",325,157,9,398,10,899,"11,057"
Johnson,"41,277","17,952",630,"29,666",201,"89,726","6,944","3,185",130,"7,421",61,"17,741","107,467"
Jones,"2,982","3,796",22,"6,068",8,"12,876",131,127,6,404,1,669,"13,545"
Keokuk,"1,767","2,360",12,"2,243",5,"6,387",121,100,0,200,0,421,"6,808"
Kossuth,"2,891","3,457",26,"4,355",9,"10,738",143,156,1,344,0,644,"11,382"
Lee,"8,770","4,383",96,"8,117",22,"21,388",607,311,12,"1,029",3,"1,962","23,350"
Linn,"49,211","37,802","1,113","52,446",319,"140,891","3,509","2,120",104,"4,311",32,"10,076","150,967"
Louisa,"1,610","2,395",17,"2,681",5,"6,708",104,106,1,239,1,451,"7,159"
Lucas,"1,208","2,273",14,"1,985",3,"5,483",74,115,2,200,1,392,"5,875"
Lyon,797,"5,502",13,"1,646",2,"7,960",95,211,2,190,1,499,"8,459"
Madison,"2,561","4,241",40,"3,849",9,"10,700",150,253,4,366,0,773,"11,473"
Mahaska,"2,357","6,773",72,"4,344",14,"13,560",296,318,6,531,1,"1,152","14,712"
Marion,"5,012","9,387",76,"7,720",17,"22,212",332,514,7,719,1,"1,573","23,785"
Marshall,"6,775","7,221",73,"8,771",27,"22,867",512,369,8,849,1,"1,739","24,606"
Mills,"1,900","4,921",72,"2,972",20,"9,885",90,132,4,148,2,376,"10,261"
Mitchell,"1,588","2,504",10,"2,745",5,"6,852",78,83,1,179,0,341,"7,193"
Monona,"1,611","2,029",15,"2,224",7,"5,886",71,85,2,142,1,301,"6,187"
Monroe,"1,440","1,672",13,"1,566",0,"4,691",80,81,1,129,1,292,"4,983"
Montgomery,"1,000","3,525",17,"2,248",6,"6,796",69,159,4,224,1,457,"7,253"
Muscatine,"7,639","7,889",96,"10,419",43,"26,086",620,465,10,"1,103",3,"2,201","28,287"
O'Brien,"1,104","5,658",28,"2,423",9,"9,222",103,195,5,225,1,529,"9,751"
Osceola,443,"2,479",4,"1,114",5,"4,045",24,72,0,86,1,183,"4,228"
Page,"1,424","4,989",26,"2,861",10,"9,310",136,251,7,370,0,764,"10,074"
Palo Alto,"1,911","1,765",16,"2,324",6,"6,022",84,50,0,141,0,275,"6,297"
Plymouth,"2,964","8,291",63,"5,365",25,"16,708",162,331,5,354,0,852,"17,560"
Pocahontas,898,"1,989",18,"1,855",4,"4,764",74,69,3,183,0,329,"5,093"
Polk,"108,258","82,147","2,162","88,229",519,"281,315","7,954","5,089",226,"8,010",58,"21,337","302,652"
Pottawattamie,"14,759","20,623",418,"19,607",119,"55,526","2,516","2,228",63,"3,849",22,"8,678","64,204"
Poweshiek,"3,987","3,679",47,"4,878",11,"12,602",716,162,9,694,4,"1,585","14,187"
Ringgold,793,"1,471",6,760,0,"3,030",48,67,0,72,0,187,"3,217"
Sac,"1,215","3,112",18,"2,437",6,"6,788",72,100,0,205,0,377,"7,165"
Scott,"34,186","31,031",644,"46,938",183,"112,982","3,911","2,693",93,"5,749",27,"12,473","125,455"
Shelby,"1,684","3,539",19,"2,657",3,"7,902",78,120,5,167,0,370,"8,272"
Sioux,"1,671","15,304",48,"4,103",15,"21,141",129,482,8,337,3,959,"22,100"
Story,"18,257","17,232",551,"22,762",157,"58,959","2,545","1,793",103,"3,671",31,"8,143","67,102"
Tama,"2,904","3,313",31,"4,799",10,"11,057",158,97,1,359,0,615,"11,672"
Taylor,641,"1,832",21,"1,224",0,"3,718",35,66,2,91,0,194,"3,912"
Union,"1,585","2,634",24,"3,266",6,"7,515",104,150,1,351,1,607,"8,122"
Van Buren,914,"1,995",17,"1,681",10,"4,617",54,71,4,130,0,259,"4,876"
Wapello,"7,857","5,235",70,"6,850",35,"20,047",629,346,7,929,0,"1,911","21,958"
Warren,"9,296","11,321",164,"11,804",25,"32,610",591,667,16,"1,039",4,"2,317","34,927"
Washington,"2,900","5,902",76,"5,119",23,"14,020",171,265,6,452,2,896,"14,916"
Wayne,879,"1,396",10,"1,219",1,"3,505",35,65,1,74,1,176,"3,681"
Webster,"7,562","6,918",99,"9,397",46,"24,022",486,301,3,813,2,"1,605","25,627"
Winnebago,"1,437","2,757",22,"2,985",7,"7,208",156,139,1,324,0,620,"7,828"
Winneshiek,"3,980","4,325",33,"5,361",23,"13,722",314,154,4,508,4,984,"14,706"
Woodbury,"17,239","19,797",278,"19,165",75,"56,554","1,649","1,308",29,"2,211",12,"5,209","61,763"
Worth,"1,286","1,913",7,"2,030",1,"5,237",121,98,2,253,0,474,"5,711"
Wright,"1,734","3,335",25,"2,614",7,"7,715",123,151,2,249,1,526,"8,241"
Totals,"594,199","639,348","10,129","717,994","2,852","1,964,522","50,861","38,461","1,171","75,440",396,"166,329","2,130,851"
