County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Crawford,"2,463","3,256","3,405",12,"9,136",195,175,378,2,750,"9,886"
Dallas,"11,798","19,093","19,310",194,"50,395","1,083","1,607","2,564",15,"5,269","55,664"
Davis,"1,708","1,692","1,359",9,"4,768",122,82,189,1,394,"5,162"
Decatur,"1,430","1,765","1,325",10,"4,530",69,56,98,1,224,"4,754"
Delaware,"2,387","4,399","4,450",19,"11,255",86,112,213,0,411,"11,666"
Des Moines,"10,638","6,600","8,591",91,"25,920",829,441,"1,017",8,"2,295","28,215"
Dickinson,"2,437","5,399","4,508",29,"12,373",160,233,329,6,728,"13,101"
Dubuque,"25,788","15,611","21,534",250,"63,183","1,827","1,031","2,216",31,"5,105","68,288"
Emmet,"1,826","1,768","2,750",11,"6,355",242,173,554,0,969,"7,324"
Fayette,"3,513","4,010","4,011",35,"11,569",201,122,316,4,643,"12,212"
Floyd,"2,992","2,705","4,614",20,"10,331",201,138,355,4,698,"11,029"
Franklin,"1,193","3,171","2,123",6,"6,493",60,83,202,2,347,"6,840"
Fremont,"1,025","2,180","1,493",9,"4,707",158,215,315,1,689,"5,396"
Greene,"1,622","2,437","2,162",23,"6,244",110,126,251,3,490,"6,734"
Grundy,"1,402","4,052","3,043",16,"8,513",69,132,244,3,448,"8,961"
Guthrie,"1,690","2,774","2,894",27,"7,385",112,152,314,0,578,"7,963"
Hamilton,"2,354","3,974","3,440",31,"9,799",149,174,308,2,633,"10,432"
Hancock,"1,495","3,293","2,682",9,"7,479",112,131,316,2,561,"8,040"
Hardin,"2,529","4,658","3,784",23,"10,994",247,228,436,3,914,"11,908"
Harrison,"2,081","3,650","2,207",30,"7,968",36,54,68,1,159,"8,127"
Henry,"2,771","5,131","4,748",28,"12,678",408,374,746,2,"1,530","14,208"
Howard,"1,786","1,420","2,594",7,"5,807",112,90,285,0,487,"6,294"
Humboldt,"1,222","2,640","2,340",10,"6,212",101,110,222,0,433,"6,645"
Ida,819,"2,286","1,683",11,"4,799",50,108,203,0,361,"5,160"
Iowa,"2,671","3,987","4,819",36,"11,513",144,216,374,3,737,"12,250"
Jackson,"5,128","3,176","5,508",21,"13,833",287,168,574,5,"1,034","14,867"
Jasper,"8,536","7,275","8,321",49,"24,181",512,420,921,4,"1,857","26,038"
Jefferson,"3,888","3,296","2,986",69,"10,239",308,198,436,14,956,"11,195"
Johnson,"41,713","18,335","25,221",579,"85,848","7,934","3,821","9,322",165,"21,242","107,090"
Jones,"3,230","3,767","5,860",19,"12,876",137,134,390,1,662,"13,538"
Keokuk,"1,974","2,328","2,199",11,"6,512",152,104,271,2,529,"7,041"
Kossuth,"3,073","3,484","4,244",15,"10,816",83,97,230,1,411,"11,227"
Lee,"9,346","4,265","7,703",70,"21,384",844,373,"1,195",5,"2,417","23,801"
Linn,"47,510","36,787","45,308",791,"130,396","7,731","4,350","9,035",167,"21,283","151,679"
Louisa,"1,633","2,458","2,486",10,"6,587",207,146,420,1,774,"7,361"
Lucas,"1,316","2,258","1,920",10,"5,504",85,117,230,2,434,"5,938"
Lyon,866,"5,435","1,651",8,"7,960",96,207,184,0,487,"8,447"
Madison,"2,683","4,191","3,681",25,"10,580",169,247,404,3,823,"11,403"
Mahaska,"2,590","6,868","4,121",54,"13,633",307,307,557,2,"1,173","14,806"
Marion,"5,345","9,511","7,374",49,"22,279",408,599,782,10,"1,799","24,078"
Marshall,"7,188","7,569","8,715",50,"23,522",661,535,"1,095",4,"2,295","25,817"
Mills,"1,998","5,074","2,957",52,"10,081",198,293,425,3,919,"11,000"
Mitchell,"1,677","2,486","2,687",9,"6,859",107,113,201,0,421,"7,280"
Monona,"1,768","2,063","2,200",9,"6,040",87,112,156,1,356,"6,396"
Monroe,"1,543","1,627","1,493",4,"4,667",109,81,143,3,336,"5,003"
Montgomery,"1,041","3,592","2,128",10,"6,771",91,210,273,1,575,"7,346"
Muscatine,"7,986","8,117","9,746",74,"25,923",813,708,"1,425",2,"2,948","28,871"
O'Brien,"1,200","5,734","2,312",18,"9,264",106,236,317,2,661,"9,925"
Osceola,489,"2,514","1,081",5,"4,089",30,109,130,0,269,"4,358"
Page,"1,442","5,107","2,819",20,"9,388",175,271,529,6,981,"10,369"
Palo Alto,"2,054","1,776","2,124",10,"5,964",117,90,211,1,419,"6,383"
Plymouth,"3,051","8,215","5,249",48,"16,563",304,457,614,3,"1,378","17,941"
Pocahontas,962,"2,058","1,896",14,"4,930",57,78,180,1,316,"5,246"
Polk,"108,863","84,501","79,454","1,651","274,469","7,717","5,261","8,007",136,"21,121","295,590"
Pottawattamie,"15,346","20,767","18,719",323,"55,155","2,063","1,731","3,040",34,"6,868","62,023"
Poweshiek,"4,074","3,713","4,560",41,"12,388",895,194,745,9,"1,843","14,231"
Ringgold,834,"1,511",699,4,"3,048",49,42,74,0,165,"3,213"
Sac,"1,273","3,125","2,461",9,"6,868",79,139,231,0,449,"7,317"
Scott,"36,760","32,438","43,583",603,"113,384","3,837","2,708","5,926",56,"12,527","125,911"
Shelby,"1,779","3,570","2,446",9,"7,804",62,86,131,1,280,"8,084"
Sioux,"1,669","15,128","3,658",30,"20,485",123,525,422,3,"1,073","21,558"
Story,"19,112","17,963","19,736",485,"57,296","2,467","1,750","3,711",73,"8,001","65,297"
Tama,"3,173","3,367","4,516",16,"11,072",176,133,424,2,735,"11,807"
Taylor,693,"1,853","1,161",8,"3,715",80,117,229,0,426,"4,141"
Union,"1,724","2,741","3,119",13,"7,597",92,113,253,0,458,"8,055"
Van Buren,"1,008","2,128","1,562",16,"4,714",71,109,192,2,374,"5,088"
Wapello,"8,549","5,327","6,644",62,"20,582",736,380,923,3,"2,042","22,624"
Warren,"9,632","11,519","10,700",96,"31,947",657,649,"1,105",7,"2,418","34,365"
Washington,"2,981","6,207","4,831",76,"14,095",176,239,448,4,867,"14,962"
Wayne,949,"1,389","1,114",5,"3,457",58,80,93,0,231,"3,688"
Webster,"8,075","6,774","8,393",71,"23,313",715,487,"1,109",8,"2,319","25,632"
Winnebago,"1,497","2,850","2,776",11,"7,134",171,140,294,0,605,"7,739"
Winneshiek,"4,036","4,442","4,841",28,"13,347",213,122,351,0,686,"14,033"
Woodbury,"17,807","20,210","18,111",193,"56,321","1,745","1,262","2,285",23,"5,315","61,636"
Worth,"1,361","1,931","1,934",4,"5,230",122,77,259,3,461,"5,691"
Wright,"1,860","3,413","2,543",16,"7,832",156,219,322,2,699,"8,531"
Totals,"614,477","648,866","669,186","7,915","1,940,444","58,476","42,854","86,382",966,"188,678","2,129,122"
