County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Fremont,"1,143","2,005","1,645",5,"4,798",181,293,413,1,888,"5,686"
Greene,"1,821","2,123","2,321",9,"6,274",117,125,273,1,516,"6,790"
Grundy,"1,425","4,039","3,062",16,"8,542",62,138,238,2,440,"8,982"
Guthrie,"1,760","2,695","2,895",25,"7,375",118,151,296,1,566,"7,941"
Hamilton,"2,547","3,525","3,817",15,"9,904",191,202,483,1,877,"10,781"
Hancock,"1,491","3,248","2,829",7,"7,575",111,131,250,1,493,"8,068"
Hardin,"2,544","4,627","3,966",15,"11,152",302,244,563,0,"1,109","12,261"
Harrison,"2,112","3,611","2,330",28,"8,081",33,30,35,0,98,"8,179"
Henry,"2,784","5,164","4,952",21,"12,921",330,277,578,2,"1,187","14,108"
Howard,"1,788","1,423","2,617",4,"5,832",110,70,258,0,438,"6,270"
Humboldt,"1,288","2,632","2,431",4,"6,355",113,123,329,1,566,"6,921"
Ida,858,"2,186","1,801",10,"4,855",55,113,197,0,365,"5,220"
Iowa,"2,639","3,823","4,917",22,"11,401",170,200,416,1,787,"12,188"
Jackson,"5,354","2,825","5,653",19,"13,851",361,165,628,2,"1,156","15,007"
Jasper,"8,249","7,173","8,396",38,"23,856",895,629,"1,458",2,"2,984","26,840"
Jefferson,"3,437","3,435","3,427",76,"10,375",399,279,727,8,"1,413","11,788"
Johnson,"39,239","18,396","32,821",569,"91,025","7,915","3,625","8,869",110,"20,519","111,544"
Jones,"3,321","3,708","5,899",16,"12,944",180,144,452,0,776,"13,720"
Keokuk,"2,061","2,272","2,344",5,"6,682",156,94,278,1,529,"7,211"
Kossuth,"3,297","3,396","4,314",10,"11,017",160,141,453,1,755,"11,772"
Lee,"9,628","4,079","8,202",46,"21,955",690,313,974,1,"1,978","23,933"
Linn,"46,534","36,683","49,751",599,"133,567","7,656","4,115","9,051",91,"20,913","154,480"
Louisa,"1,676","2,376","2,494",10,"6,556",245,140,476,0,861,"7,417"
Lucas,"1,342","2,213","2,005",7,"5,567",115,122,277,0,514,"6,081"
Lyon,850,"5,402","1,683",4,"7,939",106,202,251,0,559,"8,498"
Madison,"2,768","3,984","3,791",20,"10,563",208,235,437,0,880,"11,443"
Mahaska,"2,977","5,965","4,968",41,"13,951",380,385,748,3,"1,516","15,467"
Marion,"5,258","9,181","7,734",36,"22,209",685,689,"1,179",2,"2,555","24,764"
Marshall,"7,132","7,482","9,203",33,"23,850",689,551,"1,112",2,"2,354","26,204"
Mills,"1,904","4,849","3,063",26,"9,842",193,282,449,1,925,"10,767"
Mitchell,"1,757","2,458","2,744",10,"6,969",109,97,191,0,397,"7,366"
Monona,"1,943","1,877","2,396",6,"6,222",130,137,215,1,483,"6,705"
Monroe,"1,653","1,530","1,578",7,"4,768",93,66,140,2,301,"5,069"
Montgomery,"1,001","3,746","2,106",6,"6,859",150,275,404,0,829,"7,688"
Muscatine,"7,613","8,061","10,573",46,"26,293",809,751,"1,458",0,"3,018","29,311"
O'Brien,"1,301","5,340","2,690",13,"9,344",157,257,433,0,847,"10,191"
Osceola,498,"2,536","1,088",4,"4,126",60,137,232,0,429,"4,555"
Page,"1,528","4,261","3,395",12,"9,196",227,324,720,4,"1,275","10,471"
Palo Alto,"2,252","1,616","2,179",9,"6,056",177,108,317,0,602,"6,658"
Plymouth,"3,141","7,778","5,509",30,"16,458",289,407,634,3,"1,333","17,791"
Pocahontas,"1,066","1,686","2,248",15,"5,015",94,110,315,0,519,"5,534"
Polk,"103,321","82,628","84,876","1,254","272,079","5,459","3,457","5,991",65,"14,972","287,051"
Pottawattamie,"15,584","20,772","19,436",191,"55,983","2,022","1,489","2,719",18,"6,248","62,231"
Poweshiek,"3,733","3,691","5,305",43,"12,772","1,182",151,662,4,"1,999","14,771"
Ringgold,864,"1,476",758,2,"3,100",27,35,51,0,113,"3,213"
Sac,"1,308","3,085","2,543",5,"6,941",123,175,385,0,683,"7,624"
Scott,"35,277","30,897","46,183",412,"112,769","4,876","2,837","7,414",28,"15,155","127,924"
Shelby,"1,789","3,597","2,617",9,"8,012",266,236,601,0,"1,103","9,115"
Sioux,"1,662","14,555","4,031",25,"20,273",120,469,399,2,990,"21,263"
Story,"16,093","16,200","22,565",347,"55,205","3,274","2,186","5,007",89,"10,556","65,761"
Tama,"3,222","3,313","4,704",17,"11,256",237,157,582,0,976,"12,232"
Taylor,728,"1,855","1,241",7,"3,831",92,115,261,1,469,"4,300"
Union,"1,688","2,771","3,187",11,"7,657",86,83,203,0,372,"8,029"
Van Buren,"1,002","2,146","1,556",14,"4,718",81,132,212,0,425,"5,143"
Wapello,"8,922","5,096","7,078",41,"21,137",745,371,845,4,"1,965","23,102"
Warren,"9,539","10,934","11,191",63,"31,727",618,587,"1,071",7,"2,283","34,010"
Washington,"2,947","5,668","5,252",44,"13,911",202,247,501,4,954,"14,865"
Wayne,973,"1,366","1,168",3,"3,510",85,87,144,0,316,"3,826"
Webster,"8,430","6,490","8,518",49,"23,487",732,492,"1,139",5,"2,368","25,855"
Winnebago,"1,535","2,909","2,834",6,"7,284",152,140,330,0,622,"7,906"
Winneshiek,"3,578","4,379","5,394",24,"13,375",817,297,888,7,"2,009","15,384"
Woodbury,"18,343","19,081","19,066",149,"56,639","1,899","1,296","2,443",13,"5,651","62,290"
Worth,"1,472","1,736","2,076",4,"5,288",128,82,243,1,454,"5,742"
Wright,"1,874","3,450","2,664",11,"7,999",131,184,306,0,621,"8,620"
Totals,"604,160","623,350","718,140","5,872","1,951,522","62,248","42,203","93,927",586,"198,964","2,150,486"
