County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Hamilton,"2,282","3,876","3,489",59,"9,706",98,109,261,2,470,"10,176"
Hancock,"1,369","3,275","2,667",34,"7,345",79,98,201,3,381,"7,726"
Hardin,"2,426","4,587","3,825",69,"10,907",135,196,256,2,589,"11,496"
Harrison,"1,978","3,726","2,550",71,"8,325",34,65,69,2,170,"8,495"
Henry,"2,596","4,960","4,838",70,"12,464",250,284,588,4,"1,126","13,590"
Howard,"1,588","1,488","2,653",24,"5,753",84,57,206,0,347,"6,100"
Humboldt,"1,164","2,661","2,322",33,"6,180",63,98,167,2,330,"6,510"
Ida,753,"2,175","1,707",25,"4,660",29,58,103,1,191,"4,851"
Iowa,"2,486","4,037","4,838",81,"11,442",132,165,297,6,600,"12,042"
Jackson,"4,726","3,090","6,043",34,"13,893",196,131,400,2,729,"14,622"
Jasper,"7,942","7,486","9,271",129,"24,828",283,233,502,3,"1,021","25,849"
Jefferson,"4,082","3,150","2,927",95,"10,254",326,134,358,11,829,"11,083"
Johnson,"44,051","17,820","31,618",916,"94,405","4,588","1,960","4,229",152,"10,929","105,334"
Jones,"2,999","3,899","6,019",41,"12,958",122,123,368,7,620,"13,578"
Keokuk,"1,733","2,375","2,255",21,"6,384",85,82,155,2,324,"6,708"
Kossuth,"2,894","3,437","4,272",40,"10,643",96,133,287,4,520,"11,163"
Lee,"8,497","4,505","8,100",142,"21,244",526,273,929,23,"1,751","22,995"
Linn,"51,524","37,529","53,866","1,651","144,570","2,441","1,614","2,920",123,"7,098","151,668"
Louisa,"1,610","2,379","2,659",32,"6,680",89,72,186,3,350,"7,030"
Lucas,"1,208","2,296","2,010",22,"5,536",65,92,156,1,314,"5,850"
Lyon,768,"5,679","1,547",18,"8,012",70,159,141,4,374,"8,386"
Madison,"2,571","4,265","3,870",84,"10,790",138,226,344,2,710,"11,500"
Mahaska,"2,369","6,876","4,268",102,"13,615",220,281,497,7,"1,005","14,620"
Marion,"4,954","9,636","7,671",123,"22,384",329,449,673,11,"1,462","23,846"
Marshall,"7,010","7,140","8,534",175,"22,859",426,348,825,15,"1,614","24,473"
Mills,"1,978","5,140","3,045",112,"10,275",44,66,97,3,210,"10,485"
Mitchell,"1,564","2,473","2,717",29,"6,783",65,63,143,3,274,"7,057"
Monona,"1,554","2,074","2,135",38,"5,801",90,119,208,4,421,"6,222"
Monroe,"1,382","1,737","1,531",22,"4,672",59,64,139,1,263,"4,935"
Montgomery,"1,048","3,455","2,252",34,"6,789",79,144,222,5,450,"7,239"
Muscatine,"7,713","7,778","10,548",170,"26,209",509,402,943,15,"1,869","28,078"
O'Brien,"1,108","5,615","2,422",46,"9,191",109,193,205,4,511,"9,702"
Osceola,446,"2,431","1,090",13,"3,980",21,71,80,1,173,"4,153"
Page,"1,496","4,845","2,928",57,"9,326",141,247,367,6,761,"10,087"
Palo Alto,"1,805","1,886","2,217",29,"5,937",88,57,162,1,308,"6,245"
Plymouth,"2,969","8,302","5,414",98,"16,783",155,316,348,9,828,"17,611"
Pocahontas,895,"1,983","1,821",33,"4,732",86,67,172,2,327,"5,059"
Polk,"114,833","80,898","91,832","3,165","290,728","6,012","3,724","5,758",241,"15,735","306,463"
Pottawattamie,"15,242","21,056","20,168",658,"57,124","1,584","1,448","2,434",96,"5,562","62,686"
Poweshiek,"3,935","3,676","5,055",65,"12,731",417,143,416,8,984,"13,715"
Ringgold,823,"1,467",746,7,"3,043",32,48,58,1,139,"3,182"
Sac,"1,205","3,198","2,370",23,"6,796",70,91,177,2,340,"7,136"
Scott,"34,892","30,638","47,556",909,"113,995","3,673","2,336","5,397",123,"11,529","125,524"
Shelby,"1,676","3,520","2,625",33,"7,854",92,139,196,3,430,"8,284"
Sioux,"1,753","15,291","4,171",69,"21,284",106,424,264,14,808,"22,092"
Story,"19,938","17,073","23,747",833,"61,591","2,291","1,634","3,309",146,"7,380","68,971"
Tama,"2,941","3,284","4,749",53,"11,027",130,100,307,2,539,"11,566"
Taylor,655,"1,830","1,200",24,"3,709",36,52,88,2,178,"3,887"
Union,"1,637","2,689","3,148",45,"7,519",118,129,353,3,603,"8,122"
Van Buren,865,"1,966","1,738",25,"4,594",63,86,129,4,282,"4,876"
Wapello,"7,726","5,279","6,739",101,"19,845",579,310,820,12,"1,721","21,566"
Warren,"9,770","11,572","12,187",245,"33,774",496,543,909,26,"1,974","35,748"
Washington,"3,031","5,742","5,265",113,"14,151",171,242,422,16,851,"15,002"
Wayne,887,"1,436","1,162",20,"3,505",28,58,66,3,155,"3,660"
Webster,"7,331","6,945","9,001",170,"23,447",539,364,931,6,"1,840","25,287"
Winnebago,"1,463","2,724","3,021",35,"7,243",96,114,277,2,489,"7,732"
Winneshiek,"4,168","4,270","5,480",58,"13,976",284,164,482,11,941,"14,917"
Woodbury,"17,426","19,697","19,872",438,"57,433","1,529","1,252","2,130",44,"4,955","62,388"
Worth,"1,311","1,879","2,048",20,"5,258",66,62,153,1,282,"5,540"
Wright,"1,730","3,347","2,538",39,"7,654",98,136,203,2,439,"8,093"
Totals,"613,151","640,097","726,695","15,884","1,995,827","41,270","31,992","62,749","1,575","137,586","2,133,413"
