County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Floyd,"2,991","2,931","4,274",49,"10,245",257,154,484,7,902,"11,147"
Franklin,"1,279","2,925","1,929",29,"6,162",71,104,185,1,361,"6,523"
Fremont,"1,001","2,594","1,037",24,"4,656",97,163,208,6,474,"5,130"
Greene,"1,691","2,462","1,976",35,"6,164",69,89,191,6,355,"6,519"
Grundy,"1,613","4,114","2,739",37,"8,503",58,146,191,4,399,"8,902"
Guthrie,"1,778","3,066","2,704",46,"7,594",68,123,253,6,450,"8,044"
Hamilton,"2,377","4,229","2,992",47,"9,645",107,141,288,3,539,"10,184"
Hancock,"1,514","3,411","2,380",33,"7,338",89,125,220,3,437,"7,775"
Hardin,"2,697","4,849","3,405",58,"11,009",156,217,316,5,694,"11,703"
Harrison,"2,056","4,413","2,012",62,"8,543",44,76,75,3,198,"8,741"
Henry,"2,949","5,251","4,222",68,"12,490",251,308,623,5,"1,187","13,677"
Howard,"1,658","1,680","2,429",28,"5,795",93,73,234,1,401,"6,196"
Humboldt,"1,221","2,846","2,102",24,"6,193",67,110,175,3,355,"6,548"
Ida,823,"2,333","1,554",20,"4,730",36,64,105,2,207,"4,937"
Iowa,"2,744","4,710","4,014",68,"11,536",150,188,325,10,673,"12,209"
Jackson,"5,190","3,998","4,720",35,"13,943",203,138,445,2,788,"14,731"
Jasper,"8,324","8,050","8,471",111,"24,956",317,277,592,7,"1,193","26,149"
Jefferson,"4,438","3,356","2,604",88,"10,486",341,147,375,12,875,"11,361"
Johnson,"49,871","17,060","24,020",665,"91,616","7,649","3,451","7,398",269,"18,767","110,383"
Jones,"3,352","4,486","5,191",42,"13,071",132,146,402,7,687,"13,758"
Keokuk,"1,680","2,682","2,027",22,"6,411",86,104,167,2,359,"6,770"
Kossuth,"2,718","4,536","3,343",29,"10,626",113,171,337,4,625,"11,251"
Lee,"8,522","5,361","7,140",132,"21,155",612,336,"1,049",25,"2,022","23,177"
Linn,"59,589","40,046","45,759","1,390","146,784","3,089","2,105","3,745",157,"9,096","155,880"
Louisa,"1,730","2,684","2,313",30,"6,757",88,82,211,4,385,"7,142"
Lucas,"1,274","2,412","1,802",25,"5,513",75,115,184,3,377,"5,890"
Lyon,794,"6,170","1,158",17,"8,139",69,173,146,4,392,"8,531"
Madison,"2,780","4,559","3,447",80,"10,866",169,292,412,6,879,"11,745"
Mahaska,"2,701","6,979","3,911",83,"13,674",253,317,542,7,"1,119","14,793"
Marion,"5,416","10,286","6,636",125,"22,463",397,564,793,12,"1,766","24,229"
Marshall,"7,660","7,455","7,613",150,"22,878",468,399,924,17,"1,808","24,686"
Mills,"2,080","5,449","2,534",98,"10,161",105,178,187,11,481,"10,642"
Mitchell,"1,723","2,537","2,375",34,"6,669",115,124,215,4,458,"7,127"
Monona,"1,528","2,292","1,819",30,"5,669",119,152,267,9,547,"6,216"
Monroe,"1,361","1,879","1,400",24,"4,664",64,77,151,3,295,"4,959"
Montgomery,"1,226","3,675","1,866",29,"6,796",93,171,239,7,510,"7,306"
Muscatine,"8,619","8,550","9,250",181,"26,600",532,461,"1,009",20,"2,022","28,622"
O'Brien,"1,259","5,713","2,139",47,"9,158",107,223,229,5,564,"9,722"
Osceola,479,"2,510","1,029",12,"4,030",24,76,99,1,200,"4,230"
Page,"1,759","5,061","2,404",50,"9,274",171,349,488,8,"1,016","10,290"
Palo Alto,"1,833","2,120","1,937",21,"5,911",95,72,186,2,355,"6,266"
Plymouth,"3,169","8,830","4,853",80,"16,932",172,359,389,10,930,"17,862"
Pocahontas,898,"2,268","1,508",26,"4,700",82,85,194,2,363,"5,063"
Polk,"130,373","82,502","82,098","2,697","297,670","7,568","4,814","7,374",316,"20,072","317,742"
Pottawattamie,"16,969","22,647","17,645",619,"57,880","1,755","1,673","2,720",104,"6,252","64,132"
Poweshiek,"4,648","3,912","4,521",51,"13,132",578,163,479,11,"1,231","14,363"
Ringgold,580,"1,976",523,5,"3,084",26,69,66,1,162,"3,246"
Sac,"1,223","3,563","2,036",22,"6,844",75,104,181,2,362,"7,206"
Scott,"39,704","32,185","42,630",906,"115,425","4,280","2,801","6,362",162,"13,605","129,030"
Shelby,"1,814","3,807","2,218",22,"7,861",104,158,216,5,483,"8,344"
Sioux,"2,083","15,760","3,702",59,"21,604",125,555,316,13,"1,009","22,613"
Story,"23,838","17,507","20,729",705,"62,779","2,676","1,833","3,656",173,"8,338","71,117"
Tama,"3,174","3,601","4,172",46,"10,993",144,125,355,2,626,"11,619"
Taylor,659,"2,012","1,071",20,"3,762",36,66,95,2,199,"3,961"
Union,"1,715","3,237","2,580",34,"7,566",120,137,392,3,652,"8,218"
Van Buren,855,"2,373","1,427",20,"4,675",63,86,133,5,287,"4,962"
Wapello,"7,648","5,907","6,301",102,"19,958",591,347,885,13,"1,836","21,794"
Warren,"10,768","12,482","10,836",219,"34,305",555,707,"1,043",32,"2,337","36,642"
Washington,"3,611","5,828","4,728",108,"14,275",209,280,469,20,978,"15,253"
Wayne,890,"1,566","1,045",22,"3,523",36,65,89,2,192,"3,715"
Webster,"7,675","7,543","8,019",151,"23,388",599,452,"1,017",12,"2,080","25,468"
Winnebago,"1,743","2,883","2,593",36,"7,255",121,164,347,2,634,"7,889"
Winneshiek,"4,766","4,469","4,444",57,"13,736",441,206,647,13,"1,307","15,043"
Woodbury,"18,301","21,967","17,168",366,"57,802","1,753","1,451","2,439",55,"5,698","63,500"
Worth,"1,378","1,943","1,827",16,"5,164",78,82,209,2,371,"5,535"
Wright,"1,859","3,475","2,220",36,"7,590",104,156,233,3,496,"8,086"
Totals,"681,390","683,888","633,422","13,856","2,012,556","50,473","39,661","75,030","2,040","167,204","2,179,760"
