County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Lyon,707,5869,1044,17,7637,135,496,352,6,989,8626
Madison,2505,4613,3438,85,10641,321,462,751,20,1554,12195
Mahaska,2195,6695,3405,112,12407,458,673,1210,23,2364,14771
Marion,4663,10019,6318,156,21156,725,1015,1612,31,3383,24539
Marshall,6683,7163,6031,142,20019,1217,870,2353,56,4496,24515
Mills,1781,5222,2300,114,9417,336,673,805,44,1858,11275
Mitchell,1514,2597,2203,41,6355,210,251,550,13,1024,7379
Monona,1313,2351,1544,36,5244,230,243,471,16,960,6204
Monroe,1104,1976,1404,22,4506,171,191,325,11,698,5204
Montgomery,1035,3366,1595,44,6040,210,444,681,15,1350,7390
Muscatine,7062,7860,7835,207,22964,1659,1160,3069,83,5971,28935
O'Brien,1085,5405,1722,53,8265,239,575,609,20,1443,9708
Osceola,400,2388,837,16,3641,73,219,298,4,594,4235
Page,1456,4973,2133,63,8625,314,581,836,19,1750,10375
Palo Alto,1578,2208,1657,24,5467,211,178,469,13,871,6338
Plymouth,2691,8496,4303,100,15590,461,863,1197,33,2554,18144
Pocahontas,730,2165,1273,31,4199,147,191,384,9,731,4930
Polk,116087,78330,81170,2838,278425,18982,9905,20338,879,50104,328529
Pottawattamie,14266,21216,14946,608,51036,3382,3424,6169,272,13247,64283
Poweshiek,3516,3703,4062,67,11348,1383,406,1226,20,3035,14383
Ringgold,498,1891,505,15,2909,82,147,160,2,391,3300
Sac,1030,3392,1756,24,6202,140,281,554,7,982,7184
Scott,34075,30140,36480,931,101626,8803,5218,14952,394,29367,130993
Shelby,1585,3824,2162,36,7607,213,342,470,17,1042,8649
Sioux,1802,15207,3614,78,20701,332,1263,915,27,2537,23238
Story,19579,14934,17944,648,53105,5394,3639,7358,330,16721,69826
Tama,2759,3480,3546,75,9860,392,318,1036,11,1757,11617
Taylor,568,1962,922,28,3480,91,180,279,8,558,4038
Union,1400,3135,2325,44,6904,252,292,889,16,1449,8353
Van Buren,722,2243,1218,32,4215,138,240,385,6,769,4984
Wapello,6092,5681,5430,119,17322,1367,800,2027,47,4241,21563
Warren,9860,12823,10514,272,33469,1241,1309,2351,89,4990,38459
Washington,3116,5604,4343,103,13166,431,630,1207,45,2313,15479
Wayne,723,1629,1017,19,3388,106,152,217,3,478,3866
Webster,6213,7235,6516,157,20121,1341,1025,2649,68,5083,25204
Winnebago,1519,2833,2286,37,6675,261,278,765,14,1318,7993
Winneshiek,4162,4447,4205,52,12866,772,367,1036,29,2204,15070
Woodbury,15301,20296,14580,405,50582,3948,2971,6195,142,13256,63838
Worth,1229,1908,1694,28,4859,141,167,444,4,756,5615
Wright,1504,3187,2135,30,6856,263,321,575,14,1173,8029
Totals,"591,740","657,122","578,347","15,012","1,842,221","108,599","80,019","177,493","5,274","371,385","2,213,606"
