County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Montgomery,"1,053","3,616","2,136",12,"6,817",89,208,269,1,567,"7,384"
Muscatine,"8,029","8,158","9,821",87,"26,095",786,702,"1,394",2,"2,884","28,979"
O'Brien,"1,214","5,756","2,359",21,"9,350",104,233,311,2,650,"10,000"
Osceola,487,"2,512","1,096",5,"4,100",29,108,129,0,266,"4,366"
Page,"1,462","5,151","2,838",25,"9,476",168,266,515,6,955,"10,431"
Palo Alto,"2,046","1,781","2,142",11,"5,980",120,93,212,1,426,"6,406"
Plymouth,"3,053","8,246","5,298",55,"16,652",298,447,599,3,"1,347","17,999"
Pocahontas,961,"2,064","1,907",15,"4,947",56,76,177,1,310,"5,257"
Polk,"109,960","85,001","80,618","1,885","277,464","7,480","5,150","7,811",135,"20,576","298,040"
Pottawattamie,"15,406","20,923","18,894",368,"55,591","2,072","1,725","3,037",34,"6,868","62,459"
Poweshiek,"4,175","3,727","4,672",47,"12,621",881,183,724,9,"1,797","14,418"
Ringgold,844,"1,529",711,4,"3,088",46,41,72,0,159,"3,247"
Sac,"1,281","3,137","2,487",14,"6,919",79,137,223,0,439,"7,358"
Scott,"36,990","32,561","44,253",670,"114,474","3,754","2,668","5,819",55,"12,296","126,770"
Shelby,"1,785","3,586","2,500",14,"7,885",61,85,129,1,276,"8,161"
Sioux,"1,695","15,186","3,718",37,"20,636",119,511,410,3,"1,043","21,679"
Story,"19,359","18,112","21,006",589,"59,066","2,555","1,854","3,803",79,"8,291","67,357"
Tama,"3,153","3,375","4,561",18,"11,107",170,129,418,2,719,"11,826"
Taylor,692,"1,882","1,172",14,"3,760",78,117,224,0,419,"4,179"
Union,"1,723","2,754","3,143",18,"7,638",90,108,244,0,442,"8,080"
Van Buren,"1,013","2,128","1,566",17,"4,724",71,109,184,2,366,"5,090"
Wapello,"8,535","5,334","6,725",73,"20,667",717,377,895,3,"1,992","22,659"
Warren,"9,681","11,617","10,872",124,"32,294",632,637,"1,061",7,"2,337","34,631"
Washington,"3,004","6,196","4,879",85,"14,164",169,235,432,5,841,"15,005"
Wayne,941,"1,398","1,137",6,"3,482",54,80,89,0,223,"3,705"
Webster,"8,072","6,791","8,502",83,"23,448",693,481,"1,098",8,"2,280","25,728"
Winnebago,"1,501","2,851","2,813",14,"7,179",167,140,285,0,592,"7,771"
Winneshiek,"4,080","4,451","4,920",32,"13,483",206,119,346,0,671,"14,154"
Woodbury,"17,945","20,285","18,327",220,"56,777","1,708","1,248","2,250",23,"5,229","62,006"
Worth,"1,376","1,958","1,923",5,"5,262",119,74,256,3,452,"5,714"
Wright,"1,866","3,428","2,575",21,"7,890",155,219,319,3,696,"8,586"
Totals,"618,785","652,545","678,893","9,121","1,959,344","57,076","42,174","84,530",951,"184,731","2,144,075"
