County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Delaware,"2,248","4,309","4,735",47,"11,339",95,114,255,6,470,"11,809"
Des Moines,"10,019","6,617","9,008",174,"25,818",666,340,869,21,"1,896","27,714"
Dickinson,"2,375","5,829","4,424",77,"12,705",162,256,426,8,852,"13,557"
Dubuque,"25,409","15,983","22,373",500,"64,265","1,572",961,"2,041",41,"4,615","68,880"
Emmet,"1,662","1,831","2,646",27,"6,166",93,118,267,1,479,"6,645"
Fayette,"3,282","3,955","4,325",60,"11,622",198,124,293,5,620,"12,242"
Floyd,"2,755","2,649","4,742",43,"10,189",218,138,419,7,782,"10,971"
Franklin,"1,183","2,947","2,133",31,"6,294",49,89,136,0,274,"6,568"
Fremont,996,"2,316","1,356",27,"4,695",84,131,176,2,393,"5,088"
Greene,"1,613","2,319","2,175",42,"6,149",67,91,175,8,341,"6,490"
Grundy,"1,407","3,905","3,143",46,"8,501",52,135,170,4,361,"8,862"
Guthrie,"1,579","2,817","3,002",54,"7,452",66,111,219,2,398,"7,850"
Hamilton,"2,283","3,880","3,471",59,"9,693",99,108,261,2,470,"10,163"
Hancock,"1,370","3,278","2,660",35,"7,343",79,99,199,3,380,"7,723"
Hardin,"2,428","4,584","3,809",70,"10,891",134,196,255,2,587,"11,478"
Harrison,"1,981","3,721","2,531",71,"8,304",34,67,69,2,172,"8,476"
Henry,"2,592","4,957","4,801",69,"12,419",250,283,588,4,"1,125","13,544"
Howard,"1,592","1,488","2,644",24,"5,748",83,57,208,0,348,"6,096"
Humboldt,"1,171","2,665","2,316",33,"6,185",64,98,166,3,331,"6,516"
Ida,753,"2,171","1,696",25,"4,645",30,58,103,1,192,"4,837"
Iowa,"2,492","4,038","4,826",80,"11,436",132,166,302,6,606,"12,042"
Jackson,"4,727","3,072","6,015",35,"13,849",196,134,400,2,732,"14,581"
Jasper,"7,960","7,485","9,246",128,"24,819",282,238,505,3,"1,028","25,847"
Jefferson,"4,082","3,155","2,917",97,"10,251",327,132,358,12,829,"11,080"
Johnson,"44,036","17,810","31,473",913,"94,232","4,586","1,963","4,234",154,"10,937","105,169"
Jones,"3,000","3,899","5,981",41,"12,921",124,123,368,7,622,"13,543"
Keokuk,"1,735","2,371","2,246",21,"6,373",88,83,155,2,328,"6,701"
Kossuth,"2,903","3,429","4,260",39,"10,631",95,135,287,5,522,"11,153"
Lee,"8,504","4,502","8,070",141,"21,217",528,275,929,23,"1,755","22,972"
Linn,"51,488","37,524","53,571","1,649","144,232","2,451","1,615","2,928",121,"7,115","151,347"
Louisa,"1,612","2,381","2,649",32,"6,674",88,70,188,3,349,"7,023"
Lucas,"1,214","2,287","1,998",22,"5,521",65,92,159,1,317,"5,838"
Lyon,767,"5,671","1,542",18,"7,998",70,157,143,4,374,"8,372"
Madison,"2,575","4,276","3,866",84,"10,801",137,226,350,2,715,"11,516"
Mahaska,"2,373","6,867","4,238",102,"13,580",218,284,497,7,"1,006","14,586"
Marion,"4,963","9,627","7,635",121,"22,346",330,454,670,11,"1,465","23,811"
Marshall,"7,016","7,140","8,488",173,"22,817",430,347,829,15,"1,621","24,438"
Mills,"1,974","5,131","3,030",113,"10,248",44,67,97,3,211,"10,459"
Mitchell,"1,567","2,477","2,713",29,"6,786",64,62,144,3,273,"7,059"
Monona,"1,555","2,068","2,120",38,"5,781",89,119,210,4,422,"6,203"
Monroe,"1,389","1,733","1,524",22,"4,668",59,63,140,1,263,"4,931"
Montgomery,"1,050","3,460","2,247",34,"6,791",80,144,224,5,453,"7,244"
Muscatine,"7,704","7,778","10,490",170,"26,142",514,407,948,15,"1,884","28,026"
O'Brien,"1,110","5,620","2,414",47,"9,191",109,190,205,4,508,"9,699"
Osceola,446,"2,431","1,089",13,"3,979",21,71,80,1,173,"4,152"
Page,"1,489","4,843","2,908",57,"9,297",142,248,371,6,767,"10,064"
Palo Alto,"1,812","1,882","2,218",29,"5,941",88,57,163,1,309,"6,250"
Plymouth,"2,970","8,290","5,396",97,"16,753",157,318,350,9,834,"17,587"
Pocahontas,898,"1,986","1,812",33,"4,729",88,68,173,2,331,"5,060"
Polk,"114,842","80,973","91,156","3,176","290,147","6,058","3,754","5,804",241,"15,857","306,004"
Pottawattamie,"15,233","21,033","20,064",643,"56,973","1,588","1,456","2,442",96,"5,582","62,555"
Poweshiek,"3,948","3,686","5,030",67,"12,731",417,145,417,8,987,"13,718"
Ringgold,822,"1,470",747,7,"3,046",32,48,58,1,139,"3,185"
Sac,"1,207","3,198","2,357",25,"6,787",70,92,177,2,341,"7,128"
Scott,"34,884","30,623","47,281",908,"113,696","3,686","2,345","5,404",123,"11,558","125,254"
Shelby,"1,679","3,521","2,614",33,"7,847",91,140,197,4,432,"8,279"
Sioux,"1,749","15,276","4,143",69,"21,237",106,426,264,14,810,"22,047"
Story,"19,895","17,070","23,651",827,"61,443","2,302","1,636","3,320",148,"7,406","68,849"
Tama,"2,943","3,287","4,744",53,"11,027",132,100,305,2,539,"11,566"
Taylor,656,"1,834","1,198",24,"3,712",35,52,90,2,179,"3,891"
Union,"1,641","2,685","3,128",45,"7,499",118,130,356,3,607,"8,106"
Van Buren,872,"1,964","1,737",25,"4,598",63,87,130,4,284,"4,882"
Wapello,"7,747","5,286","6,722",101,"19,856",575,310,824,12,"1,721","21,577"
Warren,"9,756","11,541","12,134",244,"33,675",498,549,912,26,"1,985","35,660"
Washington,"3,032","5,733","5,245",114,"14,124",174,243,419,16,852,"14,976"
Wayne,889,"1,432","1,154",20,"3,495",29,58,66,3,156,"3,651"
Webster,"7,324","6,946","8,979",169,"23,418",539,364,932,6,"1,841","25,259"
Winnebago,"1,465","2,717","3,007",35,"7,224",96,118,278,2,494,"7,718"
Winneshiek,"4,174","4,274","5,469",58,"13,975",286,163,486,11,946,"14,921"
Woodbury,"17,420","19,690","19,730",439,"57,279","1,533","1,253","2,127",43,"4,956","62,235"
Worth,"1,306","1,880","2,041",20,"5,247",66,62,152,1,281,"5,528"
Wright,"1,730","3,352","2,534",39,"7,655",98,138,204,2,442,"8,097"
Totals,"613,209","639,863","723,227","15,859","1,992,158","41,426","32,125","62,917","1,584","138,052","2,130,210"
