County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Decatur,"1,244","1,755","1,412",36,"4,447",164,102,196,4,466,"4,913"
Delaware,"2,216","4,315","4,805",49,"11,385",96,122,257,6,481,"11,866"
Des Moines,"9,865","6,609","9,207",190,"25,871",700,361,905,22,"1,988","27,859"
Dickinson,"2,429","5,854","4,539",70,"12,892",165,274,427,8,874,"13,766"
Dubuque,"25,098","16,039","22,745",500,"64,382","1,710","1,060","2,226",46,"5,042","69,424"
Emmet,"1,651","1,844","2,676",29,"6,200",103,126,288,1,518,"6,718"
Fayette,"3,263","3,947","4,388",66,"11,664",194,121,279,5,599,"12,263"
Floyd,"2,733","2,693","4,868",49,"10,343",227,140,428,7,802,"11,145"
Franklin,"1,157","2,888","2,163",31,"6,239",63,88,162,0,313,"6,552"
Fremont,973,"2,305","1,382",29,"4,689",87,127,180,3,397,"5,086"
Greene,"1,602","2,320","2,227",49,"6,198",63,89,168,7,327,"6,525"
Grundy,"1,378","3,879","3,200",47,"8,504",45,138,164,5,352,"8,856"
Guthrie,"1,575","2,838","3,069",59,"7,541",62,109,205,2,378,"7,919"
Hamilton,"2,253","3,874","3,542",64,"9,733",102,114,264,1,481,"10,214"
Hancock,"1,362","3,258","2,687",36,"7,343",77,100,205,3,385,"7,728"
Hardin,"2,437","4,630","3,902",69,"11,038",151,195,274,2,622,"11,660"
Harrison,"1,970","3,736","2,649",76,"8,431",32,64,65,2,163,"8,594"
Henry,"2,588","4,989","4,975",65,"12,617",246,276,578,4,"1,104","13,721"
Howard,"1,564","1,482","2,697",25,"5,768",87,60,208,0,355,"6,123"
Humboldt,"1,150","2,669","2,369",31,"6,219",60,97,160,1,318,"6,537"
Ida,749,"2,187","1,747",26,"4,709",28,57,96,1,182,"4,891"
Iowa,"2,473","4,027","4,896",87,"11,483",134,169,294,6,603,"12,086"
Jackson,"4,664","3,114","6,197",36,"14,011",190,123,381,2,696,"14,707"
Jasper,"7,901","7,550","9,530",133,"25,114",266,222,484,2,974,"26,088"
Jefferson,"4,116","3,136","3,013",98,"10,363",330,130,351,11,822,"11,185"
Johnson,"44,764","17,824","32,544",906,"96,038","5,255","2,195","4,727",178,"12,355","108,393"
Jones,"2,949","3,901","6,160",44,"13,054",117,126,367,5,615,"13,669"
Keokuk,"1,712","2,382","2,289",25,"6,408",85,84,156,2,327,"6,735"
Kossuth,"2,819","3,458","4,327",39,"10,643",102,144,304,4,554,"11,197"
Lee,"8,418","4,543","8,201",144,"21,306",553,287,968,25,"1,833","23,139"
Linn,"51,624","37,424","55,293","1,673","146,014","2,672","1,720","3,112",129,"7,633","153,647"
Louisa,"1,592","2,386","2,736",38,"6,752",89,70,192,3,354,"7,106"
Lucas,"1,193","2,303","2,033",25,"5,554",68,90,158,1,317,"5,871"
Lyon,774,"5,717","1,574",20,"8,085",70,159,143,4,376,"8,461"
Madison,"2,582","4,291","3,908",89,"10,870",139,235,340,3,717,"11,587"
Mahaska,"2,358","6,825","4,415",97,"13,695",223,289,512,7,"1,031","14,726"
Marion,"4,929","9,605","7,807",127,"22,468",343,459,681,10,"1,493","23,961"
Marshall,"7,010","7,137","8,734",185,"23,066",430,361,835,13,"1,639","24,705"
Mills,"1,980","5,181","3,115",116,"10,392",47,81,99,3,230,"10,622"
Mitchell,"1,575","2,475","2,777",36,"6,863",63,63,143,3,272,"7,135"
Monona,"1,523","2,073","2,134",37,"5,767",100,147,232,4,483,"6,250"
Monroe,"1,368","1,737","1,547",21,"4,673",60,64,143,1,268,"4,941"
Montgomery,"1,044","3,450","2,289",36,"6,819",81,142,219,6,448,"7,267"
Muscatine,"7,719","7,791","10,792",175,"26,477",488,385,912,12,"1,797","28,274"
O'Brien,"1,118","5,595","2,456",47,"9,216",108,199,208,4,519,"9,735"
Osceola,452,"2,418","1,125",15,"4,010",22,73,84,1,180,"4,190"
Page,"1,503","4,865","2,991",54,"9,413",143,266,387,6,802,"10,215"
Palo Alto,"1,791","1,904","2,203",30,"5,928",89,55,166,2,312,"6,240"
Plymouth,"2,937","8,337","5,525",98,"16,897",165,319,348,10,842,"17,739"
Pocahontas,888,"1,986","1,832",31,"4,737",79,67,175,2,323,"5,060"
Polk,"115,572","80,143","95,107","3,201","294,023","6,690","4,103","6,251",267,"17,311","311,334"
Pottawattamie,"15,323","21,127","20,586",690,"57,726","1,601","1,455","2,465",102,"5,623","63,349"
Poweshiek,"4,046","3,656","5,187",64,"12,953",570,148,444,8,"1,170","14,123"
Ringgold,804,"1,461",759,9,"3,033",30,51,58,1,140,"3,173"
Sac,"1,194","3,186","2,459",26,"6,865",63,91,169,2,325,"7,190"
Scott,"34,804","30,522","48,494",955,"114,775","3,979","2,527","5,769",132,"12,407","127,182"
Shelby,"1,665","3,541","2,655",34,"7,895",96,143,201,4,444,"8,339"
Sioux,"1,795","15,356","4,325",71,"21,547",109,469,279,14,871,"22,418"
Story,"20,563","17,349","24,830",853,"63,595","2,280","1,603","3,285",145,"7,313","70,908"
Tama,"2,909","3,299","4,761",51,"11,020",130,101,316,2,549,"11,569"
Taylor,656,"1,840","1,220",24,"3,740",33,49,85,2,169,"3,909"
Union,"1,639","2,704","3,223",48,"7,614",114,122,336,3,575,"8,189"
Van Buren,846,"1,947","1,809",28,"4,630",58,81,122,5,266,"4,896"
Wapello,"7,652","5,362","6,950",108,"20,072",555,300,805,12,"1,672","21,744"
Warren,"9,766","11,645","12,543",257,"34,211",526,559,935,29,"2,049","36,260"
Washington,"3,045","5,743","5,429",121,"14,338",181,245,421,15,862,"15,200"
Wayne,883,"1,436","1,171",24,"3,514",27,61,68,3,159,"3,673"
Webster,"7,276","6,957","9,169",176,"23,578",561,390,961,7,"1,919","25,497"
Winnebago,"1,445","2,723","3,094",36,"7,298",105,123,302,2,532,"7,830"
Winneshiek,"4,054","4,210","5,435",63,"13,762",424,189,608,12,"1,233","14,995"
Woodbury,"17,380","19,674","20,286",442,"57,782","1,591","1,307","2,194",46,"5,138","62,920"
Worth,"1,278","1,860","2,042",21,"5,201",72,70,171,1,314,"5,515"
Wright,"1,711","3,335","2,589",39,"7,674",93,133,202,3,431,"8,105"
Totals,"613,899","640,180","743,886","16,262","2,014,227","43,815","33,306","64,874","1,655","143,650","2,157,877"
