County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Delaware,"2,618","4,684","4,280",51,"11,633",93,124,265,6,488,"12,121"
Des Moines,"10,505","7,611","8,297",187,"26,600",658,337,837,20,"1,852","28,452"
Dickinson,"2,860","6,326","4,011",79,"13,276",177,319,455,8,959,"14,235"
Dubuque,"27,209","19,306","18,913",498,"65,926","1,790","1,169","2,323",54,"5,336","71,262"
Emmet,"1,721","2,082","2,392",34,"6,229",102,141,311,2,556,"6,785"
Fayette,"3,548","4,325","3,943",70,"11,886",198,138,308,6,650,"12,536"
Floyd,"2,977","2,978","4,369",59,"10,383",246,141,455,6,848,"11,231"
Franklin,"1,304","3,001","1,924",32,"6,261",70,97,173,1,341,"6,602"
Fremont,"1,007","2,637","1,060",26,"4,730",92,159,201,6,458,"5,188"
Greene,"1,690","2,549","2,017",37,"6,293",63,85,177,6,331,"6,624"
Grundy,"1,647","4,156","2,657",44,"8,504",58,139,179,3,379,"8,883"
Guthrie,"1,791","3,127","2,766",50,"7,734",66,115,227,4,412,"8,146"
Hamilton,"2,404","4,347","2,965",55,"9,771",97,136,268,2,503,"10,274"
Hancock,"1,545","3,552","2,332",41,"7,470",82,110,202,3,397,"7,867"
Hardin,"2,731","4,990","3,412",61,"11,194",151,206,296,5,658,"11,852"
Harrison,"2,078","4,580","2,185",69,"8,912",38,76,70,3,187,"9,099"
Henry,"2,934","5,345","4,249",80,"12,608",239,298,598,7,"1,142","13,750"
Howard,"1,662","1,726","2,486",32,"5,906",89,76,223,1,389,"6,295"
Humboldt,"1,222","2,890","2,155",27,"6,294",64,103,168,3,338,"6,632"
Ida,830,"2,380","1,567",21,"4,798",29,60,101,2,192,"4,990"
Iowa,"2,779","4,773","4,108",84,"11,744",138,177,302,9,626,"12,370"
Jackson,"5,148","4,071","4,816",40,"14,075",194,133,433,2,762,"14,837"
Jasper,"8,329","8,374","8,446",132,"25,281",295,260,543,4,"1,102","26,383"
Jefferson,"4,492","3,487","2,691",92,"10,762",326,138,356,12,832,"11,594"
Johnson,"50,665","17,543","25,427",760,"94,395","7,133","3,211","6,884",255,"17,483","111,878"
Jones,"3,374","4,576","5,288",52,"13,290",123,140,373,6,642,"13,932"
Keokuk,"1,678","2,733","2,086",22,"6,519",79,96,150,2,327,"6,846"
Kossuth,"2,686","4,611","3,393",32,"10,722",102,160,316,4,582,"11,304"
Lee,"8,536","5,703","7,221",153,"21,613",580,323,"1,006",23,"1,932","23,545"
Linn,"59,970","41,062","47,370","1,509","149,911","2,924","2,044","3,539",148,"8,655","158,566"
Louisa,"1,751","2,739","2,345",34,"6,869",80,76,203,4,363,"7,232"
Lucas,"1,276","2,469","1,851",32,"5,628",72,106,173,2,353,"5,981"
Lyon,805,"6,216","1,193",20,"8,234",68,164,145,4,381,"8,615"
Madison,"2,835","4,753","3,520",90,"11,198",153,276,370,6,805,"12,003"
Mahaska,"2,714","7,058","4,045",92,"13,909",239,304,510,7,"1,060","14,969"
Marion,"5,397","10,486","6,797",143,"22,823",379,543,756,12,"1,690","24,513"
Marshall,"7,805","7,693","7,531",153,"23,182",444,382,872,15,"1,713","24,895"
Mills,"2,080","5,556","2,644",106,"10,386",96,161,173,9,439,"10,825"
Mitchell,"1,744","2,617","2,462",43,"6,866",103,113,198,4,418,"7,284"
Monona,"1,560","2,388","1,788",37,"5,773",112,136,246,10,504,"6,277"
Monroe,"1,361","1,995","1,398",31,"4,785",58,71,144,3,276,"5,061"
Montgomery,"1,242","3,704","1,936",37,"6,919",87,162,231,7,487,"7,406"
Muscatine,"8,699","8,736","9,539",220,"27,194",505,436,959,19,"1,919","29,113"
O'Brien,"1,274","5,813","2,135",55,"9,277",104,214,217,5,540,"9,817"
Osceola,487,"2,560","1,019",16,"4,082",24,74,93,1,192,"4,274"
Page,"1,756","5,135","2,400",58,"9,349",167,344,492,8,"1,011","10,360"
Palo Alto,"1,855","2,235","1,922",24,"6,036",89,68,176,2,335,"6,371"
Plymouth,"3,179","8,962","4,934",94,"17,169",165,342,374,10,891,"18,060"
Pocahontas,909,"2,290","1,512",30,"4,741",74,76,186,3,339,"5,080"
Polk,"132,620","85,436","84,799","3,053","305,908","7,215","4,549","6,924",295,"18,983","324,891"
Pottawattamie,"17,251","23,296","18,198",693,"59,438","1,665","1,614","2,638",105,"6,022","65,460"
Poweshiek,"4,620","3,966","4,636",56,"13,278",566,146,458,11,"1,181","14,459"
Ringgold,609,"1,971",544,11,"3,135",25,61,61,1,148,"3,283"
Sac,"1,242","3,611","2,034",24,"6,911",68,104,175,1,348,"7,259"
Scott,"40,870","33,240","42,999","1,027","118,136","4,116","2,706","6,160",154,"13,136","131,272"
Shelby,"1,815","3,926","2,299",35,"8,075",99,148,197,6,450,"8,525"
Sioux,"2,111","15,948","3,784",76,"21,919",122,542,303,14,981,"22,900"
Story,"23,942","17,804","21,285",787,"63,818","2,577","1,768","3,448",162,"7,955","71,773"
Tama,"3,177","3,662","4,189",67,"11,095",134,112,336,2,584,"11,679"
Taylor,661,"2,052","1,096",26,"3,835",35,60,94,2,191,"4,026"
Union,"1,709","3,327","2,676",41,"7,753",117,137,379,2,635,"8,388"
Van Buren,868,"2,441","1,410",20,"4,739",61,82,122,5,270,"5,009"
Wapello,"7,631","6,078","6,483",124,"20,316",563,326,848,12,"1,749","22,065"
Warren,"11,065","13,116","10,932",259,"35,372",529,636,951,29,"2,145","37,517"
Washington,"3,615","5,956","4,870",118,"14,559",188,264,444,20,916,"15,475"
Wayne,886,"1,640","1,073",22,"3,621",31,64,83,2,180,"3,801"
Webster,"7,695","7,797","8,110",178,"23,780",574,435,978,13,"2,000","25,780"
Winnebago,"1,786","2,974","2,614",42,"7,416",110,150,338,2,600,"8,016"
Winneshiek,"4,843","4,624","4,539",63,"14,069",427,199,631,13,"1,270","15,339"
Woodbury,"18,670","22,503","17,465",427,"59,065","1,700","1,407","2,344",55,"5,506","64,571"
Worth,"1,411","2,006","1,828",23,"5,268",75,78,202,2,357,"5,625"
Wright,"1,868","3,536","2,286",38,"7,728",100,149,219,2,470,"8,198"
Totals,"690,251","703,336","646,725","15,773","2,056,085","47,859","37,586","71,035","1,943","158,423","2,214,508"
