County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Ringgold,800,"1,464",761,9,"3,034",30,51,59,1,141,"3,175"
Sac,"1,196","3,182","2,446",26,"6,850",65,90,172,2,329,"7,179"
Scott,"34,744","30,496","48,196",947,"114,383","3,988","2,534","5,786",132,"12,440","126,823"
Shelby,"1,654","3,521","2,642",34,"7,851",96,145,202,3,446,"8,297"
Sioux,"1,784","15,331","4,261",69,"21,445",111,473,283,14,881,"22,326"
Story,"20,499","17,316","24,646",852,"63,313","2,279","1,614","3,298",148,"7,339","70,652"
Tama,"2,906","3,288","4,741",52,"10,987",132,104,314,2,552,"11,539"
Taylor,659,"1,836","1,209",23,"3,727",34,51,85,2,172,"3,899"
Union,"1,633","2,697","3,206",48,"7,584",114,125,340,3,582,"8,166"
Van Buren,844,"1,947","1,796",28,"4,615",58,82,125,5,270,"4,885"
Wapello,"7,675","5,332","6,889",109,"20,005",560,307,810,12,"1,689","21,694"
Warren,"9,724","11,597","12,405",253,"33,979",525,558,936,28,"2,047","36,026"
Washington,"3,041","5,716","5,367",121,"14,245",181,247,423,15,866,"15,111"
Wayne,883,"1,436","1,163",22,"3,504",27,62,69,3,161,"3,665"
Webster,"7,283","6,963","9,113",172,"23,531",561,391,968,7,"1,927","25,458"
Winnebago,"1,437","2,728","3,074",36,"7,275",105,123,305,2,535,"7,810"
Winneshiek,"4,042","4,216","5,412",62,"13,732",427,190,610,12,"1,239","14,971"
Woodbury,"17,375","19,695","20,179",440,"57,689","1,596","1,318","2,202",46,"5,162","62,851"
Worth,"1,277","1,862","2,030",21,"5,190",73,70,171,1,315,"5,505"
Wright,"1,715","3,335","2,575",39,"7,664",94,134,205,3,436,"8,100"
Totals,"612,611","639,425","739,348","16,177","2,007,561","44,031","33,530","65,242","1,671","144,474","2,152,035"
