County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Linn,"48,950","37,780","1,070","51,808",322,"139,930","3,711","2,311",103,"4,558",33,"10,716","150,646"
Louisa,"1,586","2,427",15,"2,653",5,"6,686",106,119,1,247,1,474,"7,160"
Lucas,"1,201","2,255",11,"1,969",3,"5,439",77,132,2,216,1,428,"5,867"
Lyon,820,"5,416",12,"1,665",1,"7,914",103,232,3,201,1,540,"8,454"
Madison,"2,544","4,218",38,"3,765",9,"10,574",157,290,4,395,0,846,"11,420"
Mahaska,"2,364","6,724",67,"4,337",15,"13,507",320,345,6,554,0,"1,225","14,732"
Marion,"5,029","9,259",74,"7,716",17,"22,095",350,574,9,753,2,"1,688","23,783"
Marshall,"6,792","7,266",68,"8,845",23,"22,994",475,370,8,812,1,"1,666","24,660"
Mills,"1,860","4,895",62,"2,996",19,"9,832",106,163,5,160,2,436,"10,268"
Mitchell,"1,582","2,498",8,"2,722",5,"6,815",85,91,1,195,0,372,"7,187"
Monona,"1,628","2,012",16,"2,208",7,"5,871",78,94,2,153,1,328,"6,199"
Monroe,"1,446","1,654",12,"1,564",0,"4,676",84,90,1,134,1,310,"4,986"
Montgomery,982,"3,508",13,"2,228",7,"6,738",73,171,3,240,0,487,"7,225"
Muscatine,"7,629","7,888",84,"10,285",41,"25,927",656,507,10,"1,166",3,"2,342","28,269"
O'Brien,"1,118","5,644",25,"2,363",9,"9,159",113,225,5,234,1,578,"9,737"
Osceola,446,"2,473",3,"1,111",5,"4,038",25,89,0,97,1,212,"4,250"
Page,"1,403","4,994",26,"2,810",10,"9,243",145,284,6,386,0,821,"10,064"
Palo Alto,"1,910","1,739",15,"2,275",5,"5,944",90,60,0,162,0,312,"6,256"
Plymouth,"2,959","8,259",59,"5,343",24,"16,644",181,378,6,389,1,955,"17,599"
Pocahontas,896,"1,991",15,"1,863",4,"4,769",74,81,3,193,0,351,"5,120"
Polk,"106,455","82,500","2,018","87,356",521,"278,850","8,470","5,755",236,"8,510",59,"23,030","301,880"
Pottawattamie,"14,875","20,693",405,"19,774",120,"55,867","2,414","2,193",59,"3,652",17,"8,335","64,202"
Poweshiek,"3,922","3,661",41,"4,845",11,"12,480",743,182,9,733,4,"1,671","14,151"
Ringgold,791,"1,465",5,764,0,"3,025",49,69,0,77,0,195,"3,220"
Sac,"1,206","3,100",15,"2,447",6,"6,774",76,116,0,218,0,410,"7,184"
Scott,"34,385","30,923",629,"46,713",187,"112,837","3,884","2,852",90,"5,731",23,"12,580","125,417"
Shelby,"1,671","3,532",17,"2,656",3,"7,879",88,136,5,182,1,412,"8,291"
Sioux,"1,662","15,271",42,"4,050",16,"21,041",151,529,10,375,3,"1,068","22,109"
Story,"18,137","17,263",521,"22,689",155,"58,765","2,741","2,001",116,"3,866",31,"8,755","67,520"
Tama,"2,919","3,305",26,"4,782",8,"11,040",182,126,2,374,0,684,"11,724"
Taylor,645,"1,841",20,"1,218",0,"3,724",35,69,2,98,0,204,"3,928"
Union,"1,585","2,640",21,"3,274",5,"7,525",115,163,1,362,1,642,"8,167"
Van Buren,922,"2,009",15,"1,647",10,"4,603",57,89,4,140,1,291,"4,894"
Wapello,"7,805","5,261",62,"6,826",35,"19,989",678,376,7,962,0,"2,023","22,012"
Warren,"9,190","11,322",147,"11,723",26,"32,408",637,718,18,"1,133",3,"2,509","34,917"
Washington,"2,862","5,949",68,"5,102",26,"14,007",178,281,7,468,1,935,"14,942"
Wayne,875,"1,396",9,"1,222",1,"3,503",43,71,1,83,1,199,"3,702"
Webster,"7,586","6,911",97,"9,347",46,"23,987",491,307,3,816,1,"1,618","25,605"
Winnebago,"1,438","2,753",22,"2,949",7,"7,169",168,157,1,343,0,669,"7,838"
Winneshiek,"3,856","4,328",27,"5,219",20,"13,450",336,168,4,541,4,"1,053","14,503"
Woodbury,"17,104","19,722",218,"19,201",77,"56,322","1,713","1,390",30,"2,282",10,"5,425","61,747"
Worth,"1,285","1,915",5,"2,006",1,"5,212",128,106,2,264,0,500,"5,712"
Wright,"1,742","3,317",24,"2,620",8,"7,711",138,171,2,258,1,570,"8,281"
Totals,"590,510","638,741","9,431","712,993","2,848","1,954,523","53,559","42,275","1,243","78,895",387,"176,359","2,130,882"
