County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Clarke,"1,470","1,827",19,"2,224",3,"5,543",71,86,3,228,0,388,"5,931"
Clay,"1,821","5,463",36,"3,499",5,"10,824",165,273,3,432,1,874,"11,698"
Clayton,"3,228","3,495",38,"4,635",4,"11,400",179,159,0,308,2,648,"12,048"
Clinton,"9,401","7,486",76,"13,698",38,"30,699",709,372,10,"1,187",8,"2,286","32,985"
Crawford,"2,428","3,221",19,"3,721",8,"9,397",153,167,2,303,0,625,"10,022"
Dallas,"12,272","19,169",292,"21,626",55,"53,414","1,057","1,610",32,"2,371",5,"5,075","58,489"
Davis,"1,604","1,717",7,"1,445",3,"4,776",86,91,1,149,2,329,"5,105"
Decatur,"1,272","1,724",23,"1,381",6,"4,406",164,114,3,191,1,473,"4,879"
Delaware,"2,236","4,317",24,"4,708",9,"11,294",112,116,2,249,1,480,"11,774"
Des Moines,"10,078","6,515",108,"8,930",37,"25,668",846,426,13,"1,078",5,"2,368","28,036"
Dickinson,"2,317","5,450",52,"4,656",7,"12,482",177,286,4,430,3,900,"13,382"
Dubuque,"24,688","15,993",289,"22,440",87,"63,497","1,708","1,018",31,"2,027",18,"4,802","68,299"
Emmet,"1,691","1,792",11,"2,734",2,"6,230",114,123,1,317,1,556,"6,786"
Fayette,"3,240","4,000",36,"4,274",12,"11,562",182,121,4,278,2,587,"12,149"
Floyd,"2,821","2,647",27,"4,737",10,"10,242",241,140,6,424,1,812,"11,054"
Franklin,"1,132","3,056",14,"2,087",3,"6,292",78,105,0,190,1,374,"6,666"
Fremont,970,"2,193",11,"1,454",7,"4,635",90,122,0,179,0,391,"5,026"
Greene,"1,558","2,373",23,"2,210",4,"6,168",74,105,5,192,1,377,"6,545"
Grundy,"1,348","3,954",20,"3,166",5,"8,493",71,176,4,241,2,494,"8,987"
Guthrie,"1,589","2,741",34,"3,086",3,"7,453",65,97,1,192,0,355,"7,808"
Hamilton,"2,207","3,885",32,"3,486",11,"9,621",129,141,2,318,1,591,"10,212"
Hancock,"1,383","3,250",11,"2,751",8,"7,403",77,105,3,249,0,434,"7,837"
Hardin,"2,403","4,555",43,"3,893",11,"10,905",149,226,3,314,1,693,"11,598"
Harrison,"2,017","3,679",36,"2,632",13,"8,377",46,93,1,106,1,247,"8,624"
Henry,"2,522","4,901",47,"4,846",9,"12,325",293,302,3,666,1,"1,265","13,590"
Howard,"1,640","1,426",14,"2,660",1,"5,741",98,67,0,234,0,399,"6,140"
Humboldt,"1,151","2,607",14,"2,426",3,"6,201",73,105,2,209,0,389,"6,590"
Ida,740,"2,179",15,"1,694",3,"4,631",41,74,0,122,0,237,"4,868"
Iowa,"2,482","3,863",45,"4,908",7,"11,305",130,183,0,334,0,647,"11,952"
Jackson,"4,716","3,091",24,"5,828",7,"13,666",248,150,2,486,1,887,"14,553"
Jasper,"7,928","7,244",63,"8,909",19,"24,163",404,321,2,671,1,"1,399","25,562"
Jefferson,"3,794","3,231",45,"3,017",42,"10,129",332,160,9,406,10,917,"11,046"
Johnson,"41,026","18,075",615,"29,729",209,"89,654","6,858","3,191",133,"7,362",60,"17,604","107,258"
Jones,"3,017","3,708",21,"6,114",7,"12,867",129,131,6,407,1,674,"13,541"
Keokuk,"1,768","2,346",12,"2,247",5,"6,378",127,104,0,201,0,432,"6,810"
Kossuth,"2,877","3,459",22,"4,359",9,"10,726",149,162,1,350,0,662,"11,388"
Lee,"8,733","4,362",88,"8,081",21,"21,285",622,318,12,"1,033",3,"1,988","23,273"
Linn,"48,903","37,781","1,077","52,100",322,"140,183","3,578","2,161",102,"4,372",32,"10,245","150,428"
Louisa,"1,583","2,422",15,"2,660",5,"6,685",103,111,1,241,1,457,"7,142"
Lucas,"1,200","2,267",12,"1,985",3,"5,467",76,121,2,211,1,411,"5,878"
Lyon,820,"5,429",13,"1,671",1,"7,934",98,220,2,195,1,516,"8,450"
Madison,"2,540","4,214",39,"3,789",9,"10,591",150,268,4,378,0,800,"11,391"
Mahaska,"2,364","6,728",66,"4,349",14,"13,521",302,325,6,534,1,"1,168","14,689"
Marion,"5,028","9,259",73,"7,752",17,"22,129",339,530,9,729,2,"1,609","23,738"
Marshall,"6,716","7,223",66,"8,784",24,"22,813",520,378,8,865,1,"1,772","24,585"
Mills,"1,879","4,921",66,"3,017",19,"9,902",86,132,4,130,2,354,"10,256"
Mitchell,"1,583","2,496",9,"2,736",5,"6,829",78,85,1,181,0,345,"7,174"
Monona,"1,612","2,025",15,"2,214",7,"5,873",72,84,2,143,1,302,"6,175"
Monroe,"1,442","1,653",12,"1,569",0,"4,676",83,83,1,134,1,302,"4,978"
Montgomery,983,"3,505",15,"2,239",5,"6,747",69,165,3,230,1,468,"7,215"
Muscatine,"7,638","7,887",88,"10,330",41,"25,984",624,468,10,"1,127",3,"2,232","28,216"
O'Brien,"1,116","5,641",25,"2,380",10,"9,172",106,207,6,227,1,547,"9,719"
Osceola,446,"2,468",3,"1,113",5,"4,035",24,77,0,89,1,191,"4,226"
Page,"1,407","4,986",25,"2,826",10,"9,254",138,260,7,374,0,779,"10,033"
Palo Alto,"1,905","1,750",15,"2,303",5,"5,978",88,51,0,148,0,287,"6,265"
Plymouth,"2,955","8,262",59,"5,360",24,"16,660",167,345,5,373,1,891,"17,551"
Pocahontas,889,"1,987",16,"1,864",4,"4,760",75,71,3,184,0,333,"5,093"
Polk,"106,459","82,493","2,045","88,019",519,"279,535","8,039","5,190",223,"8,070",60,"21,582","301,117"
Pottawattamie,"14,884","20,727",413,"19,856",121,"56,001","2,351","2,093",58,"3,596",17,"8,115","64,116"
Poweshiek,"3,918","3,663",43,"4,868",11,"12,503",730,163,9,712,4,"1,618","14,121"
Ringgold,790,"1,460",5,765,0,"3,020",49,69,0,75,0,193,"3,213"
Sac,"1,209","3,102",17,"2,448",6,"6,782",73,106,0,210,0,389,"7,171"
Scott,"34,217","30,904",634,"46,838",186,"112,779","3,850","2,689",87,"5,669",24,"12,319","125,098"
Shelby,"1,674","3,532",17,"2,658",3,"7,884",81,122,5,173,0,381,"8,265"
Sioux,"1,664","15,275",44,"4,070",16,"21,069",133,495,8,349,3,988,"22,057"
Story,"18,130","17,252",529,"22,716",159,"58,786","2,608","1,853",107,"3,741",31,"8,340","67,126"
Tama,"2,911","3,304",26,"4,787",9,"11,037",166,105,1,361,0,633,"11,670"
Taylor,640,"1,839",21,"1,218",0,"3,718",34,67,2,94,0,197,"3,915"
Union,"1,584","2,634",22,"3,277",5,"7,522",108,155,1,359,1,624,"8,146"
Van Buren,923,"1,993",15,"1,664",10,"4,605",56,78,4,138,0,276,"4,881"
Wapello,"7,799","5,252",64,"6,856",37,"20,008",642,342,7,932,0,"1,923","21,931"
Warren,"9,174","11,341",146,"11,799",25,"32,485",599,672,16,"1,075",3,"2,365","34,850"
Washington,"2,864","5,949",70,"5,114",26,"14,023",168,256,6,438,1,869,"14,892"
Wayne,869,"1,399",9,"1,221",1,"3,499",37,67,1,76,1,182,"3,681"
Webster,"7,572","6,908",96,"9,365",46,"23,987",488,305,3,816,2,"1,614","25,601"
Winnebago,"1,439","2,754",22,"2,966",7,"7,188",156,143,1,329,0,629,"7,817"
Winneshiek,"3,911","4,332",31,"5,283",21,"13,578",320,161,4,518,4,"1,007","14,585"
Woodbury,"17,081","19,728",219,"19,284",75,"56,387","1,668","1,322",29,"2,239",12,"5,270","61,657"
Worth,"1,284","1,914",5,"2,013",1,"5,217",123,100,2,253,0,478,"5,695"
Wright,"1,734","3,309",24,"2,623",8,"7,698",127,156,2,250,1,536,"8,234"
Totals,"590,091","638,789","9,536","716,382","2,856","1,957,654","51,250","39,096","1,175","76,008",385,"167,914","2,125,568"
