County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Warren,"10,024","11,741",223,"12,202",28,"34,218",500,565,11,937,4,"2,017","36,235"
Washington,"3,111","5,850",96,"5,252",24,"14,333",143,221,5,411,1,781,"15,114"
Wayne,914,"1,472",19,"1,203",3,"3,611",31,62,1,55,1,150,"3,761"
Webster,"7,666","7,173",125,"9,199",46,"24,209",461,279,3,763,2,"1,508","25,717"
Winnebago,"1,508","2,786",29,"3,034",6,"7,363",142,122,1,302,0,567,"7,930"
Winneshiek,"4,279","4,376",40,"5,571",23,"14,289",282,141,4,469,4,900,"15,189"
Woodbury,"18,021","20,125",373,"19,711",79,"58,309","1,531","1,236",27,"2,071",10,"4,875","63,184"
Worth,"1,340","1,913",21,"2,080",1,"5,355",108,90,1,236,0,435,"5,790"
Wright,"1,762","3,420",32,"2,585",9,"7,808",102,137,2,227,1,469,"8,277"
Totals,"630,696","652,937","13,322","729,695","2,890","2,029,540","46,156","34,538","1,024","69,318",350,"151,386","2,180,926"
