County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Fremont,"1,124","1,981","1,635",5,"4,745",136,206,301,1,644,"5,389"
Greene,"1,792","2,092","2,303",9,"6,196",104,126,230,1,461,"6,657"
Grundy,"1,404","3,988","3,036",16,"8,444",58,133,212,3,406,"8,850"
Guthrie,"1,739","2,660","2,818",25,"7,242",109,137,291,1,538,"7,780"
Hamilton,"2,499","3,473","3,794",18,"9,784",122,160,270,1,553,"10,337"
Hancock,"1,461","3,218","2,798",7,"7,484",121,126,261,0,508,"7,992"
Hardin,"2,508","4,562","3,929",15,"11,014",221,202,360,1,784,"11,798"
Harrison,"2,085","3,564","2,295",32,"7,976",38,43,58,1,140,"8,116"
Henry,"2,688","5,038","4,824",24,"12,574",361,323,658,2,"1,344","13,918"
Howard,"1,751","1,403","2,598",4,"5,756",106,70,263,0,439,"6,195"
Humboldt,"1,254","2,600","2,383",5,"6,242",83,80,185,0,348,"6,590"
Ida,836,"2,158","1,777",10,"4,781",54,101,184,0,339,"5,120"
Iowa,"2,598","3,813","4,907",23,"11,341",160,185,341,2,688,"12,029"
Jackson,"5,284","2,798","5,635",18,"13,735",278,150,468,4,900,"14,635"
Jasper,"8,113","7,106","8,406",39,"23,664",487,393,870,3,"1,753","25,417"
Jefferson,"3,367","3,382","3,357",74,"10,180",235,163,371,7,776,"10,956"
Johnson,"38,119","17,939","31,969",585,"88,612","4,863","2,302","5,344",84,"12,593","101,205"
Jones,"3,244","3,663","5,862",17,"12,786",133,109,333,0,575,"13,361"
Keokuk,"2,023","2,254","2,306",5,"6,588",135,77,237,2,451,"7,039"
Kossuth,"3,248","3,357","4,286",10,"10,901",95,94,267,1,457,"11,358"
Lee,"9,454","4,037","8,131",47,"21,669",664,294,931,3,"1,892","23,561"
Linn,"46,233","36,520","49,843",635,"133,231","5,149","2,788","6,211",76,"14,224","147,455"
Louisa,"1,651","2,342","2,496",11,"6,500",193,141,368,1,703,"7,203"
Lucas,"1,319","2,184","1,978",8,"5,489",68,86,184,0,338,"5,827"
Lyon,851,"5,378","1,682",4,"7,915",82,167,146,0,395,"8,310"
Madison,"2,708","3,923","3,775",21,"10,427",162,220,323,1,706,"11,133"
Mahaska,"2,896","5,881","4,872",45,"13,694",241,206,417,3,867,"14,561"
Marion,"5,137","9,019","7,626",40,"21,822",376,510,643,5,"1,534","23,356"
Marshall,"6,983","7,361","9,081",32,"23,457",581,497,947,2,"2,027","25,484"
Mills,"1,895","4,778","3,049",24,"9,746",164,286,364,4,818,"10,564"
Mitchell,"1,720","2,416","2,723",10,"6,869",104,104,169,1,378,"7,247"
Monona,"1,910","1,841","2,362",8,"6,121",106,115,203,0,424,"6,545"
Monroe,"1,630","1,505","1,546",7,"4,688",81,61,115,2,259,"4,947"
Montgomery,992,"3,673","2,088",6,"6,759",84,202,243,0,529,"7,288"
Muscatine,"7,531","7,910","10,482",50,"25,973",558,568,"1,018",1,"2,145","28,118"
O'Brien,"1,276","5,274","2,657",14,"9,221",90,216,256,1,563,"9,784"
Osceola,490,"2,502","1,088",4,"4,084",33,104,115,0,252,"4,336"
Page,"1,496","4,220","3,366",11,"9,093",175,237,509,5,926,"10,019"
Palo Alto,"2,212","1,597","2,148",9,"5,966",121,87,231,0,439,"6,405"
Plymouth,"3,073","7,666","5,446",32,"16,217",286,440,588,3,"1,317","17,534"
Pocahontas,"1,057","1,656","2,197",15,"4,925",39,72,149,0,260,"5,185"
Polk,"101,793","81,471","84,229","1,323","268,816","5,313","3,933","5,847",81,"15,174","283,990"
Pottawattamie,"15,566","20,775","19,617",215,"56,173","1,240",986,"1,625",17,"3,868","60,041"
Poweshiek,"3,688","3,649","5,250",47,"12,634",401,110,371,2,884,"13,518"
Ringgold,842,"1,454",744,2,"3,042",39,45,60,0,144,"3,186"
Sac,"1,294","3,078","2,550",5,"6,927",71,104,166,0,341,"7,268"
Scott,"34,626","30,361","45,568",466,"111,021","3,014","2,110","4,598",25,"9,747","120,768"
Shelby,"1,758","3,538","2,605",8,"7,909",65,70,118,1,254,"8,163"
Sioux,"1,627","14,391","3,939",25,"19,982",93,431,332,2,858,"20,840"
Story,"15,636","15,886","21,986",365,"53,873","2,146","1,554","3,284",53,"7,037","60,910"
Tama,"3,144","3,249","4,604",16,"11,013",148,124,340,1,613,"11,626"
Taylor,704,"1,819","1,229",7,"3,759",83,115,231,0,429,"4,188"
Union,"1,652","2,709","3,119",11,"7,491",83,101,204,0,388,"7,879"
Van Buren,981,"2,109","1,532",16,"4,638",68,113,179,0,360,"4,998"
Wapello,"8,756","5,010","7,035",41,"20,842",613,328,720,3,"1,664","22,506"
Warren,"9,330","10,763","11,003",64,"31,160",582,566,974,5,"2,127","33,287"
Washington,"2,901","5,605","5,215",47,"13,768",149,188,370,2,709,"14,477"
Wayne,946,"1,345","1,156",3,"3,450",55,77,80,0,212,"3,662"
Webster,"8,282","6,405","8,419",56,"23,162",661,439,"1,023",4,"2,127","25,289"
Winnebago,"1,500","2,869","2,805",7,"7,181",117,113,220,0,450,"7,631"
Winneshiek,"3,526","4,319","5,326",24,"13,195",179,105,270,0,554,"13,749"
Woodbury,"18,003","18,756","18,918",146,"55,823","1,578","1,213","2,023",19,"4,833","60,656"
Worth,"1,449","1,704","2,057",3,"5,213",114,79,238,2,433,"5,646"
Wright,"1,846","3,429","2,648",11,"7,934",141,196,271,1,609,"8,543"
Totals,"593,484","614,601","710,331","6,193","1,924,609","44,673","33,976","67,137",550,"146,336","2,070,945"
