County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Dubuque,"25,803","15,521","21,180",215,"62,719","1,860","1,039","2,241",32,"5,172","67,891"
Emmet,"1,844","1,762","2,703",8,"6,317",244,174,563,0,981,"7,298"
Fayette,"3,505","3,994","3,946",33,"11,478",209,123,323,4,659,"12,137"
Floyd,"3,022","2,714","4,563",13,"10,312",206,141,361,4,712,"11,024"
Franklin,"1,191","3,191","2,103",4,"6,489",62,82,206,2,352,"6,841"
Fremont,"1,026","2,188","1,486",9,"4,709",159,216,320,1,696,"5,405"
Greene,"1,605","2,504","2,095",13,"6,217",111,126,257,3,497,"6,714"
Grundy,"1,401","4,067","3,021",15,"8,504",70,132,248,3,453,"8,957"
Guthrie,"1,693","2,764","2,845",24,"7,326",115,157,321,0,593,"7,919"
Hamilton,"2,359","4,003","3,375",29,"9,766",154,181,316,1,652,"10,418"
Hancock,"1,496","3,298","2,665",8,"7,467",115,135,320,2,572,"8,039"
Hardin,"2,541","4,668","3,762",19,"10,990",251,229,438,3,921,"11,911"
Harrison,"2,080","3,630","2,171",27,"7,908",36,56,69,1,162,"8,070"
Henry,"2,776","5,125","4,710",24,"12,635",417,376,752,2,"1,547","14,182"
Howard,"1,796","1,416","2,579",6,"5,797",114,91,292,0,497,"6,294"
Humboldt,"1,225","2,639","2,322",6,"6,192",103,110,225,0,438,"6,630"
Ida,812,"2,292","1,669",10,"4,783",50,111,205,0,366,"5,149"
Iowa,"2,676","3,990","4,773",35,"11,474",147,221,382,3,753,"12,227"
Jackson,"5,145","3,168","5,437",20,"13,770",293,171,582,5,"1,051","14,821"
Jasper,"8,583","7,254","8,189",42,"24,068",524,431,940,4,"1,899","25,967"
Jefferson,"3,912","3,297","2,931",53,"10,193",315,200,442,14,971,"11,164"
Johnson,"40,979","17,991","24,124",487,"83,581","8,064","3,882","9,454",169,"21,569","105,150"
Jones,"3,241","3,770","5,780",17,"12,808",145,136,396,1,678,"13,486"
Keokuk,"1,985","2,336","2,178",10,"6,509",156,106,279,2,543,"7,052"
Kossuth,"3,096","3,494","4,211",13,"10,814",94,107,236,1,438,"11,252"
Lee,"9,440","4,236","7,621",62,"21,359",840,369,"1,194",5,"2,408","23,767"
Linn,"50,411","38,367","47,490",740,"137,008","5,084","2,945","6,165",96,"14,290","151,298"
Louisa,"1,642","2,450","2,458",9,"6,559",211,149,422,1,783,"7,342"
Lucas,"1,310","2,254","1,906",8,"5,478",85,120,237,2,444,"5,922"
Lyon,857,"5,421","1,629",9,"7,916",96,210,185,0,491,"8,407"
Madison,"2,683","4,192","3,635",21,"10,531",178,247,411,3,839,"11,370"
Mahaska,"2,575","6,930","4,054",51,"13,610",313,306,562,2,"1,183","14,793"
Marion,"5,355","9,458","7,254",47,"22,114",416,612,801,10,"1,839","23,953"
Marshall,"7,206","7,571","8,604",43,"23,424",663,537,"1,105",4,"2,309","25,733"
Mills,"2,004","5,062","2,919",40,"10,025",199,301,431,3,934,"10,959"
Mitchell,"1,670","2,473","2,659",9,"6,811",111,115,206,1,433,"7,244"
Monona,"1,789","2,038","2,202",10,"6,039",127,143,247,1,518,"6,557"
Monroe,"1,547","1,624","1,472",3,"4,646",112,81,145,3,341,"4,987"
Montgomery,"1,043","3,589","2,090",8,"6,730",93,212,276,1,582,"7,312"
Muscatine,"7,955","8,131","9,592",66,"25,744",824,715,"1,455",3,"2,997","28,741"
O'Brien,"1,184","5,781","2,283",16,"9,264",107,243,317,2,669,"9,933"
Osceola,490,"2,513","1,064",5,"4,072",30,109,135,0,274,"4,346"
Page,"1,418","5,128","2,774",18,"9,338",178,276,543,6,"1,003","10,341"
Palo Alto,"2,068","1,782","2,103",9,"5,962",120,91,214,1,426,"6,388"
Plymouth,"3,031","8,191","5,200",38,"16,460",315,463,622,3,"1,403","17,863"
Pocahontas,964,"2,058","1,893",13,"4,928",57,81,185,1,324,"5,252"
Polk,"108,167","84,256","77,944","1,473","271,840","7,929","5,359","8,149",136,"21,573","293,413"
Pottawattamie,"15,251","20,663","18,413",293,"54,620","2,092","1,759","3,087",35,"6,973","61,593"
Poweshiek,"4,050","3,702","4,493",33,"12,278",907,197,769,10,"1,883","14,161"
Ringgold,839,"1,516",695,3,"3,053",49,46,75,0,170,"3,223"
Sac,"1,277","3,124","2,453",8,"6,862",80,140,236,0,456,"7,318"
Scott,"36,631","32,413","42,636",572,"112,252","3,900","2,747","6,008",56,"12,711","124,963"
Shelby,"1,782","3,559","2,414",9,"7,764",63,89,135,1,288,"8,052"
Sioux,"1,667","15,184","3,564",25,"20,440",122,533,431,3,"1,089","21,529"
Story,"18,900","17,885","18,723",400,"55,908","2,477","1,740","3,721",75,"8,013","63,921"
Tama,"3,169","3,378","4,453",15,"11,015",181,135,434,2,752,"11,767"
Taylor,686,"1,862","1,149",8,"3,705",81,118,232,0,431,"4,136"
Union,"1,728","2,740","3,092",11,"7,571",96,119,264,0,479,"8,050"
Van Buren,"1,008","2,123","1,537",15,"4,683",72,110,195,2,379,"5,062"
Wapello,"8,621","5,321","6,577",49,"20,568",746,389,932,3,"2,070","22,638"
Warren,"9,645","11,482","10,584",84,"31,795",677,666,"1,124",9,"2,476","34,271"
Washington,"2,956","6,246","4,747",65,"14,014",179,248,457,4,888,"14,902"
Wayne,954,"1,392","1,102",5,"3,453",61,80,94,0,235,"3,688"
Webster,"8,114","6,761","8,288",62,"23,225",724,498,"1,120",8,"2,350","25,575"
Winnebago,"1,507","2,852","2,727",10,"7,096",171,142,301,0,614,"7,710"
Winneshiek,"4,025","4,444","4,808",26,"13,303",218,124,354,0,696,"13,999"
Woodbury,"17,770","20,255","17,897",165,"56,087","1,750","1,275","2,300",24,"5,349","61,436"
Worth,"1,354","1,939","1,923",5,"5,221",125,81,261,2,469,"5,690"
Wright,"1,875","3,425","2,514",13,"7,827",153,223,327,2,705,"8,532"
Totals,"615,431","649,570","660,569","6,964","1,932,534","56,806","42,111","84,808",906,"184,631","2,117,165"
