County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Delaware,"2,469","3,765","4,954",6,"11,194",86,107,208,0,401,"11,595"
Des Moines,"10,750","5,951","8,652",58,"25,411",799,413,966,6,"2,184","27,595"
Dickinson,"2,341","5,054","4,522",28,"11,945",139,222,304,3,668,"12,613"
Dubuque,"24,318","14,852","22,248",202,"61,620","1,650",908,"2,046",20,"4,624","66,244"
Emmet,"1,859","1,597","2,745",8,"6,209",247,169,546,0,962,"7,171"
Fayette,"3,473","3,878","4,167",33,"11,551",206,128,311,5,650,"12,201"
Floyd,"3,025","2,569","4,709",14,"10,317",171,108,326,3,608,"10,925"
Franklin,"1,221","3,022","2,277",6,"6,526",61,70,177,2,310,"6,836"
Fremont,"1,096","1,954","1,608",6,"4,664",156,217,324,1,698,"5,362"
Greene,"1,772","2,065","2,263",11,"6,111",108,128,254,1,491,"6,602"
Grundy,"1,380","3,949","3,025",16,"8,370",70,128,240,3,441,"8,811"
Guthrie,"1,722","2,635","2,901",27,"7,285",110,142,298,0,550,"7,835"
Hamilton,"2,472","3,421","3,774",23,"9,690",145,173,300,1,619,"10,309"
Hancock,"1,446","3,199","2,779",7,"7,431",121,125,298,1,545,"7,976"
Hardin,"2,478","4,544","3,919",17,"10,958",235,207,403,2,847,"11,805"
Harrison,"2,066","3,538","2,315",31,"7,950",37,48,63,2,150,"8,100"
Henry,"2,648","5,008","4,780",25,"12,461",388,326,719,2,"1,435","13,896"
Howard,"1,727","1,380","2,609",4,"5,720",112,81,279,0,472,"6,192"
Humboldt,"1,230","2,574","2,377",5,"6,186",89,94,199,0,382,"6,568"
Ida,827,"2,155","1,768",11,"4,761",54,106,211,0,371,"5,132"
Iowa,"2,588","3,795","4,904",23,"11,310",160,202,381,2,745,"12,055"
Jackson,"5,187","2,769","5,630",19,"13,605",291,159,542,3,995,"14,600"
Jasper,"8,014","7,069","8,523",41,"23,647",503,384,883,3,"1,773","25,420"
Jefferson,"3,311","3,324","3,293",69,"9,997",276,180,434,12,902,"10,899"
Johnson,"37,352","17,586","31,138",591,"86,667","5,463","2,560","6,156",99,"14,278","100,945"
Jones,"3,203","3,631","5,883",18,"12,735",139,116,365,1,621,"13,356"
Keokuk,"1,992","2,231","2,304",6,"6,533",143,93,270,2,508,"7,041"
Kossuth,"3,205","3,321","4,305",11,"10,842",108,109,290,1,508,"11,350"
Lee,"9,253","3,962","8,040",46,"21,301",761,336,"1,108",5,"2,210","23,511"
Linn,"46,063","36,465","50,106",676,"133,310","5,134","2,769","6,232",78,"14,213","147,523"
Louisa,"1,628","2,322","2,482",12,"6,444",204,146,395,1,746,"7,190"
Lucas,"1,308","2,155","1,966",7,"5,436",81,107,216,1,405,"5,841"
Lyon,827,"5,328","1,682",5,"7,842",93,193,169,0,455,"8,297"
Madison,"2,677","3,883","3,782",21,"10,363",159,225,346,0,730,"11,093"
Mahaska,"2,809","5,810","4,796",50,"13,465",291,279,496,3,"1,069","14,534"
Marion,"5,069","8,954","7,577",44,"21,644",414,571,743,5,"1,733","23,377"
Marshall,"6,832","7,282","9,020",33,"23,167",658,521,"1,084",2,"2,265","25,432"
Mills,"1,886","4,776","3,026",25,"9,713",185,288,401,3,877,"10,590"
Mitchell,"1,703","2,396","2,721",10,"6,830",106,111,184,1,402,"7,232"
Monona,"1,887","1,835","2,340",8,"6,070",128,127,227,0,482,"6,552"
Monroe,"1,595","1,479","1,521",6,"4,601",101,76,142,3,322,"4,923"
Montgomery,972,"3,629","2,062",5,"6,668",95,202,264,1,562,"7,230"
Muscatine,"7,461","7,850","10,398",50,"25,759",615,589,"1,156",1,"2,361","28,120"
O'Brien,"1,261","5,234","2,615",15,"9,125",97,230,305,2,634,"9,759"
Osceola,487,"2,480","1,077",4,"4,048",32,101,130,0,263,"4,311"
Page,"1,495","4,192","3,362",13,"9,062",172,252,540,5,969,"10,031"
Palo Alto,"2,188","1,582","2,165",12,"5,947",129,88,228,0,445,"6,392"
Plymouth,"3,046","7,652","5,418",34,"16,150",297,445,620,3,"1,365","17,515"
Pocahontas,"1,037","1,642","2,184",14,"4,877",56,75,181,1,313,"5,190"
Polk,"100,656","80,960","84,306","1,425","267,347","5,857","3,981","6,393",86,"16,317","283,664"
Pottawattamie,"14,700","19,884","18,423",211,"53,218","1,987","1,642","2,950",32,"6,611","59,829"
Poweshiek,"3,528","3,624","5,190",47,"12,389",548,129,495,2,"1,174","13,563"
Ringgold,825,"1,429",739,2,"2,995",49,51,71,0,171,"3,166"
Sac,"1,279","3,051","2,510",6,"6,846",81,122,216,0,419,"7,265"
Scott,"34,135","30,158","45,206",496,"109,995","3,468","2,315","5,251",37,"11,071","121,066"
Shelby,"1,741","3,517","2,568",9,"7,835",62,60,125,1,248,"8,083"
Sioux,"1,597","14,271","3,837",27,"19,732",114,503,416,4,"1,037","20,769"
Story,"15,370","15,756","21,626",383,"53,135","2,292","1,585","3,501",64,"7,442","60,577"
Tama,"3,095","3,228","4,591",16,"10,930",162,131,389,0,682,"11,612"
Taylor,696,"1,796","1,213",7,"3,712",80,110,243,0,433,"4,145"
Union,"1,627","2,675","3,120",13,"7,435",84,100,242,0,426,"7,861"
Van Buren,966,"2,084","1,537",20,"4,607",71,110,195,0,376,"4,983"
Wapello,"8,567","4,952","6,941",42,"20,502",729,356,881,3,"1,969","22,471"
Warren,"9,231","10,659","10,993",79,"30,962",623,611,"1,089",6,"2,329","33,291"
Washington,"2,864","5,539","5,206",50,"13,659",166,211,433,2,812,"14,471"
Wayne,934,"1,324","1,146",3,"3,407",58,81,93,0,232,"3,639"
Webster,"8,172","6,356","8,388",56,"22,972",684,454,"1,082",6,"2,226","25,198"
Winnebago,"1,482","2,832","2,804",8,"7,126",130,122,254,0,506,"7,632"
Winneshiek,"3,459","4,265","5,272",24,"13,020",208,117,301,0,626,"13,646"
Woodbury,"17,693","18,543","18,828",160,"55,224","1,674","1,221","2,168",19,"5,082","60,306"
Worth,"1,427","1,693","2,042",3,"5,165",123,78,268,2,471,"5,636"
Wright,"1,843","3,404","2,610",11,"7,868",153,223,305,1,682,"8,550"
Totals,"584,737","609,020","705,658","6,556","1,905,971","49,476","36,394","75,389",641,"161,900","2,067,871"
