County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active",Total Active,"Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Clarke,"1,470","1,991",24,"2,163",5,"5,653",63,80,3,208,0,354,"6,007"
Clay,"1,980","5,440",48,"3,511",5,"10,984",153,256,2,403,1,815,"11,799"
Clayton,"3,222","3,657",49,"4,587",8,"11,523",169,145,0,284,2,600,"12,123"
Clinton,"9,507","7,803",109,"13,663",37,"31,119",677,342,7,"1,147",7,"2,180","33,299"
Crawford,"2,455","3,278",27,"3,718",11,"9,489",144,150,2,280,0,576,"10,065"
Dallas,"14,525","19,996",480,"22,091",55,"57,147",842,"1,380",31,"2,062",6,"4,321","61,468"
Davis,"1,694","1,731",15,"1,424",3,"4,867",84,83,1,142,2,312,"5,179"
Decatur,"1,312","1,753",27,"1,384",7,"4,483",153,116,3,185,1,458,"4,941"
Delaware,"2,326","4,343",44,"4,729",9,"11,451",99,109,2,232,1,443,"11,894"
Des Moines,"10,241","6,690",143,"9,039",35,"26,148",792,402,12,"1,026",5,"2,237","28,385"
Dickinson,"2,457","5,878",69,"4,530",7,"12,941",152,237,3,369,2,763,"13,704"
Dubuque,"26,043","16,223",413,"22,488",94,"65,261","1,622",956,29,"1,963",19,"4,589","69,850"
Emmet,"1,689","1,867",23,"2,708",2,"6,289",114,119,1,300,1,535,"6,824"
Fayette,"3,386","4,009",47,"4,329",14,"11,785",175,104,3,269,2,553,"12,338"
Floyd,"2,833","2,691",35,"4,810",11,"10,380",219,125,6,389,1,740,"11,120"
Franklin,"1,207","3,005",25,"2,098",4,"6,339",65,100,0,164,1,330,"6,669"
Fremont,"1,022","2,348",17,"1,372",7,"4,766",90,111,0,167,0,368,"5,134"
Greene,"1,653","2,396",37,"2,210",5,"6,301",63,85,4,175,0,327,"6,628"
Grundy,"1,438","3,948",40,"3,107",6,"8,539",55,134,3,193,2,387,"8,926"
Guthrie,"1,643","2,870",49,"3,035",3,"7,600",56,92,0,173,0,321,"7,921"
Hamilton,"2,318","3,936",49,"3,456",12,"9,771",112,132,1,287,0,532,"10,303"
Hancock,"1,406","3,338",25,"2,708",8,"7,485",69,88,3,232,0,392,"7,877"
Hardin,"2,507","4,649",62,"3,805",9,"11,032",134,209,3,289,0,635,"11,667"
Harrison,"2,080","3,848",51,"2,620",12,"8,611",41,77,1,98,2,219,"8,830"
Henry,"2,654","5,038",60,"4,821",8,"12,581",272,282,3,627,1,"1,185","13,766"
Howard,"1,658","1,500",19,"2,677",2,"5,856",92,65,0,211,0,368,"6,224"
Humboldt,"1,202","2,700",29,"2,332",3,"6,266",65,100,3,184,0,352,"6,618"
Ida,772,"2,187",21,"1,703",4,"4,687",33,70,0,112,0,215,"4,902"
Iowa,"2,572","4,069",63,"4,862",12,"11,578",115,169,0,300,0,584,"12,162"
Jackson,"4,872","3,129",30,"6,019",9,"14,059",205,133,2,435,1,776,"14,835"
Jasper,"8,122","7,491",102,"9,036",20,"24,771",334,278,2,596,1,"1,211","25,982"
Jefferson,"4,211","3,208",75,"2,914",27,"10,435",311,153,8,382,10,864,"11,299"
Johnson,"44,754","18,221",758,"30,540",188,"94,461","6,645","3,112",135,"7,289",54,"17,235","111,696"
Jones,"3,068","3,980",32,"5,991",5,"13,076",120,118,5,374,1,618,"13,694"
Keokuk,"1,784","2,406",17,"2,241",5,"6,453",115,84,0,186,0,385,"6,838"
Kossuth,"2,996","3,469",31,"4,310",9,"10,815",128,149,2,322,0,601,"11,416"
Lee,"8,780","4,547",124,"8,161",21,"21,633",590,300,13,"1,005",3,"1,911","23,544"
Linn,"52,293","38,164","1,347","53,042",304,"145,150","3,254","1,999",100,"4,099",30,"9,482","154,632"
Louisa,"1,668","2,396",22,"2,678",7,"6,771",102,100,1,225,1,429,"7,200"
Lucas,"1,248","2,303",16,"2,001",3,"5,571",67,107,1,185,1,361,"5,932"
Lyon,777,"5,704",17,"1,539",1,"8,038",93,194,2,185,1,475,"8,513"
Madison,"2,672","4,318",68,"3,888",11,"10,957",134,241,4,342,0,721,"11,678"
Mahaska,"2,416","6,995",87,"4,282",13,"13,793",273,297,6,510,1,"1,087","14,880"
Marion,"5,068","9,718",101,"7,571",21,"22,479",327,484,8,686,1,"1,506","23,985"
Marshall,"7,168","7,292",142,"8,579",30,"23,211",466,337,8,802,0,"1,613","24,824"
Mills,"1,966","5,101",89,"2,986",19,"10,161",72,112,3,130,2,319,"10,480"
Mitchell,"1,609","2,521",22,"2,766",5,"6,923",73,78,1,171,0,323,"7,246"
Monona,"1,608","2,104",31,"2,190",8,"5,941",66,80,2,134,1,283,"6,224"
Monroe,"1,438","1,744",20,"1,556",0,"4,758",69,78,1,130,1,279,"5,037"
Montgomery,"1,093","3,527",28,"2,265",8,"6,921",67,153,3,210,1,434,"7,355"
Muscatine,"7,909","7,943",120,"10,512",50,"26,534",598,438,10,"1,057",2,"2,105","28,639"
O'Brien,"1,139","5,723",28,"2,390",10,"9,290",100,177,5,223,1,506,"9,796"
Osceola,451,"2,480",9,"1,113",5,"4,058",21,66,0,84,1,172,"4,230"
Page,"1,546","4,937",47,"2,918",10,"9,458",126,235,7,352,0,720,"10,178"
Palo Alto,"1,870","1,903",24,"2,275",7,"6,079",81,46,0,142,0,269,"6,348"
Plymouth,"3,033","8,401",72,"5,412",24,"16,942",152,308,4,343,0,807,"17,749"
Pocahontas,963,"1,996",26,"1,842",2,"4,829",72,65,3,180,0,320,"5,149"
Polk,"116,906","82,482","2,629","88,764",504,"291,285","7,189","4,650",192,"7,292",54,"19,377","310,662"
Pottawattamie,"15,464","21,147",496,"19,934",127,"57,168","2,404","2,112",63,"3,720",22,"8,321","65,489"
Poweshiek,"4,200","3,752",57,"5,056",12,"13,077",691,148,7,666,4,"1,516","14,593"
Ringgold,847,"1,488",7,756,1,"3,099",38,59,0,63,0,160,"3,259"
Sac,"1,239","3,238",19,"2,358",8,"6,862",66,92,0,197,0,355,"7,217"
Scott,"35,821","31,335",739,"47,264",178,"115,337","3,826","2,639",91,"5,586",29,"12,171","127,508"
Shelby,"1,737","3,608",29,"2,640",3,"8,017",76,111,4,160,0,351,"8,368"
Sioux,"1,772","15,415",53,"4,092",18,"21,350",121,444,6,322,3,896,"22,246"
Story,"20,348","17,511",687,"23,177",159,"61,882","2,374","1,689",98,"3,472",30,"7,663","69,545"
Tama,"2,982","3,346",41,"4,768",11,"11,148",149,94,1,339,0,583,"11,731"
Taylor,681,"1,866",24,"1,220",0,"3,791",31,58,1,89,0,179,"3,970"
Union,"1,698","2,724",39,"3,157",5,"7,623",102,138,0,336,1,577,"8,200"
Van Buren,939,"2,025",18,"1,709",9,"4,700",52,66,4,126,0,248,"4,948"
Wapello,"8,040","5,341",73,"6,836",32,"20,322",592,313,6,878,1,"1,790","22,112"
Warren,"9,979","11,644",222,"11,921",27,"33,793",510,590,12,956,4,"2,072","35,865"
Washington,"3,102","5,813",96,"5,195",25,"14,231",151,233,5,428,1,818,"15,049"
Wayne,905,"1,456",18,"1,180",2,"3,561",31,62,1,64,1,159,"3,720"
Webster,"7,656","7,160",126,"9,175",46,"24,163",472,285,3,788,3,"1,551","25,714"
Winnebago,"1,499","2,781",28,"3,006",6,"7,320",148,126,1,309,0,584,"7,904"
Winneshiek,"4,267","4,357",40,"5,472",23,"14,159",290,146,4,480,4,924,"15,083"
Woodbury,"17,862","20,014",369,"19,422",79,"57,746","1,579","1,260",30,"2,132",10,"5,011","62,757"
Worth,"1,340","1,905",20,"2,048",1,"5,314",114,94,1,245,0,454,"5,768"
Wright,"1,758","3,434",33,"2,556",7,"7,788",112,144,2,237,1,496,"8,284"
Totals,"627,430","649,944","13,018","719,889","2,859","2,013,140","47,713","36,069","1,099","71,622",369,"156,872","2,170,012"
