County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Jefferson,"3,441","3,437","3,349",68,"10,295",406,282,737,9,"1,434","11,729"
Johnson,"39,041","18,315","32,079",554,"89,989","8,090","3,733","9,084",115,"21,022","111,011"
Jones,"3,320","3,699","5,863",16,"12,898",185,153,468,0,806,"13,704"
Keokuk,"2,078","2,280","2,317",3,"6,678",152,95,281,1,529,"7,207"
Kossuth,"3,292","3,393","4,270",10,"10,965",165,142,462,1,770,"11,735"
Lee,"9,656","4,075","8,145",45,"21,921",700,321,995,1,"2,017","23,938"
Linn,"45,918","36,218","48,781",520,"131,437","8,183","4,453","9,572",101,"22,309","153,746"
Louisa,"1,681","2,375","2,473",10,"6,539",249,140,482,0,871,"7,410"
Lucas,"1,348","2,210","1,976",4,"5,538",117,128,281,0,526,"6,064"
Lyon,849,"5,386","1,672",4,"7,911",108,208,255,0,571,"8,482"
Madison,"2,769","3,963","3,752",19,"10,503",213,244,448,0,905,"11,408"
Mahaska,"2,967","5,919","4,928",36,"13,850",385,399,766,3,"1,553","15,403"
Marion,"5,265","9,141","7,678",32,"22,116",695,711,"1,203",2,"2,611","24,727"
Marshall,"7,133","7,485","9,124",31,"23,773",707,561,"1,131",3,"2,402","26,175"
Mills,"1,898","4,837","3,033",24,"9,792",201,295,457,1,954,"10,746"
Mitchell,"1,757","2,468","2,718",11,"6,954",110,98,193,0,401,"7,355"
Monona,"1,945","1,868","2,368",6,"6,187",135,139,216,1,491,"6,678"
Monroe,"1,657","1,521","1,554",7,"4,739",93,70,144,2,309,"5,048"
Montgomery,"1,005","3,746","2,080",6,"6,837",150,280,413,0,843,"7,680"
Muscatine,"7,599","8,038","10,516",43,"26,196",818,761,"1,476",1,"3,056","29,252"
O'Brien,"1,308","5,335","2,677",12,"9,332",160,263,440,0,863,"10,195"
Osceola,502,"2,536","1,079",4,"4,121",61,140,237,0,438,"4,559"
Page,"1,526","4,243","3,353",12,"9,134",234,341,738,4,"1,317","10,451"
Palo Alto,"2,263","1,594","2,151",9,"6,017",186,116,326,0,628,"6,645"
Plymouth,"3,125","7,755","5,487",27,"16,394",296,422,642,3,"1,363","17,757"
Pocahontas,"1,066","1,684","2,249",16,"5,015",96,114,320,0,530,"5,545"
Polk,"102,757","82,162","83,296","1,136","269,351","5,668","3,682","6,202",72,"15,624","284,975"
Pottawattamie,"15,544","20,752","19,310",179,"55,785","2,031","1,489","2,745",18,"6,283","62,068"
Poweshiek,"3,707","3,690","5,242",42,"12,681","1,185",151,669,4,"2,009","14,690"
Ringgold,866,"1,471",741,2,"3,080",27,37,57,0,121,"3,201"
Sac,"1,308","3,077","2,527",5,"6,917",128,184,391,0,703,"7,620"
Scott,"35,081","30,743","45,784",378,"111,986","4,972","2,929","7,545",28,"15,474","127,460"
Shelby,"1,782","3,590","2,599",9,"7,980",269,241,606,0,"1,116","9,096"
Sioux,"1,644","14,486","3,994",21,"20,145",125,502,405,2,"1,034","21,179"
Story,"15,960","15,911","21,807",333,"54,011","3,391","2,315","5,165",91,"10,962","64,973"
Tama,"3,233","3,316","4,655",12,"11,216",241,163,581,0,985,"12,201"
Taylor,729,"1,850","1,224",7,"3,810",93,119,265,1,478,"4,288"
Union,"1,679","2,761","3,172",11,"7,623",87,90,217,0,394,"8,017"
Van Buren,"1,008","2,145","1,533",10,"4,696",81,138,216,0,435,"5,131"
Wapello,"8,938","5,078","7,055",39,"21,110",749,383,861,4,"1,997","23,107"
Warren,"9,499","10,818","11,033",58,"31,408",651,626,"1,122",7,"2,406","33,814"
Washington,"2,936","5,628","5,203",43,"13,810",206,256,506,4,972,"14,782"
Wayne,963,"1,357","1,145",3,"3,468",94,90,148,0,332,"3,800"
Webster,"8,448","6,465","8,436",43,"23,392",749,510,"1,165",5,"2,429","25,821"
Winnebago,"1,535","2,918","2,810",6,"7,269",155,145,333,0,633,"7,902"
Winneshiek,"3,565","4,364","5,320",22,"13,271",827,300,898,7,"2,032","15,303"
Woodbury,"18,324","18,977","18,891",142,"56,334","1,944","1,354","2,493",13,"5,804","62,138"
Worth,"1,472","1,725","2,053",3,"5,253",133,85,245,1,464,"5,717"
Wright,"1,876","3,449","2,655",12,"7,992",133,188,309,0,630,"8,622"
Totals,"602,048","620,353","709,447","5,446","1,937,294","64,079","43,967","96,347",617,"205,010","2,142,304"
