County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Jones,"3,031","3,882","6,020",42,"12,975",137,152,419,7,715,"13,690"
Keokuk,"1,712","2,379","2,235",24,"6,350",99,104,175,4,382,"6,732"
Kossuth,"2,784","3,630","4,075",38,"10,527",118,177,346,4,645,"11,172"
Lee,"8,425","4,563","7,947",138,"21,073",620,334,"1,065",25,"2,044","23,117"
Linn,"55,887","37,660","50,424","1,477","145,448","3,174","2,171","3,874",163,"9,382","154,830"
Louisa,"1,647","2,369","2,667",30,"6,713",90,84,216,5,395,"7,108"
Lucas,"1,212","2,285","1,949",25,"5,471",77,120,189,3,389,"5,860"
Lyon,809,"5,765","1,480",18,"8,072",69,192,151,4,416,"8,488"
Madison,"2,641","4,237","3,760",80,"10,718",175,300,413,6,894,"11,612"
Mahaska,"2,505","6,706","4,282",96,"13,589",265,328,554,7,"1,154","14,743"
Marion,"5,160","9,469","7,573",124,"22,326",403,584,815,14,"1,816","24,142"
Marshall,"7,184","7,056","8,435",174,"22,849",483,405,939,17,"1,844","24,693"
Mills,"1,987","5,048","2,958",110,"10,103",110,187,195,11,503,"10,606"
Mitchell,"1,580","2,353","2,654",35,"6,622",119,127,224,4,474,"7,096"
Monona,"1,505","2,046","2,068",31,"5,650",121,163,273,9,566,"6,216"
Monroe,"1,348","1,752","1,538",22,"4,660",68,82,154,3,307,"4,967"
Montgomery,"1,193","3,555","1,957",27,"6,732",97,180,251,7,535,"7,267"
Muscatine,"8,104","7,767","10,353",159,"26,383",542,475,"1,041",21,"2,079","28,462"
O'Brien,"1,171","5,514","2,400",47,"9,132",113,225,231,5,574,"9,706"
Osceola,459,"2,404","1,118",14,"3,995",25,79,100,1,205,"4,200"
Page,"1,686","4,918","2,683",49,"9,336",151,298,440,5,894,"10,230"
Palo Alto,"1,825","1,936","2,083",25,"5,869",98,76,192,2,368,"6,237"
Plymouth,"3,036","8,270","5,422",91,"16,819",184,369,394,11,958,"17,777"
Pocahontas,897,"1,977","1,774",31,"4,679",85,87,198,2,372,"5,051"
Polk,"122,387","77,912","90,106","2,905","293,310","7,899","5,044","7,718",334,"20,995","314,305"
Pottawattamie,"15,764","21,005","19,831",665,"57,265","1,781","1,704","2,769",107,"6,361","63,626"
Poweshiek,"4,394","3,625","4,928",54,"13,001",586,166,497,11,"1,260","14,261"
Ringgold,735,"1,547",744,8,"3,034",28,75,69,1,173,"3,207"
Sac,"1,195","3,183","2,409",24,"6,811",73,104,182,2,361,"7,172"
Scott,"36,412","30,010","46,656",924,"114,002","4,345","2,855","6,458",166,"13,824","127,826"
Shelby,"1,691","3,528","2,566",28,"7,813",104,160,221,6,491,"8,304"
Sioux,"1,982","15,161","4,225",65,"21,433",128,565,322,13,"1,028","22,461"
Story,"22,814","16,683","22,674",745,"62,916","2,751","1,874","3,757",180,"8,562","71,478"
Tama,"2,944","3,280","4,664",47,"10,935",151,130,369,2,652,"11,587"
Taylor,665,"1,818","1,220",26,"3,729",40,69,93,2,204,"3,933"
Union,"1,666","2,678","3,134",51,"7,529",124,147,403,3,677,"8,206"
Van Buren,847,"1,948","1,786",27,"4,608",64,91,137,5,297,"4,905"
Wapello,"7,619","5,358","6,851",103,"19,931",611,352,907,13,"1,883","21,814"
Warren,"10,172","11,531","12,013",232,"33,948",590,727,"1,100",33,"2,450","36,398"
Washington,"3,209","5,597","5,272",112,"14,190",215,289,494,21,"1,019","15,209"
Wayne,883,"1,447","1,132",24,"3,486",36,67,89,3,195,"3,681"
Webster,"7,343","6,807","8,971",165,"23,286",608,463,"1,048",11,"2,130","25,416"
Winnebago,"1,525","2,667","2,969",33,"7,194",125,168,352,2,647,"7,841"
Winneshiek,"4,373","4,139","5,109",58,"13,679",450,215,657,14,"1,336","15,015"
Woodbury,"17,846","19,939","19,105",395,"57,285","1,793","1,476","2,485",56,"5,810","63,095"
Worth,"1,311","1,828","1,958",17,"5,114",85,85,210,2,382,"5,496"
Wright,"1,762","3,284","2,493",37,"7,576",109,159,238,3,509,"8,085"
Totals,"642,876","633,593","703,931","14,769","1,995,169","52,065","40,899","77,173","2,110","172,247","2,167,416"
