County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Monona,"1,548","2,080","2,149",38,"5,815",89,119,206,4,418,"6,233"
Monroe,"1,381","1,736","1,539",21,"4,677",58,62,137,1,258,"4,935"
Montgomery,"1,053","3,453","2,271",34,"6,811",78,144,221,4,447,"7,258"
Muscatine,"7,698","7,782","10,637",168,"26,285",501,394,934,14,"1,843","28,128"
O'Brien,"1,106","5,606","2,449",48,"9,209",110,187,202,4,503,"9,712"
Osceola,450,"2,433","1,122",14,"4,019",21,71,79,1,172,"4,191"
Page,"1,482","4,863","2,966",55,"9,366",139,243,364,6,752,"10,118"
Palo Alto,"1,794","1,873","2,200",29,"5,896",92,61,169,1,323,"6,219"
Plymouth,"2,943","8,285","5,441",98,"16,767",171,330,358,10,869,"17,636"
Pocahontas,899,"1,978","1,817",31,"4,725",86,69,181,2,338,"5,063"
Polk,"115,082","80,693","93,454","3,178","292,407","5,937","3,667","5,683",243,"15,530","307,937"
Pottawattamie,"15,288","21,086","20,320",659,"57,353","1,581","1,436","2,414",98,"5,529","62,882"
Poweshiek,"4,066","3,675","5,131",64,"12,936",418,143,404,8,973,"13,909"
Ringgold,809,"1,465",749,7,"3,030",30,47,57,1,135,"3,165"
Sac,"1,199","3,186","2,402",24,"6,811",70,91,176,2,339,"7,150"
Scott,"34,935","30,650","48,123",923,"114,631","3,675","2,354","5,420",122,"11,571","126,202"
Shelby,"1,668","3,517","2,634",33,"7,852",93,138,195,3,429,"8,281"
Sioux,"1,768","15,297","4,218",68,"21,351",108,454,275,14,851,"22,202"
Story,"20,157","17,182","24,020",844,"62,203","2,287","1,612","3,293",145,"7,337","69,540"
Tama,"2,932","3,295","4,749",54,"11,030",128,97,305,2,532,"11,562"
Taylor,659,"1,833","1,204",24,"3,720",36,51,89,2,178,"3,898"
Union,"1,635","2,685","3,189",46,"7,555",119,127,352,3,601,"8,156"
Van Buren,864,"1,945","1,770",27,"4,606",61,86,128,4,279,"4,885"
Wapello,"7,688","5,289","6,793",106,"19,876",574,311,814,12,"1,711","21,587"
Warren,"9,782","11,601","12,330",246,"33,959",490,534,902,26,"1,952","35,911"
Washington,"3,047","5,740","5,322",116,"14,225",173,240,420,16,849,"15,074"
Wayne,891,"1,433","1,168",21,"3,513",27,58,67,3,155,"3,668"
Webster,"7,301","6,948","9,087",170,"23,506",541,373,923,5,"1,842","25,348"
Winnebago,"1,460","2,731","3,054",35,"7,280",94,113,276,2,485,"7,765"
Winneshiek,"4,170","4,260","5,496",59,"13,985",285,163,482,11,941,"14,926"
Woodbury,"17,412","19,694","20,098",440,"57,644","1,519","1,246","2,124",43,"4,932","62,576"
Worth,"1,295","1,868","2,041",20,"5,224",64,61,154,1,280,"5,504"
Wright,"1,727","3,349","2,562",39,"7,677",96,135,198,2,431,"8,108"
Totals,"613,979","640,218","734,419","15,984","2,004,600","41,140","31,910","62,515","1,569","137,134","2,141,734"
