State Representative District,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
State Representative District 044,"6,655","10,329","10,535",170,"27,689",508,842,"1,186",6,"2,542","30,231"
State Representative District 045,"7,771","5,526","8,173",281,"21,751","1,112",692,"1,593",27,"3,424","25,175"
State Representative District 046,"7,463","6,213","8,543",280,"22,499",810,645,"1,215",32,"2,702","25,201"
State Representative District 047,"5,862","7,072","7,914",101,"20,949",274,327,668,2,"1,271","22,220"
State Representative District 048,"5,499","7,804","7,569",101,"20,973",250,289,505,4,"1,048","22,021"
State Representative District 049,"4,817","7,735","7,924",162,"20,638",249,268,499,9,"1,025","21,663"
State Representative District 050,"3,923","9,230","7,213",69,"20,435",274,292,560,3,"1,129","21,564"
State Representative District 051,"5,185","6,668","8,314",35,"20,202",295,261,696,3,"1,255","21,457"
State Representative District 052,"5,995","5,657","8,837",64,"20,553",291,221,602,7,"1,121","21,674"
State Representative District 053,"6,732","4,812","8,678",54,"20,276",441,235,789,2,"1,467","21,743"
State Representative District 054,"4,078","8,830","7,481",50,"20,439",204,242,495,1,942,"21,381"
State Representative District 055,"5,901","6,823","7,304",78,"20,106",292,176,450,2,920,"21,026"
State Representative District 056,"5,057","7,404","7,295",59,"19,815",257,241,527,3,"1,028","20,843"
State Representative District 057,"7,943","6,669","8,156",84,"22,852",219,209,371,2,801,"23,653"
State Representative District 058,"7,011","5,400","9,055",48,"21,514",300,193,644,6,"1,143","22,657"
State Representative District 059,"6,568","5,853","8,315",178,"20,914",452,317,672,17,"1,458","22,372"
State Representative District 060,"6,633","7,585","7,816",129,"22,163",370,333,562,11,"1,276","23,439"
State Representative District 061,"7,427","4,165","6,568",127,"18,287",411,183,438,8,"1,040","19,327"
State Representative District 062,"8,804","2,682","6,064",158,"17,708",535,122,461,3,"1,121","18,829"
State Representative District 063,"5,159","6,937","9,200",84,"21,380",238,224,540,8,"1,010","22,390"
State Representative District 064,"5,448","4,886","8,516",63,"18,913",207,138,554,2,901,"19,814"
State Representative District 065,"8,783","4,159","5,851",205,"18,998","1,167",427,"1,103",22,"2,719","21,717"
State Representative District 066,"7,249","5,840","6,759",177,"20,025",793,480,946,20,"2,239","22,264"
State Representative District 067,"6,250","7,310","7,920",157,"21,637",581,639,933,12,"2,165","23,802"
State Representative District 068,"6,878","6,327","7,917",188,"21,310",596,531,893,20,"2,040","23,350"
State Representative District 069,"7,394","4,165","7,347",198,"19,104",978,400,"1,083",22,"2,483","21,587"
State Representative District 070,"8,059","4,900","7,242",200,"20,401",813,411,852,8,"2,084","22,485"
State Representative District 071,"5,737","5,174","6,442",59,"17,412",474,368,772,4,"1,618","19,030"
State Representative District 072,"5,309","6,674","8,277",70,"20,330",275,246,604,1,"1,126","21,456"
State Representative District 073,"6,443","6,451","7,933",111,"20,938",297,215,475,8,995,"21,933"
State Representative District 074,"9,801","4,308","5,980",182,"20,271","1,275",531,"1,177",19,"3,002","23,273"
State Representative District 075,"4,821","7,033","8,718",86,"20,658",260,215,601,1,"1,077","21,735"
State Representative District 076,"6,245","6,803","8,511",89,"21,648",914,301,868,10,"2,093","23,741"
State Representative District 077,"8,362","6,058","8,213",170,"22,803",700,491,900,6,"2,097","24,900"
State Representative District 078,"4,781","8,047","6,933",107,"19,868",273,281,591,3,"1,148","21,016"
State Representative District 079,"3,653","10,415","6,327",91,"20,486",388,511,683,5,"1,587","22,073"
State Representative District 080,"5,540","7,265","6,862",68,"19,735",370,321,628,4,"1,323","21,058"
State Representative District 081,"7,438","4,595","5,896",81,"18,010",587,284,721,3,"1,595","19,605"
State Representative District 082,"6,515","6,771","5,913",126,"19,325",427,325,675,16,"1,443","20,768"
State Representative District 083,"8,096","3,632","6,763",101,"18,592",692,298,940,5,"1,935","20,527"
State Representative District 084,"4,563","7,397","7,341",77,"19,378",434,398,813,4,"1,649","21,027"
State Representative District 085,"13,065","4,340","7,605",267,"25,277","2,531","1,212","3,070",63,"6,876","32,153"
State Representative District 086,"10,911","3,460","6,711",240,"21,322","1,841",824,"2,234",43,"4,942","26,264"
State Representative District 087,"8,484","4,377","6,581",115,"19,557",677,313,800,4,"1,794","21,351"
State Representative District 088,"5,663","6,536","7,343",73,"19,615",339,295,660,3,"1,297","20,912"
State Representative District 089,"7,483","4,777","8,482",138,"20,880",682,361,894,4,"1,941","22,821"
State Representative District 090,"8,061","3,039","7,757",175,"19,032",846,307,"1,048",13,"2,214","21,246"
State Representative District 091,"5,989","6,100","7,353",83,"19,525",580,538,"1,050",1,"2,169","21,694"
State Representative District 092,"6,097","6,295","8,765",132,"21,289",471,358,873,3,"1,705","22,994"
State Representative District 093,"7,416","6,523","8,265",143,"22,347",741,590,"1,113",15,"2,459","24,806"
State Representative District 094,"6,322","9,221","9,556",161,"25,260",577,683,"1,063",6,"2,329","27,589"
State Representative District 095,"6,283","6,475","8,140",118,"21,016",505,322,778,12,"1,617","22,633"
State Representative District 096,"4,378","6,597","8,261",51,"19,287",146,166,396,1,709,"19,996"
State Representative District 097,"5,714","7,008","9,407",100,"22,229",303,283,600,4,"1,190","23,419"
State Representative District 098,"6,691","4,225","8,175",72,"19,163",694,246,966,6,"1,912","21,075"
State Representative District 099,"9,407","5,413","6,994",121,"21,935",655,400,783,11,"1,849","23,784"
State Representative District 100,"8,409","4,222","6,358",144,"19,133",805,320,850,16,"1,991","21,124"
Totals,"635,848","673,712","724,222","12,078","2,045,860","48,517","36,059","72,434",789,"157,799","2,203,659"
